Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
"Baxter International, Inc.",0.256,BAX,"Deerfield, Illinois",Health Care,Health Care Equipment
"TJX Cos., Inc.",0.256,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
DIRECTV,0.256,DTV,"El Segundo, CA",Communication Services,Broadcasting
Deere & Co.,0.251,DE,"Moline, Illinois",Industrials,Agricultural & Farm Machinery
Danaher Corp.,0.25,DHR,"Washington, D.C.",Health Care,Life Sciences Tools & Services
"Texas Instruments, Inc.",0.243,TXN,"Dallas, Texas",Information Technology,Semiconductors
Halliburton Co.,0.243,HAL,"Houston, Texas",Energy,Oil & Gas Equipment & Services
Walgreen Co.,0.242,WBA,"Deerfield, IL",Consumer Staples,Drug Retail
"Praxair, Inc.",0.24,PX,"Dallas, TX",Financial Services,Asset Management
"priceline.com, Inc.",0.239,BKNG,"Norwalk, Connecticut",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Exelon Corp.,0.236,EXC,"Chicago, Illinois",Utilities,Electric Utilities
"Dominion Resources, Inc.",0.236,D,"Richmond, Virginia",Utilities,Multi-Utilities
"EOG Resources, Inc.",0.235,EOG,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Yum! Brands, Inc.",0.234,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"NextEra Energy, Inc.",0.231,NEE,"Juno Beach, Florida",Utilities,Multi-Utilities
"Time Warner Cable, Inc.",0.228,TWC,"New York, NY",Communication Services,Cable & Satellite
Phillips 66,0.226,PSX,"Houston, Texas",Energy,Oil & Gas Refining & Marketing
Covidien PLC,0.221,COV,"Mansfield, MA",Health Care,Health Care Equipment
"Automatic Data Processing, Inc.",0.22,ADP,"Roseland, New Jersey",Industrials,Human Resource & Employment Services
American Tower Corp.,0.219,AMT,"Boston, Massachusetts",Real Estate,Telecom Tower REITs
"Allergan, Inc.",0.219,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
Newmont Mining Corp.,0.216,NEM,"Denver, Colorado",Materials,Gold
The Bank of New York Mellon Corp.,0.207,BK,"New York City, New York",Financials,Asset Management & Custody Banks
"The Travelers Cos., Inc.",0.204,TRV,"New York City, New York",Financials,Property & Casualty Insurance
"Tyco International, Ltd.",0.201,TYC,"Schaffhausen, Switzerland",Industrials,Industrial Conglomerates
"General Mills, Inc.",0.201,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
"Illinois Tool Works, Inc.",0.2,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
"ACE, Ltd.",0.199,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"Viacom, Inc. (Class B)",0.197,VIAB,"New York, NY",Communication Services,Movies & Entertainment
"Prudential Financial, Inc.",0.196,PRU,"Newark, New Jersey",Financials,Life & Health Insurance
"CenturyLink, Inc.",0.195,CTL,"Monroe, LA",Communication Services,Integrated Telecommunication Services
Lockheed Martin Corp.,0.195,LMT,"Bethesda, Maryland",Industrials,Aerospace & Defense
FedEx Corp.,0.192,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
Precision Castparts Corp.,0.184,PCP,"Portland, OR",Industrials,Aerospace & Defense
Morgan Stanley,0.18,MS,"New York City, New York",Financials,Investment Banking & Brokerage
BB&T Corp.,0.18,BBT,"Boston, MA",Financial Services,Banks - Regional
"BlackRock, Inc.",0.177,BLK,"New York City, New York",Financials,Asset Management & Custody Banks
Devon Energy Corp.,0.177,DVN,"Oklahoma City, Oklahoma",Energy,Oil & Gas Exploration & Production
"AFLAC, Inc.",0.174,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
"Alexion Pharmaceuticals, Inc.",0.171,ALXN,"Boston, MA",Health Care,Biotechnology
General Dynamics Corp.,0.17,GD,"Reston, Virginia",Industrials,Aerospace & Defense
"The Williams Cos., Inc.",0.17,WMB,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
CBS Corp. (Class B),0.168,CBS,"New York, NY",Communication Services,Broadcasting
CSX Corp.,0.168,CSX,"Jacksonville, Florida",Industrials,Rail Transportation
"Thermo Fisher Scientific, Inc.",0.166,TMO,"Waltham, Massachusetts",Health Care,Life Sciences Tools & Services
"American Electric Power Co., Inc.",0.165,AEP,"Columbus, Ohio",Utilities,Electric Utilities
Cognizant Technology Solutions Corp. (Class A),0.163,CTSH,"Teaneck, New Jersey",Information Technology,IT Consulting & Other Services
Marathon Oil Corp.,0.162,MRO,"Houston, TX",Energy,Oil & Gas Exploration & Production
Norfolk Southern Corp.,0.159,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
Discover Financial Services,0.159,DFS,"Riverwoods, IL",Financials,Consumer Finance
Chubb Corp.,0.158,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
McKesson Corp.,0.158,MCK,"Irving, Texas",Health Care,Health Care Distributors
"Kinder Morgan, Inc.",0.157,KMI,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
State Street Corp.(c),0.157,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
"Public Storage, Inc.",0.156,PSA,"Glendale, California",Real Estate,Self-Storage REITs
"Baker Hughes, Inc.",0.154,BKR,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Intuitive Surgical, Inc.",0.154,ISRG,"Sunnyvale, California",Health Care,Health Care Equipment
"Corning, Inc.",0.153,GLW,"Corning, New York",Information Technology,Electronic Components
"Salesforce.com, Inc.",0.152,CRM,"San Francisco, California",Information Technology,Application Software
The Allstate Corp.,0.15,ALL,"Northbrook, Illinois",Financials,Property & Casualty Insurance
Spectra Energy Corp.,0.149,SE,"Singapore, Singapore",Consumer Cyclical,Internet Retail
"HCP, Inc.",0.148,PEAK,"Irvine, CA",Real Estate,Health Care REITs
"WellPoint, Inc.",0.147,ANTM,"Indianapolis, IN",Health Care,Managed Health Care
Raytheon Co.,0.146,RTN,"Waltham, MA",Industrials,Aerospace & Defense
Crown Castle International Corp.,0.146,CCI,"Houston, Texas",Real Estate,Telecom Tower REITs
"Johnson Controls, Inc.",0.145,JCI,"Cork, Ireland",Industrials,Building Products
"Marsh & McLennan Cos., Inc.",0.143,MMC,"New York, NY",Financial Services,Insurance Brokers
FirstEnergy Corp.,0.143,FE,"Akron, Ohio",Utilities,Electric Utilities
Marathon Petroleum Corp.,0.143,MPC,"Findlay, Ohio",Energy,Oil & Gas Refining & Marketing
"Ventas, Inc.",0.143,VTR,"Chicago, Illinois",Real Estate,Health Care REITs
Sysco Corp.,0.142,SYY,"Houston, Texas",Consumer Staples,Food Distributors
PG&E Corp.,0.141,PCG,"Oakland, California",Utilities,Multi-Utilities
H.J. Heinz Co.,0.139,HNZ,"Pittsburgh, PA",Consumer Staples,Packaged Foods & Meats
Archer-Daniels-Midland Co.,0.139,ADM,"Chicago, Illinois",Consumer Staples,Agricultural Products & Services
Broadcom Corp. (Class A),0.138,BRCM,"Irvine, CA",Information Technology,Semiconductors
"CME Group, Inc.",0.136,CME,"Chicago, Illinois",Financials,Financial Exchanges & Data
"Consolidated Edison, Inc.",0.136,ED,"New York City, New York",Utilities,Multi-Utilities
"PPG Industries, Inc.",0.136,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
"Franklin Resources, Inc.",0.136,BEN,"San Mateo, California",Financials,Asset Management & Custody Banks
"Air Products & Chemicals, Inc.",0.136,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
LyondellBasell Industries NV (Class A),0.136,LYB,"Rotterdam, Netherlands",Materials,Specialty Chemicals
Valero Energy Corp.,0.135,VLO,"San Antonio, Texas",Energy,Oil & Gas Refining & Marketing
Equity Residential,0.134,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
"Ecolab, Inc.",0.133,ECL,"Saint Paul, Minnesota",Materials,Specialty Chemicals
Aon PLC,0.131,AON,"London, United Kingdom",Financials,Insurance Brokers
PPL Corp.,0.131,PPL,"Allentown, Pennsylvania",Utilities,Electric Utilities
"Whole Foods Market, Inc.",0.13,WFM,"Austin, TX",Consumer Staples,Food Retail
"Yahoo!, Inc.",0.13,YHOO,"Sunnyvale, CA",Communication Services,Interactive Media & Services
"Boston Properties, Inc.",0.129,BXP,"Boston, Massachusetts",Real Estate,Office REITs
Sprint Nextel Corp.,0.129,S,"Mountain View, CA",Technology,Software - Infrastructure
Northrop Grumman Corp.,0.128,NOC,"West Falls Church, Virginia[3]",Industrials,Aerospace & Defense
"Noble Energy, Inc.",0.128,NBL,"Houston, TX",Energy,Oil & Gas Exploration & Production
"Cummins, Inc.",0.127,CMI,"Columbus, Indiana",Industrials,Construction Machinery & Heavy Transportation Equipment
"Public Service Enterprise Group, Inc.",0.126,PEG,"Newark, New Jersey",Utilities,Electric Utilities
"Intuit, Inc.",0.126,INTU,"Mountain View, California",Information Technology,Application Software
Carnival Corp.,0.126,CCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"ProLogis, Inc.",0.125,PLD,"San Francisco, California",Real Estate,Industrial REITs
Stryker Corp.,0.125,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
Hess Corp.,0.125,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
"T. Rowe Price Group, Inc.",0.124,TROW,"Baltimore, Maryland",Financials,Asset Management & Custody Banks
Eaton Corp.,0.124,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
The Mosaic Co.,0.124,MOS,"Tampa, Florida",Materials,Fertilizers & Agricultural Chemicals
"Adobe Systems, Inc.",0.124,ADBE,"San Jose, California",Information Technology,Application Software
"Coach, Inc.",0.124,TPR,"New York City, New York",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
International Paper Co.,0.123,IP,"Memphis, Tennessee",Materials,Paper & Plastic Packaging Products & Materials
"Becton, Dickinson & Co.",0.122,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
"Macy’s, Inc.",0.119,M,"New York, NY",Consumer Cyclical,Department Stores
"The McGraw-Hill Cos., Inc.",0.119,SPGI,"New York City, New York",Financials,Financial Exchanges & Data
"SunTrust Banks, Inc.",0.118,STI,"Dallas, TX",Industrials,Electrical Equipment & Parts
"Lorillard, Inc.",0.118,LO,"Greensboro, NC",Consumer Staples,Tobacco
Mead Johnson Nutrition Co.,0.116,MJN,"Glenview, IL",Consumer Staples,Health Care Care Products
Edison International,0.116,EIX,"Rosemead, California",Utilities,Electric Utilities
"The Estee Lauder Cos., Inc. (Class A)",0.115,EL,"New York City, New York",Consumer Staples,Personal Care Products
"Discovery Communications, Inc. (Class A)",0.114,DISCA,"Silver Spring, MD",Communication Services,Broadcasting
"Health Care REIT, Inc.",0.114,HCN,"Toledo, OH",Real Estate,Health Care REITs
"Motorola Solutions, Inc.",0.114,MSI,"Chicago, Illinois",Information Technology,Communications Equipment
"TE Connectivity, Ltd.",0.113,TEL,"Galway, Ireland",Information Technology,Electronic Manufacturing Services
Sempra Energy,0.113,SRE,"San Diego, California",Utilities,Multi-Utilities
"Dell, Inc.",0.113,DELL,"Round Rock, Texas",Information Technology,"Technology Hardware, Storage & Peripherals"
"Bed Bath & Beyond, Inc.",0.112,BBBY,"Union, NJ",Consumer Discretionary,Specialty Stores
"Ross Stores, Inc.",0.112,ROST,"Dublin, California",Consumer Discretionary,Apparel Retail
"Citrix Systems, Inc.",0.111,CTXS,"Fort Lauderdale, FL",Information Technology,Application Software
"Reynolds American, Inc.",0.11,RAI,"Winston-Salem, NC",Consumer Staples,Tobacco
Fifth Third Bancorp,0.11,FITB,"Cincinnati, Ohio",Financials,Regional Banks
"PACCAR, Inc.",0.109,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
Weyerhaeuser Co.,0.109,WY,"Seattle, Washington",Real Estate,Timber REITs
The Charles Schwab Corp.,0.109,SCHW,"Westlake, Texas",Financials,Investment Banking & Brokerage
V.F. Corp.,0.109,VFC,"Denver, CO",Consumer Cyclical,Apparel Manufacturing
"Waste Management, Inc.",0.109,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
"CF Industries Holdings, Inc.",0.108,CF,"Deerfield, Illinois",Materials,Fertilizers & Agricultural Chemicals
"Omnicom Group, Inc.",0.108,OMC,"New York City, New York",Communication Services,Advertising
"Applied Materials, Inc.",0.107,AMAT,"Santa Clara, California",Information Technology,Semiconductor Materials & Equipment
Cameron International Corp.,0.107,CAM,"Houston, TX",Energy,Oil & Gas Equipment & Services
"Autozone, Inc.",0.107,AZO,"Memphis, Tennessee",Consumer Discretionary,Automotive Retail
Vornado Realty Trust,0.107,VNO,"New York, NY",Real Estate,REIT - Office
CIGNA Corp.,0.106,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
"Xcel Energy, Inc.",0.105,XEL,"Minneapolis, Minnesota",Utilities,Multi-Utilities
"Agilent Technologies, Inc.",0.104,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
"Cardinal Health, Inc.",0.103,CAH,"Dublin, Ohio",Health Care,Health Care Distributors
"Aetna, Inc.",0.103,AET,"Hartford, CT",Health Care,Managed Health Care
"AvalonBay Communities, Inc.",0.102,AVB,"Arlington, Virginia",Real Estate,Multi-Family Residential REITs
Ingersoll-Rand PLC,0.102,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
"St. Jude Medical, Inc.",0.102,STJ,"St. Paul, MN",Health Care,Health Care Equipment
The Kroger Co.,0.101,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
Loews Corp.,0.1,L,"New York City, New York",Financials,Multi-line Insurance
Symantec Corp.,0.1,SYMC,"Tempe, AZ",Information Technology,Systems Software
Pioneer Natural Resources Co.,0.1,PXD,"Irving, TX",Energy,Oil & Gas Exploration & Production
"Stanley Black & Decker, Inc.",0.099,SWK,"New Britain, Connecticut",Industrials,Industrial Machinery & Supplies & Components
Kellogg Co.,0.099,K,"Chicago, IL",Consumer Defensive,Packaged Foods
Ensco PLC (Class A),0.098,ESV,"London, UK",Energy,Oil & Gas Drilling
Sherwin-Williams Co.,0.098,SHW,"Cleveland, Ohio",Materials,Specialty Chemicals
"W.W. Grainger, Inc.",0.098,GWW,"Lake Forest, Illinois",Industrials,Industrial Machinery & Supplies & Components
Teradata Corp.,0.098,TDC,"San Diego, CA",Technology,Software - Infrastructure
Parker-Hannifin Corp.,0.097,PH,"Cleveland, Ohio",Industrials,Industrial Machinery & Supplies & Components
Edwards Lifesciences Corp.,0.096,EW,"Irvine, California",Health Care,Health Care Equipment
Entergy Corp.,0.094,ETR,"New Orleans, Louisiana",Utilities,Electric Utilities
Nucor Corp.,0.094,NUE,"Charlotte, North Carolina",Materials,Steel
"Mattel, Inc.",0.094,MAT,"El Segundo, CA",Consumer Cyclical,Leisure
Southwestern Energy Co.,0.093,SWN,"Spring, TX",Energy,Oil & Gas Exploration & Production
Cooper Industries PLC,0.093,CBE,"Dublin, Ireland",Industrials,Electrical Components & Equipment
Northeast Utilities,0.093,NU,"São Paulo, SP",Financial Services,Banks - Regional
"Ameriprise Financial, Inc.",0.093,AMP,"Minneapolis, Minnesota",Financials,Asset Management & Custody Banks
"NetApp, Inc.",0.092,NTAP,"San Jose, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"Zimmer Holdings, Inc.",0.092,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
"Limited Brands, Inc.",0.091,LB,"Houston, TX",Energy,Oil & Gas Equipment & Services
"Analog Devices, Inc.",0.091,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
The Progressive Corp.,0.09,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
Fastenal Co.,0.09,FAST,"Winona, Minnesota",Industrials,Trading Companies & Distributors
"Host Hotels & Resorts, Inc.",0.09,HST,"Bethesda, Maryland",Real Estate,Hotel & Resort REITs
M & T Bank Corp.,0.089,MTB,"Buffalo, New York",Financials,Regional Banks
"Humana, Inc.",0.088,HUM,"Louisville, Kentucky",Health Care,Managed Health Care
"Starwood Hotels & Resorts Worldwide, Inc.",0.087,HOT,"Stamford, CT",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"ConAgra Foods, Inc.",0.087,CAG,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
Range Resources Corp.,0.087,RRC,"Fort Worth, TX",Energy,Oil & Gas E&P
Cerner Corp.,0.087,CERN,"North Kansas City, MO",Health Care,Health Care Technology
"Dollar Tree, Inc.",0.086,DLTR,"Chesapeake, Virginia",Consumer Staples,Consumer Staples Merchandise Retail
Kohl’s Corp.,0.086,KSS,"Menomonee Falls, WI",Consumer Cyclical,Department Stores
"Invesco, Ltd.",0.086,IVZ,"Atlanta, Georgia",Financials,Asset Management & Custody Banks
The Western Union Co.,0.086,WU,"Denver, CO",Financial Services,Credit Services
"Red Hat, Inc.",0.085,RHT,"Raleigh, NC",Information Technology,Systems Software
"FMC Technologies, Inc.",0.085,FMC,"Philadelphia, PA",Basic Materials,Agricultural Inputs
"Watson Pharmaceuticals, Inc.",0.084,WPI,"Parsippany, NJ",Health Care,Pharmaceuticals
Seagate Technology PLC,0.084,STX,"Dublin, Ireland",Information Technology,"Technology Hardware, Storage & Peripherals"
Altera Corp.,0.084,ALTR,"San Jose, CA",Information Technology,Semiconductors
Dover Corp.,0.084,DOV,"Downers Grove, Illinois",Industrials,Industrial Machinery & Supplies & Components
"Roper Industries, Inc.",0.083,ROP,"Sarasota, Florida",Information Technology,Electronic Equipment & Instruments
"Paychex, Inc.",0.083,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
"The Gap, Inc.",0.083,GAP,"San Francisco, CA",Consumer Cyclical,Apparel Retail
The Hershey Co.,0.083,HSY,"Hershey, Pennsylvania",Consumer Staples,Packaged Foods & Meats
SanDisk Corp.,0.081,SNDK,"Milpitas, California",Information Technology,"Technology Hardware, Storage & Peripherals"
DTE Energy Co.,0.08,DTE,"Detroit, Michigan",Utilities,Multi-Utilities
Perrigo Co.,0.079,PRGO,"Dublin, Ireland",Healthcare,Drug Manufacturers - Specialty & Generic
Murphy Oil Corp.,0.079,MUR,"Houston, TX",Energy,Oil & Gas E&P
Northern Trust Corp.,0.079,NTRS,"Chicago, Illinois",Financials,Asset Management & Custody Banks
"Quest Diagnostics, Inc.",0.078,DGX,"Secaucus, New Jersey",Health Care,Health Care Services
Regions Financial Corp.,0.078,RF,"Birmingham, Alabama",Financials,Regional Banks
"Fiserv, Inc.",0.078,FI,"Milwaukee, WI",Financials,Transaction & Payment Processing Services
"Chipotle Mexican Grill, Inc.",0.077,CMG,"Newport Beach, California",Consumer Discretionary,Restaurants
Brown-Forman Corp. (Class B),0.077,BF.B,"Louisville, Kentucky",Consumer Staples,Distillers & Vintners
"Marriott International, Inc. (Class A)",0.076,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Chesapeake Energy Corp.,0.076,CHKAQ,"Oklahoma City, OK",Energy,Oil & Gas Exploration & Production
"O’Reilly Automotive, Inc.",0.076,ORLY,"Springfield, Missouri",Consumer Discretionary,Automotive Retail
"Oneok, Inc.",0.076,OKE,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
"Mylan, Inc.",0.076,MYL,"Canonsburg, PA",Health Care,Pharmaceuticals
Xerox Corp.,0.076,XRX,"Norwalk, CT",Industrials,Business Equipment & Supplies
