Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
Walt Disney Co.,0.358,DIS,"Burbank, California",Communication Services,Movies & Entertainment
"Intuitive Surgical, Inc. ",0.358,ISRG,"Sunnyvale, California",Health Care,Health Care Equipment
"NextEra Energy, Inc.",0.357,NEE,"Juno Beach, Florida",Utilities,Multi-Utilities
"Intuit, Inc.",0.357,INTU,"Mountain View, California",Information Technology,Application Software
"Amgen, Inc.",0.356,AMGN,"Thousand Oaks, California",Health Care,Biotechnology
"Applied Materials, Inc.",0.344,AMAT,"Santa Clara, California",Information Technology,Semiconductor Materials & Equipment
"S&P Global, Inc.",0.34,SPGI,"New York City, New York",Financials,Financial Exchanges & Data
"Pfizer, Inc.",0.337,PFE,"New York City, New York",Health Care,Pharmaceuticals
Comcast Corp. Class A,0.332,CMCSA,"Philadelphia, Pennsylvania",Communication Services,Cable & Satellite
RTX Corp.,0.331,RTX,"Waltham, Massachusetts",Industrials,Aerospace & Defense
"Uber Technologies, Inc. ",0.324,UBER,"San Francisco, California",Industrials,Passenger Ground Transportation
"AT&T, Inc.",0.324,T,"Dallas, Texas",Communication Services,Integrated Telecommunication Services
"Goldman Sachs Group, Inc.",0.321,GS,"New York City, New York",Financials,Investment Banking & Brokerage
"Lowe's Cos., Inc.",0.317,LOW,"Mooresville, North Carolina",Consumer Discretionary,Home Improvement Retail
American Express Co.,0.313,AXP,"New York City, New York",Financials,Consumer Finance
Union Pacific Corp.,0.308,UNP,"Omaha, Nebraska",Industrials,Rail Transportation
Progressive Corp.,0.305,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
"Booking Holdings, Inc.",0.29,BKNG,"Norwalk, Connecticut",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Honeywell International, Inc.",0.277,HON,"Charlotte, North Carolina",Industrials,Industrial Conglomerates
"TJX Cos., Inc.",0.273,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
"BlackRock, Inc.",0.272,BLK,"New York City, New York",Financials,Asset Management & Custody Banks
Eaton Corp. PLC,0.271,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
Morgan Stanley,0.267,MS,"New York City, New York",Financials,Investment Banking & Brokerage
Lockheed Martin Corp.,0.255,LMT,"Bethesda, Maryland",Industrials,Aerospace & Defense
Stryker Corp.,0.254,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
Boston Scientific Corp. ,0.254,BSX,"Marlborough, Massachusetts",Health Care,Health Care Equipment
ConocoPhillips,0.251,COP,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Elevance Health, Inc.",0.248,ELV,"Indianapolis, Indiana",Health Care,Managed Health Care
"Vertex Pharmaceuticals, Inc. ",0.247,VRTX,"Boston, Massachusetts",Health Care,Biotechnology
"Citigroup, Inc.",0.245,C,"New York City, New York",Financials,Diversified Banks
"Prologis, Inc. REIT",0.24,PLD,"San Francisco, California",Real Estate,Industrial REITs
Medtronic PLC,0.237,MDT,"Dublin, Ireland",Health Care,Health Care Equipment
"Micron Technology, Inc.",0.236,MU,"Boise, Idaho",Information Technology,Semiconductors
"Analog Devices, Inc.",0.235,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
"Automatic Data Processing, Inc.",0.232,ADP,"Roseland, New Jersey",Industrials,Human Resource & Employment Services
"Regeneron Pharmaceuticals, Inc. ",0.229,REGN,"Tarrytown, New York",Health Care,Biotechnology
"Palo Alto Networks, Inc. ",0.227,PANW,"Santa Clara, California",Information Technology,Systems Software
Starbucks Corp.,0.227,SBUX,"Seattle, Washington",Consumer Discretionary,Restaurants
"Blackstone, Inc.",0.227,BX,"New York City, New York",Financials,Asset Management & Custody Banks
"Marsh & McLennan Cos., Inc.",0.225,MMC,"New York, NY",Financial Services,Insurance Brokers
American Tower Corp. REIT,0.223,AMT,"Boston, Massachusetts",Real Estate,Telecom Tower REITs
Chubb Ltd.,0.223,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
Deere & Co.,0.22,DE,"Moline, Illinois",Industrials,Agricultural & Farm Machinery
Lam Research Corp.,0.219,LRCX,"Fremont, California",Information Technology,Semiconductor Materials & Equipment
"NIKE, Inc. Class B",0.218,NKE,"Washington County, Oregon",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Bristol-Myers Squibb Co.,0.216,BMY,"New York City, New York",Health Care,Pharmaceuticals
"Gilead Sciences, Inc.",0.214,GILD,"Foster City, California",Health Care,Biotechnology
KLA Corp.,0.214,KLAC,"Milpitas, California",Information Technology,Semiconductor Materials & Equipment
"Fiserv, Inc. ",0.212,FI,"Milwaukee, WI",Financials,Transaction & Payment Processing Services
"T-Mobile U.S., Inc.",0.208,TMUS,"Bellevue, Washington",Communication Services,Wireless Telecommunication Services
Intel Corp.,0.206,INTC,"Santa Clara, California",Information Technology,Semiconductors
"United Parcel Service, Inc. Class B",0.205,UPS,"Sandy Springs, Georgia",Industrials,Air Freight & Logistics
"Arista Networks, Inc. ",0.203,ANET,"Santa Clara, California",Information Technology,Communications Equipment
Southern Co.,0.203,SO,"Atlanta, Georgia",Utilities,Electric Utilities
"Mondelez International, Inc. Class A",0.202,MDLZ,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
Cigna Group,0.199,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
Charles Schwab Corp.,0.199,SCHW,"Westlake, Texas",Financials,Investment Banking & Brokerage
"Intercontinental Exchange, Inc. ",0.189,ICE,"Atlanta, Georgia",Financials,Financial Exchanges & Data
Duke Energy Corp.,0.183,DUK,"Charlotte, North Carolina",Utilities,Electric Utilities
Boeing Co. ,0.183,BA,"Arlington, Virginia",Industrials,Aerospace & Defense
Sherwin-Williams Co.,0.182,SHW,"Cleveland, Ohio",Materials,Specialty Chemicals
"Zoetis, Inc.",0.182,ZTS,"Parsippany, New Jersey",Health Care,Pharmaceuticals
"KKR & Co., Inc.",0.181,KKR,"New York City, New York",Financials,Asset Management & Custody Banks
Trane Technologies PLC,0.18,TT,"Dublin, Ireland",Industrials,Building Products
"Altria Group, Inc.",0.179,MO,"Richmond, Virginia",Consumer Staples,Tobacco
Colgate-Palmolive Co.,0.174,CL,"New York City, New York",Consumer Staples,Household Products
"Equinix, Inc. REIT",0.173,EQIX,"Redwood City, California",Real Estate,Data Center REITs
Constellation Energy Corp.,0.167,CEG,"Baltimore, Maryland",Utilities,Electric Utilities
Parker-Hannifin Corp.,0.167,PH,"Cleveland, Ohio",Industrials,Industrial Machinery & Supplies & Components
"TransDigm Group, Inc.",0.164,TDG,"Cleveland, Ohio",Industrials,Aerospace & Defense
"PayPal Holdings, Inc. ",0.164,PYPL,"San Jose, California",Financials,Transaction & Payment Processing Services
"CME Group, Inc.",0.163,CME,"Chicago, Illinois",Financials,Financial Exchanges & Data
CVS Health Corp.,0.163,CVS,"Woonsocket, Rhode Island",Health Care,Health Care Services
"Chipotle Mexican Grill, Inc. ",0.162,CMG,"Newport Beach, California",Consumer Discretionary,Restaurants
Amphenol Corp. Class A,0.161,APH,"Wallingford, Connecticut",Information Technology,Electronic Components
General Dynamics Corp.,0.16,GD,"Reston, Virginia",Industrials,Aerospace & Defense
"Synopsys, Inc. ",0.159,SNPS,"Sunnyvale, California",Information Technology,Application Software
"Waste Management, Inc.",0.156,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
"HCA Healthcare, Inc.",0.155,HCA,"Nashville, Tennessee",Health Care,Health Care Facilities
Aon PLC Class A,0.154,AON,"London, United Kingdom",Financials,Insurance Brokers
3M Co.,0.154,MMM,"Saint Paul, Minnesota",Industrials,Industrial Conglomerates
"Motorola Solutions, Inc.",0.154,MSI,"Chicago, Illinois",Information Technology,Communications Equipment
"Palantir Technologies, Inc. Class A ",0.154,PLTR,"Denver, Colorado",Information Technology,Application Software
Moody's Corp.,0.153,MCO,"New York City, New York",Financials,Financial Exchanges & Data
"Cadence Design Systems, Inc. ",0.152,CDNS,"San Jose, California",Information Technology,Application Software
"Welltower, Inc. REIT",0.152,WELL,"Toledo, Ohio",Real Estate,Health Care REITs
"PNC Financial Services Group, Inc.",0.151,PNC,"Pittsburgh, Pennsylvania",Financials,Diversified Banks
Northrop Grumman Corp.,0.149,NOC,"West Falls Church, Virginia[3]",Industrials,Aerospace & Defense
Target Corp.,0.148,TGT,"Minneapolis, Minnesota",Consumer Staples,Consumer Staples Merchandise Retail
"Freeport-McMoRan, Inc.",0.147,FCX,"Phoenix, Arizona",Materials,Copper
U.S. Bancorp,0.147,USB,"Minneapolis, Minnesota",Financials,Diversified Banks
"Illinois Tool Works, Inc.",0.145,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
Cintas Corp.,0.145,CTAS,"Mason, Ohio",Industrials,Diversified Support Services
"GE Vernova, Inc. ",0.144,GEV,"Cambridge, Massachusetts",Industrials,Heavy Electrical Equipment
"EOG Resources, Inc.",0.144,EOG,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Becton Dickinson & Co.,0.143,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
Carrier Global Corp.,0.139,CARR,"Palm Beach Gardens, Florida",Industrials,Building Products
CSX Corp.,0.138,CSX,"Jacksonville, Florida",Industrials,Rail Transportation
"O'Reilly Automotive, Inc. ",0.137,ORLY,"Springfield, Missouri",Consumer Discretionary,Automotive Retail
"Air Products & Chemicals, Inc.",0.136,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
"Crowdstrike Holdings, Inc. Class A ",0.133,CRWD,"Austin, Texas",Information Technology,Systems Software
"Ecolab, Inc.",0.133,ECL,"Saint Paul, Minnesota",Materials,Specialty Chemicals
McKesson Corp.,0.132,MCK,"Irving, Texas",Health Care,Health Care Distributors
Emerson Electric Co.,0.129,EMR,"Ferguson, Missouri",Industrials,Electrical Components & Equipment
FedEx Corp.,0.127,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
Arthur J Gallagher & Co.,0.127,AJG,"Rolling Meadows, Illinois",Financials,Insurance Brokers
Newmont Corp.,0.126,NEM,"Denver, Colorado",Materials,Gold
NXP Semiconductors NV,0.126,NXPI,"Eindhoven, Netherlands",Information Technology,Semiconductors
"Roper Technologies, Inc.",0.123,ROP,"Sarasota, Florida",Information Technology,Electronic Equipment & Instruments
Schlumberger NV,0.122,SLB,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Autodesk, Inc. ",0.122,ADSK,"San Francisco, California",Information Technology,Application Software
"Marriott International, Inc. Class A",0.119,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Public Storage REIT,0.118,PSA,"Glendale, California",Real Estate,Self-Storage REITs
Truist Financial Corp.,0.118,TFC,"Charlotte, North Carolina",Financials,Diversified Banks
Capital One Financial Corp.,0.117,COF,"Tysons Corner, Virginia",Financials,Consumer Finance
"Hilton Worldwide Holdings, Inc.",0.117,HLT,"Tysons Corner, Virginia",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Aflac, Inc.",0.116,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
Norfolk Southern Corp.,0.115,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
"DR Horton, Inc.",0.115,DHI,"Arlington, Texas",Consumer Discretionary,Homebuilding
"Airbnb, Inc. Class A ",0.115,ABNB,"San Francisco, California",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Williams Cos., Inc.",0.114,WMB,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
Realty Income Corp. REIT,0.113,O,"San Diego, California",Real Estate,Retail REITs
Phillips 66 Co.,0.113,PSX,"Houston, Texas",Energy,Oil & Gas Refining & Marketing
"American Electric Power Co., Inc.",0.112,AEP,"Columbus, Ohio",Utilities,Electric Utilities
Marathon Petroleum Corp.,0.112,MPC,"Findlay, Ohio",Energy,Oil & Gas Refining & Marketing
"United Rentals, Inc.",0.111,URI,"Stamford, Connecticut",Industrials,Trading Companies & Distributors
"AutoZone, Inc. ",0.111,AZO,"Memphis, Tennessee",Consumer Discretionary,Automotive Retail
"Travelers Cos., Inc.",0.11,TRV,"New York City, New York",Financials,Property & Casualty Insurance
"ONEOK, Inc.",0.109,OKE,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
Bank of New York Mellon Corp.,0.109,BK,"New York City, New York",Financials,Asset Management & Custody Banks
Sempra,0.109,SRE,"San Diego, California",Utilities,Multi-Utilities
Johnson Controls International PLC,0.107,JCI,"Cork, Ireland",Industrials,Building Products
"Simon Property Group, Inc. REIT",0.106,SPG,"Indianapolis, Indiana",Real Estate,Retail REITs
"PACCAR, Inc.",0.106,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
"Crown Castle, Inc. REIT",0.106,CCI,"Houston, Texas",Real Estate,Telecom Tower REITs
General Motors Co.,0.104,GM,"Detroit, Michigan",Consumer Discretionary,Automobile Manufacturers
"Ross Stores, Inc.",0.103,ROST,"Dublin, California",Consumer Discretionary,Apparel Retail
Allstate Corp.,0.103,ALL,"Northbrook, Illinois",Financials,Property & Casualty Insurance
"Digital Realty Trust, Inc. REIT",0.102,DLR,"Austin, Texas",Real Estate,Data Center REITs
"Fortinet, Inc. ",0.101,FTNT,"Sunnyvale, California",Information Technology,Systems Software
"MetLife, Inc.",0.1,MET,"New York City, New York",Financials,Life & Health Insurance
"Dominion Energy, Inc.",0.1,D,"Richmond, Virginia",Utilities,Multi-Utilities
Kimberly-Clark Corp.,0.098,KMB,"Irving, Texas",Consumer Staples,Household Products
Fair Isaac Corp. ,0.098,FICO,"Bozeman, Montana",Information Technology,Application Software
"American International Group, Inc.",0.097,AIG,"New York City, New York",Financials,Multi-line Insurance
"WW Grainger, Inc.",0.095,GWW,"Lake Forest, Illinois",Industrials,Industrial Machinery & Supplies & Components
"Ameriprise Financial, Inc.",0.095,AMP,"Minneapolis, Minnesota",Financials,Asset Management & Custody Banks
TE Connectivity PLC,0.094,TEL,"Galway, Ireland",Information Technology,Electronic Manufacturing Services
"Copart, Inc. ",0.094,CPRT,"Dallas, Texas",Industrials,Diversified Support Services
"MSCI, Inc.",0.094,MSCI,"New York City, New York",Financials,Financial Exchanges & Data
"Fidelity National Information Services, Inc.",0.094,FIS,"Jacksonville, Florida",Financials,Transaction & Payment Processing Services
Lennar Corp. Class A,0.093,LEN,"Miami, Florida",Consumer Discretionary,Homebuilding
"L3Harris Technologies, Inc.",0.093,LHX,"Melbourne, Florida",Industrials,Aerospace & Defense
"Monolithic Power Systems, Inc.",0.093,MPWR,"Kirkland, Washington",Information Technology,Semiconductors
"Public Service Enterprise Group, Inc.",0.091,PEG,"Newark, New Jersey",Utilities,Electric Utilities
"Cummins, Inc.",0.091,CMI,"Columbus, Indiana",Industrials,Construction Machinery & Heavy Transportation Equipment
"Kenvue, Inc.",0.091,KVUE,"Skillman, New Jersey",Consumer Staples,Personal Care Products
"Quanta Services, Inc.",0.09,PWR,"Houston, Texas",Industrials,Construction & Engineering
"Agilent Technologies, Inc.",0.089,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
Valero Energy Corp.,0.089,VLO,"San Antonio, Texas",Energy,Oil & Gas Refining & Marketing
"Prudential Financial, Inc.",0.089,PRU,"Newark, New Jersey",Financials,Life & Health Insurance
"Microchip Technology, Inc.",0.088,MCHP,"Chandler, Arizona",Information Technology,Semiconductors
"Paychex, Inc.",0.088,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
"GE HealthCare Technologies, Inc.",0.088,GEHC,"Chicago, Illinois",Health Care,Health Care Equipment
"Kinder Morgan, Inc.",0.088,KMI,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
PG&E Corp.,0.087,PCG,"Oakland, California",Utilities,Multi-Utilities
Royal Caribbean Cruises Ltd.,0.086,RCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Arch Capital Group Ltd. ,0.086,ACGL,"Hamilton, Bermuda",Financials,Property & Casualty Insurance
Otis Worldwide Corp.,0.086,OTIS,"Farmington, Connecticut",Industrials,Industrial Machinery & Supplies & Components
"IDEXX Laboratories, Inc. ",0.085,IDXX,"Westbrook, Maine",Health Care,Health Care Equipment
Ford Motor Co.,0.085,F,"Dearborn, Michigan",Consumer Discretionary,Automobile Manufacturers
"General Mills, Inc.",0.084,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
"IQVIA Holdings, Inc. ",0.084,IQV,"Durham, North Carolina",Health Care,Life Sciences Tools & Services
"Republic Services, Inc.",0.084,RSG,"Phoenix, Arizona",Industrials,Environmental & Facilities Services
"Howmet Aerospace, Inc.",0.084,HWM,"Pittsburgh, Pennsylvania",Industrials,Aerospace & Defense
Fastenal Co.,0.084,FAST,"Winona, Minnesota",Industrials,Trading Companies & Distributors
Vistra Corp.,0.084,VST,"Irving, Texas",Utilities,Electric Utilities
"Corteva, Inc.",0.084,CTVA,"Indianapolis, Indiana",Materials,Fertilizers & Agricultural Chemicals
Exelon Corp.,0.083,EXC,"Chicago, Illinois",Utilities,Electric Utilities
"Constellation Brands, Inc. Class A",0.083,STZ,"Rochester, New York",Consumer Staples,Distillers & Vintners
"AMETEK, Inc.",0.082,AME,"Berwyn, Pennsylvania",Industrials,Electrical Components & Equipment
Edwards Lifesciences Corp. ,0.082,EW,"Irvine, California",Health Care,Health Care Equipment
"Keurig Dr. Pepper, Inc.",0.081,KDP,"Burlington, Massachusetts",Consumer Staples,Soft Drinks & Non-alcoholic Beverages
"Ingersoll Rand, Inc.",0.081,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
Centene Corp. ,0.081,CNC,"St. Louis, Missouri",Health Care,Managed Health Care
"Yum! Brands, Inc.",0.081,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"Cencora, Inc.",0.081,COR,"Conshohocken, Pennsylvania",Health Care,Health Care Distributors
"Gartner, Inc. ",0.08,IT,"Stamford, Connecticut",Information Technology,IT Consulting & Other Services
Sysco Corp.,0.079,SYY,"Houston, Texas",Consumer Staples,Food Distributors
"Dow, Inc.",0.079,DOW,"Midland, Michigan",Materials,Commodity Chemicals
Cognizant Technology Solutions Corp. Class A,0.079,CTSH,"Teaneck, New Jersey",Information Technology,IT Consulting & Other Services
"Extra Space Storage, Inc. REIT",0.078,EXR,"Salt Lake City, Utah",Real Estate,Self-Storage REITs
"Verisk Analytics, Inc.",0.078,VRSK,"Jersey City, New Jersey",Industrials,Research & Consulting Services
"Humana, Inc.",0.078,HUM,"Louisville, Kentucky",Health Care,Managed Health Care
Kroger Co.,0.078,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
Hess Corp.,0.077,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
"CBRE Group, Inc. Class A ",0.077,CBRE,"Dallas, Texas",Real Estate,Real Estate Services
"Old Dominion Freight Line, Inc.",0.077,ODFL,"Thomasville, North Carolina",Industrials,Cargo Ground Transportation
"DuPont de Nemours, Inc.",0.076,DD,"Wilmington, Delaware",Materials,Specialty Chemicals
Monster Beverage Corp. ,0.076,MNST,"Corona, California",Consumer Staples,Soft Drinks & Non-alcoholic Beverages
"Xcel Energy, Inc.",0.075,XEL,"Minneapolis, Minnesota",Utilities,Multi-Utilities
"Equifax, Inc.",0.075,EFX,"Atlanta, Georgia",Industrials,Research & Consulting Services
"Consolidated Edison, Inc.",0.074,ED,"New York City, New York",Utilities,Multi-Utilities
Baker Hughes Co.,0.074,BKR,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"ResMed, Inc.",0.074,RMD,"San Diego, California",Health Care,Health Care Equipment
Nucor Corp.,0.073,NUE,"Charlotte, North Carolina",Materials,Steel
Discover Financial Services,0.072,DFS,"Riverwoods, IL",Financials,Consumer Finance
"HP, Inc.",0.072,HPQ,"Palo Alto, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"VICI Properties, Inc. REIT",0.072,VICI,"New York City, New York",Real Estate,Hotel & Resort REITs
"Iron Mountain, Inc. REIT",0.072,IRM,"Portsmouth, New Hampshire",Real Estate,Other Specialized REITs
"Corning, Inc.",0.071,GLW,"Corning, New York",Information Technology,Electronic Components
Occidental Petroleum Corp.,0.071,OXY,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Electronic Arts, Inc.",0.071,EA,"Redwood City, California",Communication Services,Interactive Home Entertainment
"Hartford Financial Services Group, Inc.",0.071,HIG,"Hartford, Connecticut",Financials,Property & Casualty Insurance
"Dell Technologies, Inc. Class C",0.07,DELL,"Round Rock, Texas",Information Technology,"Technology Hardware, Storage & Peripherals"
Edison International,0.069,EIX,"Rosemead, California",Utilities,Electric Utilities
Vulcan Materials Co.,0.068,VMC,"Birmingham, Alabama",Materials,Construction Materials
"Martin Marietta Materials, Inc.",0.068,MLM,"Raleigh, North Carolina",Materials,Construction Materials
"Xylem, Inc.",0.067,XYL,"White Plains, New York",Industrials,Industrial Machinery & Supplies & Components
"Delta Air Lines, Inc.",0.067,DAL,"Atlanta, Georgia",Industrials,Passenger Airlines
Targa Resources Corp.,0.067,TRGP,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
"Diamondback Energy, Inc.",0.066,FANG,"Midland, Texas",Energy,Oil & Gas Exploration & Production
"AvalonBay Communities, Inc. REIT",0.066,AVB,"Arlington, Virginia",Real Estate,Multi-Family Residential REITs
Westinghouse Air Brake Technologies Corp.,0.065,WAB,"Pittsburgh, Pennsylvania",Industrials,Construction Machinery & Heavy Transportation Equipment
"eBay, Inc.",0.065,EBAY,"San Jose, California",Consumer Discretionary,Broadline Retail
"Mettler-Toledo International, Inc. ",0.065,MTD,"Columbus, Ohio",Health Care,Life Sciences Tools & Services
"Charter Communications, Inc. Class A ",0.065,CHTR,"Stamford, Connecticut",Communication Services,Cable & Satellite
Tractor Supply Co.,0.064,TSCO,"Brentwood, Tennessee",Consumer Discretionary,Other Specialty Retail
"Lululemon Athletica, Inc. ",0.064,LULU,"Vancouver, Canada",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
ON Semiconductor Corp. ,0.064,ON,"Phoenix, Arizona",Information Technology,Semiconductors
Kraft Heinz Co.,0.064,KHC,"Chicago, Illinois; Pittsburgh, Pennsylvania",Consumer Staples,Packaged Foods & Meats
"CoStar Group, Inc. ",0.064,CSGP,"Washington, D.C.",Real Estate,Real Estate Services
"PPG Industries, Inc.",0.063,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
"Rockwell Automation, Inc.",0.063,ROK,"Milwaukee, Wisconsin",Industrials,Electrical Components & Equipment
"WEC Energy Group, Inc.",0.062,WEC,"Milwaukee, Wisconsin",Utilities,Electric Utilities
CDW Corp.,0.062,CDW,"Vernon Hills, Illinois",Information Technology,Technology Distributors
"Nasdaq, Inc.",0.062,NDAQ,"New York City, New York",Financials,Financial Exchanges & Data
"NVR, Inc. ",0.062,NVR,"Reston, Virginia",Consumer Discretionary,Homebuilding
Willis Towers Watson PLC,0.061,WTW,"London, United Kingdom",Financials,Insurance Brokers
"PulteGroup, Inc.",0.061,PHM,"Atlanta, Georgia",Consumer Discretionary,Homebuilding
