Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
"Goldman Sachs Group, Inc",0.433,GS,"New York City, New York",Financials,Investment Banking & Brokerage
Freddie Mac,0.432,FMCC,"McLean, VA",Financial Services,Mortgage Finance
Boeing Co,0.418,BA,"Arlington, Virginia",Industrials,Aerospace & Defense
Du Pont (EI) de Nemours,0.413,DD,"Wilmington, Delaware",Materials,Specialty Chemicals
Lowe's Companies Inc,0.41,LOW,"Mooresville, North Carolina",Consumer Discretionary,Home Improvement Retail
Dow Chemical Co,0.407,DOW,"Midland, Michigan",Materials,Commodity Chemicals
"Motorola, Inc",0.406,MSI,"Chicago, Illinois",Information Technology,Communications Equipment
Gillette Co,0.403,G,"Hamilton, Bermuda",Technology,Information Technology Services
Target Corp,0.393,TGT,"Minneapolis, Minnesota",Consumer Staples,Consumer Staples Merchandise Retail
"AT&T Wireless Services, Inc ",0.389,AWE,"Redmond, WA",Communication Services,Wireless Telecommunication Services
Anheuser-Busch Companies Inc,0.386,BUD,"Leuven, Belgium",Consumer Defensive,Beverages - Brewers
Schlumberger Ltd,0.381,SLB,"Houston, Texas",Energy,Oil & Gas Equipment & Services
First Data Corp,0.359,FDC,"Atlanta, GA",Information Technology,Data Processing & Outsourced Services
Walgreen Co,0.354,WBA,"Deerfield, IL",Consumer Staples,Drug Retail
"Texas Instruments, Inc",0.354,TXN,"Dallas, Texas",Information Technology,Semiconductors
McDonald's Corp,0.341,MCD,"Chicago, Illinois",Consumer Discretionary,Restaurants
"Washington Mutual, Inc",0.326,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
Boston Scientific Corp ,0.322,BSX,"Marlborough, Massachusetts",Health Care,Health Care Equipment
Allstate Corp,0.32,ALL,"Northbrook, Illinois",Financials,Property & Casualty Insurance
MBNA Corp,0.309,KRB,"Charlotte, NC",Financials,Regional Banks
Kimberly-Clark Corp,0.307,KMB,"Irving, Texas",Consumer Staples,Household Products
"Honeywell International, Inc",0.298,HON,"Charlotte, North Carolina",Industrials,Industrial Conglomerates
Carnival Corp,0.287,CCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Alcoa, Inc",0.282,AA,"Pittsburgh, PA",Basic Materials,Aluminum
Sprint Corp,0.281,S,"Mountain View, CA",Technology,Software - Infrastructure
"MetLife, Inc",0.281,MET,"New York City, New York",Financials,Life & Health Insurance
Schering-Plough Corp,0.271,SGP,"Kenilworth, NJ",Health Care,Pharmaceuticals
"Illinois Tool Works, Inc",0.271,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
EMC Corp ,0.269,EMC,"Hopkinton, MA",Information Technology,"Technology Hardware, Storage & Peripherals"
"Applied Materials, Inc ",0.268,AMAT,"Santa Clara, California",Information Technology,Semiconductor Materials & Equipment
Fifth Third Bancorp,0.268,FITB,"Cincinnati, Ohio",Financials,Regional Banks
"Caterpillar, Inc",0.264,CAT,"Irving, Texas",Industrials,Construction Machinery & Heavy Transportation Equipment
"Nextel Communications, Inc (Class A) ",0.254,NXTL,"Reston, VA",Communication Services,Wireless Telecommunication Services
Emerson Electric Co,0.251,EMR,"Ferguson, Missouri",Industrials,Electrical Components & Equipment
Ford Motor Co,0.247,F,"Dearborn, Michigan",Consumer Discretionary,Automobile Manufacturers
FedEx Corp,0.247,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
National City Corp,0.246,NCC,"Cleveland, OH",Financials,Regional Banks
"SunTrust Banks, Inc",0.243,STI,"Dallas, TX",Industrials,Electrical Equipment & Parts
Lockheed Martin Corp,0.24,LMT,"Bethesda, Maryland",Industrials,Aerospace & Defense
"Prudential Financial, Inc",0.235,PRU,"Newark, New Jersey",Financials,Life & Health Insurance
"Automatic Data Processing, Inc",0.232,ADP,"Roseland, New Jersey",Industrials,Human Resource & Employment Services
Colgate-Palmolive Co,0.232,CL,"New York City, New York",Consumer Staples,Household Products
General Motors Corp,0.231,GM,"Detroit, Michigan",Consumer Discretionary,Automobile Manufacturers
Exelon Corp,0.23,EXC,"Chicago, Illinois",Utilities,Electric Utilities
Marsh & McLennan Companies Inc,0.23,MMC,"New York, NY",Financial Services,Insurance Brokers
Cendant Corp,0.219,CD,"New York, NY",Financial Services,Capital Markets
"Bank of New York Co, Inc (The)",0.218,BK,"New York City, New York",Financials,Asset Management & Custody Banks
BB&T Corp,0.215,BBT,"Boston, MA",Financial Services,Banks - Regional
"Gannett Co, Inc",0.214,GCI,"McLean, VA",Communication Services,Publishing
St Paul Companies Inc (The),0.212,SPC,"St. Paul, MN",Financials,Property & Casualty Insurance
Countrywide Financial Corp,0.211,CFC,"Calabasas, CA",Financials,Thrifts & Mortgage Finance
"Lehman Brothers Holdings, Inc",0.211,LEH,"New York, NY",Financials,Investment Banking & Brokerage
Southern Co (The),0.211,SO,"Atlanta, Georgia",Utilities,Electric Utilities
Occidental Petroleum Corp,0.21,OXY,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Duke Energy Corp,0.207,DUK,"Charlotte, North Carolina",Utilities,Electric Utilities
"Dominion Resources, Inc",0.205,D,"Richmond, Virginia",Utilities,Multi-Utilities
"Nike, Inc (Class B)",0.201,NKE,"Washington County, Oregon",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
"Biogen Idec Inc, Com ",0.2,BIIB,"Cambridge, Massachusetts",Health Care,Biotechnology
"Avon Products, Inc",0.199,AVP,"London, UK",Consumer Staples,Personal Products
Guidant Corp,0.197,GDT,"Indianapolis, IN",Health Care,Health Care Equipment
General Dynamics Corp,0.196,GD,"Reston, Virginia",Industrials,Aerospace & Defense
"Aflac, Inc",0.192,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
Newmont Mining Corp (Holding Co),0.191,NEM,"Denver, Colorado",Materials,Gold
SLM Corp,0.188,SLM,"Newark, DE",Financial Services,Credit Services
International Paper Co,0.188,IP,"Memphis, Tennessee",Materials,Paper & Plastic Packaging Products & Materials
Baxter International Inc,0.187,BAX,"Deerfield, Illinois",Health Care,Health Care Equipment
"Zimmer Holdings, Inc ",0.185,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
Stryker Corp,0.185,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
Northrop Grumman Corp,0.185,NOC,"West Falls Church, Virginia[3]",Industrials,Aerospace & Defense
Sysco Corp,0.184,SYY,"Houston, Texas",Consumer Staples,Food Distributors
Costco Wholesale Corp,0.182,COST,"Issaquah, Washington",Consumer Staples,Consumer Staples Merchandise Retail
"Cardinal Health, Inc",0.181,CAH,"Dublin, Ohio",Health Care,Health Care Distributors
"HCA, Inc",0.178,HCA,"Nashville, Tennessee",Health Care,Health Care Facilities
Progressive Corp (The),0.178,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
"Clear Channel Communications, Inc",0.177,CCU,"Santiago, Chile",Consumer Defensive,Beverages - Brewers
"Hartford Financial Services Group, Inc (The)",0.174,HIG,"Hartford, Connecticut",Financials,Property & Casualty Insurance
Sara Lee Corp,0.174,SLE,"Santa Monica, CA",Communication Services,Internet Content & Information
Starbucks Corp ,0.174,SBUX,"Seattle, Washington",Consumer Discretionary,Restaurants
Capital One Financial Corp,0.171,COF,"Tysons Corner, Virginia",Financials,Consumer Finance
Kellogg Co,0.169,K,"Chicago, IL",Consumer Defensive,Packaged Foods
"Harley-Davidson, Inc",0.169,HOG,"Milwaukee, WI",Consumer Cyclical,Recreational Vehicles
"Best Buy Co, Inc",0.168,BBY,"Richfield, Minnesota",Consumer Discretionary,Computer & Electronics Retail
Symantec Corp ,0.165,SYMC,"Tempe, AZ",Information Technology,Systems Software
Devon Energy Corp,0.165,DVN,"Oklahoma City, Oklahoma",Energy,Oil & Gas Exploration & Production
Raytheon Co,0.165,RTN,"Waltham, MA",Industrials,Aerospace & Defense
Golden West Financial Corp,0.163,GDW,"Oakland, CA",Financials,Thrifts & Mortgage Finance
ALLTEL Corp,0.163,AT,"Little Rock, AR",Communication Services,Wireless Telecommunication Services
"Gap, Inc (The)",0.162,GAP,"San Francisco, CA",Consumer Cyclical,Apparel Retail
Anadarko Petroleum Corp,0.161,APC,"The Woodlands, TX",Energy,Oil & Gas Exploration & Production
"General Mills, Inc",0.16,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
"Forest Laboratories, Inc ",0.16,FRX,"Parsippany, NJ",Health Care,Pharmaceuticals
CVS Corp,0.159,CVS,"Woonsocket, Rhode Island",Health Care,Health Care Services
"Wellpoint Health Networks, Inc ",0.157,WLP,"Indianapolis, IN",Health Care,Managed Health Care
Kohl's Corp ,0.157,KSS,"Menomonee Falls, WI",Consumer Cyclical,Department Stores
"Burlington Resources, Inc",0.156,BR,"Lake Success, New York",Industrials,Data Processing & Outsourced Services
Apache Corp,0.156,APA,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Weyerhaeuser Co,0.154,WY,"Seattle, Washington",Real Estate,Timber REITs
"Gilead Sciences, Inc Com ",0.153,GILD,"Foster City, California",Health Care,Biotechnology
"Waste Management, Inc",0.152,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
Danaher Corp,0.152,DHR,"Washington, D.C.",Health Care,Life Sciences Tools & Services
Deere & Co,0.152,DE,"Moline, Illinois",Industrials,Agricultural & Farm Machinery
Corning Inc ,0.149,GLW,"Corning, New York",Information Technology,Electronic Components
"Aetna, Inc",0.148,AET,"Hartford, CT",Health Care,Managed Health Care
Regions Financial Corp,0.148,RF,"Birmingham, Alabama",Financials,Regional Banks
"Computer Associates International, Inc",0.147,CA,"Islandia, NY",Information Technology,Systems Software
"McGraw-Hill Cos, Inc (The)",0.147,SPGI,"New York City, New York",Financials,Financial Exchanges & Data
Union Pacific Corp,0.147,UNP,"Omaha, Nebraska",Industrials,Rail Transportation
Masco Corp,0.145,MAS,"Livonia, Michigan",Industrials,Building Products
PNC Financial Services Group,0.145,PNC,"Pittsburgh, Pennsylvania",Financials,Diversified Banks
"Apple Computer, Inc ",0.145,AAPL,"Cupertino, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"Caremark Rx, Inc ",0.144,CMX,"Northbrook, IL",Health Care,Health Care Care Products
Halliburton Co,0.143,HAL,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Staples, Inc",0.141,SPLS,"Framingham, MA",Consumer Discretionary,Specialty Stores
"Baker Hughes, Inc",0.14,BKR,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Analog Devices, Inc",0.14,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
TXU Corp,0.139,TXU,"Dallas, TX",Utilities,Electric Utilities
State Street Corp,0.139,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
Burlington Northern Santa Fe Corp,0.138,BNI,"Fort Worth, TX",Industrials,Railroads
Wrigley (Wm) Jr Co,0.137,WWY,"Chicago, IL",Consumer Staples,Food Retail
"Apollo Group, Inc (Class A) ",0.137,APOL,"Phoenix, AZ",Consumer Discretionary,Education Services
Marathon Oil Corp,0.135,MRO,"Houston, TX",Energy,Oil & Gas Exploration & Production
"Franklin Resources, Inc",0.134,BEN,"San Mateo, California",Financials,Asset Management & Custody Banks
"Praxair, Inc",0.134,PX,"Dallas, TX",Financial Services,Asset Management
SouthTrust Corp,0.134,SOTR,"Birmingham, AL",Financials,Regional Banks
"North Fork Bancorporation, Inc",0.134,NFB,"Melville, NY",Financials,Regional Banks
"Omnicom Group, Inc",0.132,OMC,"New York City, New York",Communication Services,Advertising
Entergy Corp,0.131,ETR,"New Orleans, Louisiana",Utilities,Electric Utilities
"Maxim Integrated Products, Inc",0.131,MXIM,"San Jose, CA",Information Technology,Semiconductors
"ConAgra Foods, Inc",0.131,CAG,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
Electronic Arts Inc ,0.13,EA,"Redwood City, California",Communication Services,Interactive Home Entertainment
FirstEnergy Corp,0.13,FE,"Akron, Ohio",Utilities,Electric Utilities
"Lucent Technologies, Inc ",0.129,LU,"Shanghai, China",Financial Services,Credit Services
"Sun Microsystems, Inc ",0.128,JAVA,"Santa Clara, CA",Information Technology,Systems Software
Chubb Corp,0.126,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"Becton, Dickinson and Company",0.126,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
Tribune Co,0.126,TRB,"Chicago, IL",Communication Services,Publishing
"St Jude Medical, Inc ",0.125,STJ,"St. Paul, MN",Health Care,Health Care Equipment
Keycorp,0.125,KEY,"Cleveland, Ohio",Financials,Regional Banks
Heinz (HJ) Co,0.123,HNZ,"Pittsburgh, PA",Consumer Staples,Packaged Foods & Meats
"American Electric Power Co, Inc",0.123,AEP,"Columbus, Ohio",Utilities,Electric Utilities
"FPL Group, Inc",0.122,FPL,"Juno Beach, FL",Utilities,Electric Utilities
Charles Schwab Corp (The),0.121,SCHW,"Westlake, Texas",Financials,Investment Banking & Brokerage
"Air Products & Chemicals, Inc",0.12,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
International Game Technology,0.119,IGT,"London, UK",Consumer Discretionary,Casinos & Gaming
Genzyme Corp ,0.118,GENZ,"Cambridge, MA",Health Care,Biotechnology
"PACCAR, Inc",0.118,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
PG&E Corp ,0.117,PCG,"Oakland, California",Utilities,Multi-Utilities
"Anthem, Inc ",0.117,ANTM,"Indianapolis, IN",Health Care,Managed Health Care
"Biomet, Inc",0.116,BMET,"Warsaw, IN",Health Care,Health Care Equipment
Xerox Corp ,0.114,XRX,"Norwalk, CT",Industrials,Business Equipment & Supplies
Ingersoll-Rand Co (Class A),0.113,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
"Yum Brands, Inc",0.113,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
Mellon Financial Corp,0.113,MEL,"Pittsburgh, PA",Financials,Asset Management & Custody Banks
"Marriott International, Inc",0.113,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Norfolk Southern Corp,0.112,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
Kroger Co ,0.112,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
"Adobe Systems, Inc",0.111,ADBE,"San Jose, California",Information Technology,Application Software
"Transocean Sedco Forex, Inc ",0.111,RIG,"Steinhausen, Switzerland",Energy,Oil & Gas Drilling
Hershey Foods Corp,0.11,HSY,"Hershey, Pennsylvania",Consumer Staples,Packaged Foods & Meats
"Paychex, Inc",0.11,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
AT&T Corp,0.11,T,"Dallas, Texas",Communication Services,Integrated Telecommunication Services
M&T Bank Corp,0.109,MTB,"Buffalo, New York",Financials,Regional Banks
Clorox Co,0.109,CLX,"Oakland, California",Consumer Staples,Household Products
Unocal Corp,0.109,UCL,"Tsim Sha Tsui, Hong Kong",Communication Services,Telecom Services
Principal Financial Group,0.108,PFG,"Des Moines, Iowa",Financials,Life & Health Insurance
Linear Technology Corp,0.108,LLTC,"Milpitas, CA",Information Technology,Semiconductors
Equity Office Properties Trust,0.107,EOP,"Chicago, IL",Real Estate,Office REITs
Archer-Daniels-Midland Co,0.106,ADM,"Chicago, Illinois",Consumer Staples,Agricultural Products & Services
"Bed Bath & Beyond, Inc ",0.106,BBBY,"Union, NJ",Consumer Discretionary,Specialty Stores
ACE Ltd,0.106,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"Simon Property Group, Inc",0.106,SPG,"Indianapolis, Indiana",Real Estate,Retail REITs
Moody's Corp,0.106,MCO,"New York City, New York",Financials,Financial Exchanges & Data
"TJX Cos, Inc (The)",0.105,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
Loews Corp,0.105,L,"New York City, New York",Financials,Multi-line Insurance
Campbell Soup Co,0.105,CPB,"Camden, New Jersey",Consumer Staples,Packaged Foods & Meats
"Lexmark International, Inc (Class A) ",0.104,LXK,"Lexington, KY",Information Technology,"Technology Hardware, Storage & Peripherals"
"Johnson Controls, Inc",0.104,JCI,"Cork, Ireland",Industrials,Building Products
"Fortune Brands, Inc",0.103,FBHS,"Deerfield, IL",Industrials,Building Products
Southwest Airlines Co,0.102,LUV,"Dallas, Texas",Industrials,Passenger Airlines
"PPG Industries, Inc",0.101,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
"Progress Energy, Inc",0.1,PGN,"Raleigh, NC",Utilities,Electric Utilities
"Limited, Inc (The)",0.1,LB,"Houston, TX",Energy,Oil & Gas Equipment & Services
"Pitney Bowes, Inc",0.1,PBI,"Stamford, CT",Industrials,Integrated Freight & Logistics
"Agilent Technologies, Inc ",0.099,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
"Comerica, Inc",0.099,CMA,"Dallas, TX",Financial Services,Banks - Regional
"Univision Communications, Inc (Class A) ",0.099,UVN,"New York, NY",Communication Services,Broadcasting
"Reynolds American, Inc",0.098,RAI,"Winston-Salem, NC",Consumer Staples,Tobacco
"JC Penney Co, Inc (Holding Co)",0.098,JCP,"Plano, TX",Consumer Discretionary,Department Stores
"Consolidated Edison, Inc",0.098,ED,"New York City, New York",Utilities,Multi-Utilities
Valero Energy Corp,0.098,VLO,"San Antonio, Texas",Energy,Oil & Gas Refining & Marketing
"Public Service Enterprise Group, Inc",0.097,PEG,"Newark, New Jersey",Utilities,Electric Utilities
XL Capital Ltd,0.097,XL,"Stamford, CT",Financials,Property & Casualty Insurance
Bear Stearns Inc,0.093,BSC,"New York, NY",Financials,Investment Banking & Brokerage
Rohm & Haas Co,0.093,ROH,"Philadelphia, PA",Materials,Specialty Chemicals
CIGNA Corp,0.092,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
Eaton Corp,0.092,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
Monsanto Co,0.091,MON,"St. Louis, MO",Materials,Fertilizers & Agricultural Chemicals
"Allergan, Inc",0.091,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
Electronic Data Systems Corp,0.091,EDS,"Plano, TX",Information Technology,IT Consulting & Other Services
"Starwood Hotels & Resorts Worldwide, Inc",0.09,HOT,"Stamford, CT",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Eastman Kodak Co,0.089,KODK,"Rochester, NY",Industrials,Specialty Business Services
"Xilinx, Inc",0.088,XLNX,"San Jose, CA",Information Technology,Semiconductors
Quest Diagnostics Inc,0.088,DGX,"Secaucus, New Jersey",Health Care,Health Care Services
Aon Corp,0.088,AON,"London, United Kingdom",Financials,Insurance Brokers
Georgia-Pacific Corp,0.088,GP,"Vancouver, BC",Industrials,Farm & Heavy Construction Machinery
Northern Trust Corp,0.087,NTRS,"Chicago, Illinois",Financials,Asset Management & Custody Banks
Ameren Corp,0.086,AEE,"St. Louis, Missouri",Utilities,Multi-Utilities
Marshall & Ilsley Corp,0.086,MI,"Sha Tin, Hong Kong",Consumer Cyclical,Internet Retail
Computer Sciences Corp ,0.086,CSC,"Falls Church, VA",Information Technology,IT Consulting & Other Services
"Textron, Inc",0.086,TXT,"Providence, Rhode Island",Industrials,Aerospace & Defense
"Albertson's, Inc",0.085,ACI,"Boise, ID",Consumer Defensive,Grocery Stores
Edison International,0.084,EIX,"Rosemead, California",Utilities,Electric Utilities
"Coca-Cola Enterprises, Inc",0.084,CCE,"Atlanta, GA",Consumer Staples,Soft Drinks
"Ambac Financial Group, Inc",0.084,ABK,"New York, NY",Financials,Multi-line Insurance
"Intuit, Inc ",0.084,INTU,"Mountain View, California",Information Technology,Application Software
AmSouth Bancorp,0.083,ASO,"Katy, TX",Consumer Cyclical,Specialty Retail
"Safeway, Inc ",0.083,SWY,"Pleasanton, CA",Consumer Staples,Food Retail
Phelps Dodge Corp,0.083,PD,"San Francisco, CA",Technology,Software - Application
Kerr-McGee Corp,0.082,KMG,"Oklahoma City, OK",Energy,Oil & Gas Exploration & Production
American Standard Companies Inc ,0.082,ASD,"Columbus, OH",Industrials,Building Products
"Sears, Roebuck & Co",0.082,S,"Mountain View, CA",Technology,Software - Infrastructure
Equity Residential Properties Trust,0.081,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
"Medco Health Solutions, Inc ",0.081,MHS,"Franklin Lakes, NJ",Health Care,Health Care Services
PPL Corp,0.081,PPL,"Allentown, Pennsylvania",Utilities,Electric Utilities
Chiron Corp ,0.081,CHIR,"Emeryville, CA",Health Care,Biotechnology
"MBIA, Inc",0.081,MBI,"Purchase, NY",Financial Services,Insurance - Specialty
Lincoln National Corp,0.081,LNC,"Radnor, PA",Financial Services,Insurance - Life
Broadcom Corp (Class A) ,0.08,BRCM,"Irvine, CA",Information Technology,Semiconductors
"Federated Department Stores, Inc",0.079,FD,"Cincinnati, OH",Consumer Discretionary,Department Stores
Sempra Energy,0.079,SRE,"San Diego, California",Utilities,Multi-Utilities
BJ Services Co ,0.079,BJS,"Houston, TX",Energy,Oil & Gas Equipment & Services
"Block (H&R), Inc",0.078,HRB,"Kansas City, MO",Consumer Cyclical,Personal Services
"Coach, Inc Com ",0.078,TPR,"New York City, New York",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
"Ecolab, Inc",0.078,ECL,"Saint Paul, Minnesota",Materials,Specialty Chemicals
"Network Appliance, Inc ",0.077,NTAP,"San Jose, California",Information Technology,"Technology Hardware, Storage & Peripherals"
Kla-Tencor Corp ,0.076,KLAC,"Milpitas, California",Information Technology,Semiconductor Materials & Equipment
Amerada Hess Corp,0.076,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
Dover Corp,0.075,DOV,"Downers Grove, Illinois",Industrials,Industrial Machinery & Supplies & Components
Synovus Financial Corp,0.075,SNV,"Columbus, GA",Financial Services,Banks - Regional
"Kinder Morgan, Inc",0.075,KMI,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
"EOG Resources, Inc",0.074,EOG,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Mattel, Inc",0.074,MAT,"El Segundo, CA",Consumer Cyclical,Leisure
VERITAS Software Corp ,0.074,VRTS,"Hartford, CT",Financial Services,Asset Management
"Pulte Homes, Inc",0.073,PHM,"Atlanta, Georgia",Consumer Discretionary,Homebuilding
Altera Corp ,0.072,ALTR,"San Jose, CA",Information Technology,Semiconductors
May Department Stores Co,0.072,MAY,"St. Louis, MO",Consumer Discretionary,Department Stores
McKesson Corp,0.071,MCK,"Irving, Texas",Health Care,Health Care Distributors
"ITT Industries, Inc",0.071,ITT,"Stamford, CT",Industrials,Specialty Industrial Machinery
Avery Dennison Corp,0.07,AVY,"Mentor, Ohio",Materials,Paper & Plastic Packaging Products & Materials
"Micron Technology, Inc ",0.07,MU,"Boise, Idaho",Information Technology,Semiconductors
"Rockwell Automation, Inc",0.07,ROK,"Milwaukee, Wisconsin",Industrials,Electrical Components & Equipment
Cintas Corp,0.07,CTAS,"Mason, Ohio",Industrials,Diversified Support Services
