Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
Morgan Stanley Dean Witter & Co,0.595,MS,"New York City, New York",Financials,Investment Banking & Brokerage
3M Co,0.588,MMM,"Saint Paul, Minnesota",Industrials,Industrial Conglomerates
"Merrill Lynch & Co, Inc",0.542,MER,"New York, NY",Financials,Investment Banking & Brokerage
Bristol-Myers Squibb Co,0.54,BMY,"New York City, New York",Health Care,Pharmaceuticals
US Bancorp,0.499,USB,"Minneapolis, Minnesota",Financials,Diversified Banks
BellSouth Corp,0.479,BLS,"Atlanta, GA",Communication Services,Integrated Telecommunication Services
Bank One Corp,0.475,ONE,"Chicago, IL",Financials,Regional Banks
Disney(Walt) Co (The),0.448,DIS,"Burbank, California",Communication Services,Movies & Entertainment
Tyco International Ltd,0.444,TYC,"Schaffhausen, Switzerland",Industrials,Industrial Conglomerates
Anheuser-Busch Companies Inc,0.443,BUD,"Leuven, Belgium",Consumer Defensive,Beverages - Brewers
Lowe's Companies Inc,0.438,LOW,"Mooresville, North Carolina",Consumer Discretionary,Home Improvement Retail
Du Pont (EI) de Nemours,0.432,DD,"Wilmington, Delaware",Materials,Specialty Chemicals
"Goldman Sachs Group, Inc",0.432,GS,"New York City, New York",Financials,Investment Banking & Brokerage
"Texas Instruments, Inc",0.43,TXN,"Dallas, Texas",Information Technology,Semiconductors
"Conoco Phillips, Inc",0.403,COP,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Washington Mutual, Inc",0.399,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
United Technologies Corp,0.393,UTX,"Farmington, CT",Industrials,Aerospace & Defense
Freddie Mac,0.392,FMCC,"McLean, VA",Financial Services,Mortgage Finance
ebay Inc ,0.37,EBAY,"San Jose, California",Consumer Discretionary,Broadline Retail
Target Corp,0.369,TGT,"Minneapolis, Minnesota",Consumer Staples,Consumer Staples Merchandise Retail
"QUALCOMM, Inc",0.357,QCOM,"San Diego, California",Information Technology,Semiconductors
Gillette Co,0.356,G,"Hamilton, Bermuda",Technology,Information Technology Services
Fifth Third Bancorp,0.347,FITB,"Cincinnati, Ohio",Financials,Regional Banks
FleetBoston Financial Corp,0.344,FBF,"Boston, MA",Financials,Regional Banks
Walgreen Co,0.341,WBA,"Deerfield, IL",Consumer Staples,Drug Retail
Colgate-Palmolive Co,0.327,CL,"New York City, New York",Consumer Staples,Household Products
McDonald's Corp,0.326,MCD,"Chicago, Illinois",Consumer Discretionary,Restaurants
First Data Corp,0.325,FDC,"Atlanta, GA",Information Technology,Data Processing & Outsourced Services
"UnitedHealth Group, Inc",0.325,UNH,"Eden Prairie, Minnesota",Health Care,Managed Health Care
"Applied Materials, Inc ",0.323,AMAT,"Santa Clara, California",Information Technology,Semiconductor Materials & Equipment
Dow Chemical Co,0.321,DOW,"Midland, Michigan",Materials,Commodity Chemicals
MBNA Corp,0.315,KRB,"Charlotte, NC",Financials,Regional Banks
Boeing Co,0.313,BA,"Arlington, Virginia",Industrials,Aerospace & Defense
Schlumberger Ltd,0.303,SLB,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Motorola, Inc",0.302,MSI,"Chicago, Illinois",Information Technology,Communications Equipment
EMC Corp ,0.301,EMC,"Hopkinton, MA",Information Technology,"Technology Hardware, Storage & Peripherals"
Kimberly-Clark Corp,0.285,KMB,"Irving, Texas",Consumer Staples,Household Products
Boston Scientific Corp ,0.285,BSX,"Marlborough, Massachusetts",Health Care,Health Care Equipment
"Cardinal Health, Inc",0.284,CAH,"Dublin, Ohio",Health Care,Health Care Distributors
Allstate Corp,0.28,ALL,"Northbrook, Illinois",Financials,Property & Casualty Insurance
Marsh & McLennan Companies Inc,0.278,MMC,"New York, NY",Financial Services,Insurance Brokers
"Caterpillar, Inc",0.259,CAT,"Irving, Texas",Industrials,Construction Machinery & Heavy Transportation Equipment
"Clear Channel Communications, Inc",0.256,CCU,"Santiago, Chile",Consumer Defensive,Beverages - Brewers
General Motors Corp,0.25,GM,"Detroit, Michigan",Consumer Discretionary,Automobile Manufacturers
"Honeywell International, Inc",0.245,HON,"Charlotte, North Carolina",Industrials,Industrial Conglomerates
Schering-Plough Corp,0.242,SGP,"Kenilworth, NJ",Health Care,Pharmaceuticals
"AT&T Wireless Services, Inc ",0.242,AWE,"Redmond, WA",Communication Services,Wireless Telecommunication Services
Emerson Electric Co,0.241,EMR,"Ferguson, Missouri",Industrials,Electrical Components & Equipment
"Bank of New York Co, Inc (The)",0.24,BK,"New York City, New York",Financials,Asset Management & Custody Banks
"Alcoa, Inc",0.24,AA,"Pittsburgh, PA",Basic Materials,Aluminum
"Automatic Data Processing, Inc",0.235,ADP,"Roseland, New Jersey",Industrials,Human Resource & Employment Services
Sysco Corp,0.233,SYY,"Houston, Texas",Consumer Staples,Food Distributors
"Yahoo!, Inc ",0.232,YHOO,"Sunnyvale, CA",Communication Services,Interactive Media & Services
"MetLife, Inc",0.232,MET,"New York City, New York",Financials,Life & Health Insurance
Southern Co (The),0.231,SO,"Atlanta, Georgia",Utilities,Electric Utilities
Lockheed Martin Corp,0.227,LMT,"Bethesda, Maryland",Industrials,Aerospace & Defense
"Gannett Co, Inc",0.225,GCI,"McLean, VA",Communication Services,Publishing
"Prudential Financial, Inc",0.224,PRU,"Newark, New Jersey",Financials,Life & Health Insurance
Carnival Corp,0.223,CCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Exelon Corp,0.223,EXC,"Chicago, Illinois",Utilities,Electric Utilities
"Illinois Tool Works, Inc",0.221,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
"Nextel Communications, Inc (Class A) ",0.221,NXTL,"Reston, VA",Communication Services,Wireless Telecommunication Services
"Dominion Resources, Inc",0.218,D,"Richmond, Virginia",Utilities,Multi-Utilities
Ford Motor Co,0.212,F,"Dearborn, Michigan",Consumer Discretionary,Automobile Manufacturers
BB&T Corp,0.211,BBT,"Boston, MA",Financial Services,Banks - Regional
FedEx Corp,0.21,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
Cendant Corp ,0.21,CD,"New York, NY",Financial Services,Capital Markets
International Paper Co,0.205,IP,"Memphis, Tennessee",Materials,Paper & Plastic Packaging Products & Materials
"Forest Laboratories, Inc ",0.2,FRX,"Parsippany, NJ",Health Care,Pharmaceuticals
"HCA, Inc",0.2,HCA,"Nashville, Tennessee",Health Care,Health Care Facilities
Kohl's Corp ,0.196,KSS,"Menomonee Falls, WI",Consumer Cyclical,Department Stores
National City Corp,0.195,NCC,"Cleveland, OH",Financials,Regional Banks
SLM Corp,0.192,SLM,"Newark, DE",Financial Services,Credit Services
Baxter International Inc,0.189,BAX,"Deerfield, Illinois",Health Care,Health Care Equipment
"SunTrust Banks, Inc",0.188,STI,"Dallas, TX",Industrials,Electrical Equipment & Parts
"General Mills, Inc",0.187,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
"Aflac, Inc",0.183,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
AT&T Corp,0.18,T,"Dallas, Texas",Communication Services,Integrated Telecommunication Services
"Lehman Brothers Holdings, Inc",0.179,LEH,"New York, NY",Financials,Investment Banking & Brokerage
"Nike, Inc (Class B)",0.178,NKE,"Washington County, Oregon",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Charles Schwab Corp (The),0.176,SCHW,"Westlake, Texas",Financials,Investment Banking & Brokerage
Newmont Mining Corp (Holding Co),0.173,NEM,"Denver, Colorado",Materials,Gold
Travelers Property Casualty Corp (Class B),0.173,TRV,"New York City, New York",Financials,Property & Casualty Insurance
Duke Energy Corp,0.172,DUK,"Charlotte, North Carolina",Utilities,Electric Utilities
"Waste Management, Inc",0.17,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
Northrop Grumman Corp,0.169,NOC,"West Falls Church, Virginia[3]",Industrials,Aerospace & Defense
General Dynamics Corp,0.168,GD,"Reston, Virginia",Industrials,Aerospace & Defense
"Avon Products, Inc",0.167,AVP,"London, UK",Consumer Staples,Personal Products
"Gap, Inc (The)",0.166,GAP,"San Francisco, CA",Consumer Cyclical,Apparel Retail
Progressive Corp (The),0.165,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
"Best Buy Co, Inc ",0.165,BBY,"Richfield, Minnesota",Consumer Discretionary,Computer & Electronics Retail
"Computer Associates International, Inc",0.164,CA,"Islandia, NY",Information Technology,Systems Software
Stryker Corp,0.163,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
"Hartford Financial Services Group, Inc (The)",0.16,HIG,"Hartford, Connecticut",Financials,Property & Casualty Insurance
State Street Corp,0.159,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
"Harley-Davidson, Inc",0.159,HOG,"Milwaukee, WI",Consumer Cyclical,Recreational Vehicles
Union Pacific Corp,0.159,UNP,"Omaha, Nebraska",Industrials,Rail Transportation
ALLTEL Corp,0.158,AT,"Little Rock, AR",Communication Services,Wireless Telecommunication Services
Sara Lee Corp,0.157,SLE,"Santa Monica, CA",Communication Services,Internet Content & Information
Guidant Corp,0.156,GDT,"Indianapolis, IN",Health Care,Health Care Equipment
Tribune Co,0.154,TRB,"Chicago, IL",Communication Services,Publishing
Costco Wholesale Corp ,0.152,COST,"Issaquah, Washington",Consumer Staples,Consumer Staples Merchandise Retail
"Analog Devices, Inc ",0.151,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
Kroger Co ,0.149,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
Golden West Financial Corp,0.149,GDW,"Oakland, CA",Financials,Thrifts & Mortgage Finance
Southwest Airlines Co,0.148,LUV,"Dallas, Texas",Industrials,Passenger Airlines
Kellogg Co,0.148,K,"Chicago, IL",Consumer Defensive,Packaged Foods
Sprint Corp,0.147,S,"Mountain View, CA",Technology,Software - Infrastructure
PNC Financial Services Group,0.147,PNC,"Pittsburgh, Pennsylvania",Financials,Diversified Banks
Electronic Arts Inc ,0.146,EA,"Redwood City, California",Communication Services,Interactive Home Entertainment
"Omnicom Group, Inc",0.145,OMC,"New York City, New York",Communication Services,Advertising
VERITAS Software Corp ,0.145,VRTS,"Hartford, CT",Financial Services,Asset Management
Mellon Financial Corp,0.143,MEL,"Pittsburgh, PA",Financials,Asset Management & Custody Banks
Occidental Petroleum Corp,0.141,OXY,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Capital One Financial Corp,0.141,COF,"Tysons Corner, Virginia",Financials,Consumer Finance
Weyerhaeuser Co,0.14,WY,"Seattle, Washington",Real Estate,Timber REITs
"Maxim Integrated Products, Inc",0.14,MXIM,"San Jose, CA",Information Technology,Semiconductors
"Paychex, Inc",0.139,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
Deere & Co,0.137,DE,"Moline, Illinois",Industrials,Agricultural & Farm Machinery
Wrigley (Wm) Jr Co,0.137,WWY,"Chicago, IL",Consumer Staples,Food Retail
Corning Inc ,0.136,GLW,"Corning, New York",Information Technology,Electronic Components
"Zimmer Holdings, Inc ",0.135,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
"Sears, Roebuck & Co",0.135,S,"Mountain View, CA",Technology,Software - Infrastructure
"McGraw-Hill Cos, Inc (The)",0.133,SPGI,"New York City, New York",Financials,Financial Exchanges & Data
Heinz (HJ) Co,0.131,HNZ,"Pittsburgh, PA",Consumer Staples,Packaged Foods & Meats
Entergy Corp,0.131,ETR,"New Orleans, Louisiana",Utilities,Electric Utilities
CVS Corp,0.131,CVS,"Woonsocket, Rhode Island",Health Care,Health Care Services
Chubb Corp,0.13,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"American Electric Power Co, Inc",0.129,AEP,"Columbus, Ohio",Utilities,Electric Utilities
"Staples, Inc ",0.126,SPLS,"Framingham, MA",Consumer Discretionary,Specialty Stores
Masco Corp,0.125,MAS,"Livonia, Michigan",Industrials,Building Products
Equity Office Properties Trust,0.124,EOP,"Chicago, IL",Real Estate,Office REITs
"ConAgra Foods, Inc",0.124,CAG,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
"Apollo Group, Inc (Class A) ",0.123,APOL,"Phoenix, AZ",Consumer Discretionary,Education Services
Danaher Corp,0.123,DHR,"Washington, D.C.",Health Care,Life Sciences Tools & Services
"Wellpoint Health Networks, Inc ",0.123,WLP,"Indianapolis, IN",Health Care,Managed Health Care
"Bed Bath & Beyond, Inc ",0.122,BBBY,"Union, NJ",Consumer Discretionary,Specialty Stores
"Franklin Resources, Inc",0.122,BEN,"San Mateo, California",Financials,Asset Management & Custody Banks
Linear Technology Corp,0.122,LLTC,"Milpitas, CA",Information Technology,Semiconductors
"FPL Group, Inc",0.122,FPL,"Juno Beach, FL",Utilities,Electric Utilities
Raytheon Co,0.121,RTN,"Waltham, MA",Industrials,Aerospace & Defense
Devon Energy Corp,0.121,DVN,"Oklahoma City, Oklahoma",Energy,Oil & Gas Exploration & Production
Apache Corp,0.12,APA,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Starbucks Corp ,0.12,SBUX,"Seattle, Washington",Consumer Discretionary,Restaurants
Keycorp,0.119,KEY,"Cleveland, Ohio",Financials,Regional Banks
Campbell Soup Co,0.118,CPB,"Camden, New Jersey",Consumer Staples,Packaged Foods & Meats
Burlington Northern Santa Fe Corp,0.118,BNI,"Fort Worth, TX",Industrials,Railroads
Halliburton Co,0.116,HAL,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Sun Microsystems, Inc ",0.114,JAVA,"Santa Clara, CA",Information Technology,Systems Software
Anadarko Petroleum Corp,0.114,APC,"The Woodlands, TX",Energy,Oil & Gas Exploration & Production
XL Capital Ltd,0.113,XL,"Stamford, CT",Financials,Property & Casualty Insurance
FirstEnergy Corp,0.113,FE,"Akron, Ohio",Utilities,Electric Utilities
"Progress Energy, Inc",0.112,PGN,"Raleigh, NC",Utilities,Electric Utilities
"Air Products & Chemicals, Inc",0.112,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
"Univision Communications, Inc (Class A) ",0.112,UVN,"New York, NY",Communication Services,Broadcasting
"TJX Cos, Inc (The)",0.112,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
Countrywide Financial Corp,0.111,CFC,"Calabasas, CA",Financials,Thrifts & Mortgage Finance
"Agilent Technologies, Inc ",0.111,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
Clorox Co,0.11,CLX,"Oakland, California",Consumer Staples,Household Products
"Allergan, Inc ",0.11,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
"Safeway, Inc ",0.11,SWY,"Pleasanton, CA",Consumer Staples,Food Retail
"Marriott International, Inc",0.11,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
SouthTrust Corp,0.11,SOTR,"Birmingham, AL",Financials,Regional Banks
"Praxair, Inc",0.109,PX,"Dallas, TX",Financial Services,Asset Management
"John Hancock Financial Services, Inc",0.108,JHF,"Boston, MA",Financials,Life & Health Insurance
"Baker Hughes, Inc",0.108,BKR,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Intuit, Inc ",0.108,INTU,"Mountain View, California",Information Technology,Application Software
Principal Financial Group,0.108,PFG,"Des Moines, Iowa",Financials,Life & Health Insurance
"Anthem, Inc ",0.107,ANTM,"Indianapolis, IN",Health Care,Managed Health Care
Genzyme Corp ,0.107,GENZ,"Cambridge, MA",Health Care,Biotechnology
Chiron Corp ,0.106,CHIR,"Emeryville, CA",Health Care,Biotechnology
"Burlington Resources, Inc",0.106,BR,"Lake Success, New York",Industrials,Data Processing & Outsourced Services
Kla-Tencor Corp ,0.106,KLAC,"Milpitas, California",Information Technology,Semiconductor Materials & Equipment
Electronic Data Systems Corp,0.105,EDS,"Plano, TX",Information Technology,IT Consulting & Other Services
Hershey Foods Corp,0.104,HSY,"Hershey, Pennsylvania",Consumer Staples,Packaged Foods & Meats
"Xilinx, Inc ",0.104,XLNX,"San Jose, CA",Information Technology,Semiconductors
International Game Technology,0.104,IGT,"London, UK",Consumer Discretionary,Casinos & Gaming
Northern Trust Corp,0.103,NTRS,"Chicago, Illinois",Financials,Asset Management & Custody Banks
McKesson Corp,0.103,MCK,"Irving, Texas",Health Care,Health Care Distributors
"Public Service Enterprise Group, Inc",0.103,PEG,"Newark, New Jersey",Utilities,Electric Utilities
"Becton, Dickinson and Company",0.102,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
PG&E Corp ,0.101,PCG,"Oakland, California",Utilities,Multi-Utilities
Symantec Corp ,0.1,SYMC,"Tempe, AZ",Information Technology,Systems Software
"St Jude Medical , Inc ",0.1,STJ,"St. Paul, MN",Health Care,Health Care Equipment
"Pitney Bowes, Inc",0.099,PBI,"Stamford, CT",Industrials,Integrated Freight & Logistics
"Consolidated Edison, Inc",0.099,ED,"New York City, New York",Utilities,Multi-Utilities
"Adobe Systems, Inc",0.099,ADBE,"San Jose, California",Information Technology,Application Software
"Aetna, Inc",0.097,AET,"Hartford, CT",Health Care,Managed Health Care
Ingersoll-Rand Co (Class A),0.097,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
Marathon Oil Corp,0.097,MRO,"Houston, TX",Energy,Oil & Gas Exploration & Production
"PPG Industries, Inc",0.096,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
"Yum Brands, Inc ",0.095,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"Biomet, Inc",0.095,BMET,"Warsaw, IN",Health Care,Health Care Equipment
"PACCAR, Inc",0.095,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
Archer-Daniels-Midland Co,0.094,ADM,"Chicago, Illinois",Consumer Staples,Agricultural Products & Services
ACE Ltd,0.094,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"Fortune Brands, Inc",0.094,FBHS,"Deerfield, IL",Industrials,Building Products
"Lucent Technologies, Inc ",0.093,LU,"Shanghai, China",Financial Services,Credit Services
"Coca-Cola Enterprises, Inc",0.091,CCE,"Atlanta, GA",Consumer Staples,Soft Drinks
St Paul Companies Inc (The),0.091,SPC,"St. Paul, MN",Financials,Property & Casualty Insurance
"Johnson Controls, Inc",0.091,JCI,"Cork, Ireland",Industrials,Building Products
"MBIA, Inc",0.09,MBI,"Purchase, NY",Financial Services,Insurance - Specialty
"MedImmune, Inc ",0.09,MEDI,"Gaithersburg, MD",Health Care,Biotechnology
Unocal Corp,0.09,UCL,"Tsim Sha Tsui, Hong Kong",Communication Services,Telecom Services
"Comerica, Inc",0.089,CMA,"Dallas, TX",Financial Services,Banks - Regional
"Mattel, Inc",0.089,MAT,"El Segundo, CA",Consumer Cyclical,Leisure
Moody's Corp,0.089,MCO,"New York City, New York",Financials,Financial Exchanges & Data
"Micron Technology, Inc ",0.088,MU,"Boise, Idaho",Information Technology,Semiconductors
"Simon Property Group, Inc",0.088,SPG,"Indianapolis, Indiana",Real Estate,Retail REITs
"Autozone, Inc ",0.087,AZO,"Memphis, Tennessee",Consumer Discretionary,Automotive Retail
"Lexmark International, Inc (Class A) ",0.087,LXK,"Lexington, KY",Information Technology,"Technology Hardware, Storage & Peripherals"
"Federated Department Stores, Inc",0.087,FD,"Cincinnati, OH",Consumer Discretionary,Department Stores
"Albertson's, Inc",0.087,ACI,"Boise, ID",Consumer Defensive,Grocery Stores
Xerox Corp ,0.086,XRX,"Norwalk, CT",Industrials,Business Equipment & Supplies
"Block (H&R), Inc",0.086,HRB,"Kansas City, MO",Consumer Cyclical,Personal Services
Equity Residential Properties Trust,0.086,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
"Limited, Inc (The)",0.086,LB,"Houston, TX",Energy,Oil & Gas Equipment & Services
AmSouth Bancorp,0.085,ASO,"Katy, TX",Consumer Cyclical,Specialty Retail
TXU Corp,0.084,TXU,"Dallas, TX",Utilities,Electric Utilities
Loews Corp,0.083,L,"New York City, New York",Financials,Multi-line Insurance
Regions Financial Corp,0.082,RF,"Birmingham, Alabama",Financials,Regional Banks
Broadcom Corp (Class A) ,0.081,BRCM,"Irvine, CA",Information Technology,Semiconductors
"SunGard Data Systems, Inc ",0.081,SDS,"Atlanta, GA",Information Technology,Data Processing & Outsourced Services
Bear Stearns Inc,0.081,BSC,"New York, NY",Financials,Investment Banking & Brokerage
Altera Corp ,0.081,ALTR,"San Jose, CA",Information Technology,Semiconductors
Rohm & Haas Co,0.081,ROH,"Philadelphia, PA",Materials,Specialty Chemicals
Synovus Financial Corp,0.08,SNV,"Columbus, GA",Financial Services,Banks - Regional
PPL Corp,0.079,PPL,"Allentown, Pennsylvania",Utilities,Electric Utilities
Norfolk Southern Corp,0.078,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
"Charter One Financial, Inc",0.078,CF,"Deerfield, Illinois",Materials,Fertilizers & Agricultural Chemicals
Marshall & Ilsley Corp,0.078,MI,"Sha Tin, Hong Kong",Consumer Cyclical,Internet Retail
"Apple Computer, Inc ",0.077,AAPL,"Cupertino, California",Information Technology,"Technology Hardware, Storage & Peripherals"
May Department Stores Co,0.077,MAY,"St. Louis, MO",Consumer Discretionary,Department Stores
Dover Corp,0.077,DOV,"Downers Grove, Illinois",Industrials,Industrial Machinery & Supplies & Components
Computer Sciences Corp ,0.077,CSC,"Falls Church, VA",Information Technology,IT Consulting & Other Services
"Medco Health Solutions, Inc ",0.076,MHS,"Franklin Lakes, NJ",Health Care,Health Care Services
"Family Dollar Stores, Inc",0.076,FDO,"Matthews, NC",Consumer Discretionary,General Merchandise Stores
"Concord EFS, Inc ",0.075,CE,"Irving, TX",Basic Materials,Chemicals
"Starwood Hotels & Resorts Worldwide, Inc",0.075,HOT,"Stamford, CT",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Ambac Financial Group, Inc",0.075,ABK,"New York, NY",Financials,Multi-line Insurance
Tenet Healthcare Corp ,0.075,THC,"Dallas, TX",Healthcare,Medical Care Facilities
"Fiserv, Inc ",0.073,FI,"Milwaukee, WI",Financials,Transaction & Payment Processing Services
"Network Appliance, Inc ",0.073,NTAP,"San Jose, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"Ecolab, Inc",0.072,ECL,"Saint Paul, Minnesota",Materials,Specialty Chemicals
Ameren Corp,0.072,AEE,"St. Louis, Missouri",Utilities,Multi-Utilities
Eaton Corp,0.072,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
Aon Corp,0.071,AON,"London, United Kingdom",Financials,Insurance Brokers
Union Planters Corp,0.071,UPC,"Ji'An, China",Healthcare,Drug Manufacturers - Specialty & Generic
Lincoln National Corp,0.071,LNC,"Radnor, PA",Financial Services,Insurance - Life
Dollar General Corp,0.071,DG,"Goodlettsville, Tennessee",Consumer Staples,Consumer Staples Merchandise Retail
Cincinnati Financial Corp,0.07,CINF,"Fairfield, Ohio",Financials,Property & Casualty Insurance
CINergy Corp,0.07,CIN,"Cincinnati, OH",Utilities,Electric Utilities
New York Times Co (The) (Class A),0.07,NYT,"New York, NY",Communication Services,Publishing
Quest Diagnostics Inc ,0.07,DGX,"Secaucus, New Jersey",Health Care,Health Care Services
Jefferson-Pilot Corp,0.07,JP,"Greensboro, NC",Financials,Life & Health Insurance
"Transocean Sedco Forex, Inc",0.07,RIG,"Steinhausen, Switzerland",Energy,Oil & Gas Drilling
Cintas Corp,0.069,CTAS,"Mason, Ohio",Industrials,Diversified Support Services
CIGNA Corp,0.069,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
"PeopleSoft, Inc ",0.068,PSFT,"Pleasanton, CA",Information Technology,Application Software
Edison International ,0.068,EIX,"Rosemead, California",Utilities,Electric Utilities
"Kinder Morgan, Inc",0.068,KMI,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
CSX Corp,0.068,CSX,"Jacksonville, Florida",Industrials,Rail Transportation
DTE Energy Co,0.067,DTE,"Detroit, Michigan",Utilities,Multi-Utilities
Monsanto Co,0.067,MON,"St. Louis, MO",Materials,Fertilizers & Agricultural Chemicals
Eastman Kodak Co,0.067,KODK,"Rochester, NY",Industrials,Specialty Business Services
American Standard Companies Inc ,0.066,ASD,"Columbus, OH",Industrials,Building Products
