Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
Boeing Co,0.609,BA,"Arlington, Virginia",Industrials,Aerospace & Defense
"United Parcel Service, Inc (Class B)",0.591,UPS,"Sandy Springs, Georgia",Industrials,Air Freight & Logistics
United Technologies Corp,0.59,UTX,"Farmington, CT",Industrials,Aerospace & Defense
Comcast Corp (Class A) ,0.555,CMCSA,"Philadelphia, Pennsylvania",Communication Services,Cable & Satellite
American Express Co,0.52,AXP,"New York City, New York",Financials,Consumer Finance
"QUALCOMM, Inc",0.52,QCOM,"San Diego, California",Information Technology,Semiconductors
"Time Warner, Inc",0.513,TWX,"New York, NY",Communication Services,Movies & Entertainment
Walt Disney Co,0.504,DIS,"Burbank, California",Communication Services,Movies & Entertainment
3M Co,0.502,MMM,"Saint Paul, Minnesota",Industrials,Industrial Conglomerates
Morgan Stanley,0.49,MS,"New York City, New York",Financials,Investment Banking & Brokerage
"UnitedHealth Group, Inc",0.482,UNH,"Eden Prairie, Minnesota",Health Care,Managed Health Care
"Medtronic, Inc",0.48,MDT,"Dublin, Ireland",Health Care,Health Care Equipment
McDonald's Corp,0.48,MCD,"Chicago, Illinois",Consumer Discretionary,Restaurants
"Dell, Inc ",0.463,DELL,"Round Rock, Texas",Information Technology,"Technology Hardware, Storage & Peripherals"
"Merrill Lynch & Co, Inc",0.46,MER,"New York, NY",Financials,Investment Banking & Brokerage
"Amgen, Inc ",0.454,AMGN,"Thousand Oaks, California",Health Care,Biotechnology
Wyeth,0.442,WYE,"Madison, NJ",Health Care,Pharmaceuticals
Fannie Mae,0.437,FNMA,"Washington, DC",Financial Services,Mortgage Finance
CVS Caremark Corp,0.436,CVS,"Woonsocket, Rhode Island",Health Care,Health Care Services
US Bancorp,0.422,USB,"Minneapolis, Minnesota",Financials,Diversified Banks
Bristol-Myers Squibb Co,0.417,BMY,"New York City, New York",Health Care,Pharmaceuticals
Eli Lilly & Co,0.414,LLY,"Indianapolis, Indiana",Health Care,Pharmaceuticals
"Kraft Foods, Inc (Class A)",0.414,KRFT,"Northfield, IL",Consumer Staples,Packaged Foods & Meats
Sprint Nextel Corp,0.406,S,"Mountain View, CA",Technology,Software - Infrastructure
"Home Depot, Inc",0.401,HD,"Atlanta, Georgia",Consumer Discretionary,Home Improvement Retail
Target Corp,0.401,TGT,"Minneapolis, Minnesota",Consumer Staples,Consumer Staples Merchandise Retail
Occidental Petroleum Corp,0.393,OXY,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Texas Instruments, Inc",0.387,TXN,"Dallas, Texas",Information Technology,Semiconductors
"MetLife, Inc",0.386,MET,"New York City, New York",Financials,Life & Health Insurance
Schering-Plough Corp,0.379,SGP,"Kenilworth, NJ",Health Care,Pharmaceuticals
News Corp (Class A),0.377,NWSA,"New York City, New York",Communication Services,Publishing
Exelon Corp,0.374,EXC,"Chicago, Illinois",Utilities,Electric Utilities
"Caterpillar, Inc",0.374,CAT,"Irving, Texas",Industrials,Construction Machinery & Heavy Transportation Equipment
Bank of New York Mellon Corp,0.368,BK,"New York City, New York",Financials,Asset Management & Custody Banks
"WellPoint, Inc ",0.357,ANTM,"Indianapolis, IN",Health Care,Managed Health Care
Walgreen Co,0.349,WBA,"Deerfield, IL",Consumer Staples,Drug Retail
Monsanto Co,0.344,MON,"St. Louis, MO",Materials,Fertilizers & Agricultural Chemicals
Du Pont (EI) de Nemours & Co,0.337,DD,"Wilmington, Delaware",Materials,Specialty Chemicals
"Prudential Financial, Inc",0.336,PRU,"Newark, New Jersey",Financials,Life & Health Insurance
"Honeywell International, Inc",0.331,HON,"Charlotte, North Carolina",Industrials,Industrial Conglomerates
"eBay, Inc ",0.325,EBAY,"San Jose, California",Consumer Discretionary,Broadline Retail
EMC Corp ,0.321,EMC,"Hopkinton, MA",Information Technology,"Technology Hardware, Storage & Peripherals"
"Motorola, Inc",0.315,MSI,"Chicago, Illinois",Information Technology,Communications Equipment
"Lowe's Cos, Inc",0.312,LOW,"Mooresville, North Carolina",Consumer Discretionary,Home Improvement Retail
Emerson Electric Co,0.312,EMR,"Ferguson, Missouri",Industrials,Electrical Components & Equipment
Dow Chemical Co,0.301,DOW,"Midland, Michigan",Materials,Commodity Chemicals
Marathon Oil Corp,0.292,MRO,"Houston, TX",Energy,Oil & Gas Exploration & Production
"Freeport-McMoRan Copper & Gold, Inc",0.29,FCX,"Phoenix, Arizona",Materials,Copper
Freddie Mac,0.287,FMCC,"McLean, VA",Financial Services,Mortgage Finance
"Corning, Inc",0.286,GLW,"Corning, New York",Information Technology,Electronic Components
Lockheed Martin Corp,0.283,LMT,"Bethesda, Maryland",Industrials,Aerospace & Defense
"Anheuser-Busch Cos, Inc",0.281,BUD,"Leuven, Belgium",Consumer Defensive,Beverages - Brewers
"Gilead Sciences, Inc ",0.28,GILD,"Foster City, California",Health Care,Biotechnology
Devon Energy Corp,0.272,DVN,"Oklahoma City, Oklahoma",Energy,Oil & Gas Exploration & Production
Valero Energy Corp,0.272,VLO,"San Antonio, Texas",Energy,Oil & Gas Refining & Marketing
"Baxter International, Inc",0.271,BAX,"Deerfield, Illinois",Health Care,Health Care Equipment
Colgate-Palmolive Co,0.269,CL,"New York City, New York",Consumer Staples,Household Products
"Yahoo!, Inc ",0.267,YHOO,"Sunnyvale, CA",Communication Services,Interactive Media & Services
Halliburton Co,0.258,HAL,"Houston, Texas",Energy,Oil & Gas Equipment & Services
General Dynamics Corp,0.252,GD,"Reston, Virginia",Industrials,Aerospace & Defense
"Alcoa, Inc",0.249,AA,"Pittsburgh, PA",Basic Materials,Aluminum
"Travelers Cos, Inc",0.249,TRV,"New York City, New York",Financials,Property & Casualty Insurance
Allstate Corp,0.249,ALL,"Northbrook, Illinois",Financials,Property & Casualty Insurance
Deere & Co,0.247,DE,"Moline, Illinois",Industrials,Agricultural & Farm Machinery
"Lehman Brothers Holdings, Inc",0.243,LEH,"New York, NY",Financials,Investment Banking & Brokerage
"Transocean, Inc ",0.24,RIG,"Steinhausen, Switzerland",Energy,Oil & Gas Drilling
"CME Group, Inc",0.24,CME,"Chicago, Illinois",Financials,Financial Exchanges & Data
FedEx Corp,0.238,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
"Washington Mutual, Inc",0.232,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
TXU Corp,0.23,TXU,"Dallas, TX",Utilities,Electric Utilities
Union Pacific Corp,0.225,UNP,"Omaha, Nebraska",Industrials,Rail Transportation
Kimberly-Clark Corp,0.221,KMB,"Irving, Texas",Consumer Staples,Household Products
Apache Corp,0.219,APA,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Hartford Financial Services Group, Inc",0.217,HIG,"Hartford, Connecticut",Financials,Property & Casualty Insurance
"Baker Hughes, Inc",0.216,BKR,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Amazoncom, Inc ",0.213,AMZN,"Seattle, Washington",Consumer Discretionary,Broadline Retail
"Applied Materials, Inc",0.212,AMAT,"Santa Clara, California",Information Technology,Semiconductor Materials & Equipment
Raytheon Co,0.209,RTN,"Waltham, MA",Industrials,Aerospace & Defense
"Aetna, Inc",0.207,AET,"Hartford, CT",Health Care,Managed Health Care
"AFLAC, Inc",0.206,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
Costco Wholesale Corp,0.205,COST,"Issaquah, Washington",Consumer Staples,Consumer Staples Merchandise Retail
Capital One Financial Corp,0.2,COF,"Tysons Corner, Virginia",Financials,Consumer Finance
Northrop Grumman Corp,0.2,NOC,"West Falls Church, Virginia[3]",Industrials,Aerospace & Defense
State Street Corp,0.2,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
Southern Co,0.2,SO,"Atlanta, Georgia",Utilities,Electric Utilities
"SunTrust Banks, Inc",0.2,STI,"Dallas, TX",Industrials,Electrical Equipment & Parts
"Viacom, Inc (Class B) ",0.199,VIAB,"New York, NY",Communication Services,Movies & Entertainment
Celgene Corp ,0.198,CELG,"Summit, NJ",Health Care,Biotechnology
"Praxair, Inc",0.196,PX,"Dallas, TX",Financial Services,Asset Management
"Medco Health Solutions, Inc ",0.193,MHS,"Franklin Lakes, NJ",Health Care,Health Care Services
"National-Oilwell Varco, Inc ",0.19,NOV,"Houston, TX",Energy,Oil & Gas Equipment & Services
"Adobe Systems, Inc ",0.189,ADBE,"San Jose, California",Information Technology,Application Software
"Automatic Data Processing, Inc",0.187,ADP,"Roseland, New Jersey",Industrials,Human Resource & Employment Services
Anadarko Petroleum Corp,0.183,APC,"The Woodlands, TX",Energy,Oil & Gas Exploration & Production
"Dominion Resources, Inc",0.183,D,"Richmond, Virginia",Utilities,Multi-Utilities
Burlington Northern Santa Fe Corp,0.182,BNI,"Fort Worth, TX",Industrials,Railroads
ALLTEL Corp,0.182,AT,"Little Rock, AR",Communication Services,Wireless Telecommunication Services
"Illinois Tool Works, Inc",0.182,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
"FPL Group, Inc",0.182,FPL,"Juno Beach, FL",Utilities,Electric Utilities
Thermo Electron Corp ,0.179,TMO,"Waltham, Massachusetts",Health Care,Life Sciences Tools & Services
"XTO Energy, Inc",0.176,XTO,"Fort Worth, TX",Energy,Oil & Gas Exploration & Production
Duke Energy Corp,0.174,DUK,"Charlotte, North Carolina",Utilities,Electric Utilities
"PNC Financial Services Group, Inc",0.173,PNC,"Pittsburgh, Pennsylvania",Financials,Diversified Banks
CBS Corp (Class B),0.171,CBS,"New York, NY",Communication Services,Broadcasting
"Johnson Controls, Inc",0.171,JCI,"Cork, Ireland",Industrials,Building Products
"Weatherford International, Ltd ",0.169,WFRD,"Houston, TX",Energy,Oil & Gas Equipment & Services
"Cardinal Health, Inc",0.168,CAH,"Dublin, Ohio",Health Care,Health Care Distributors
"Simon Property Group, Inc",0.165,SPG,"Indianapolis, Indiana",Real Estate,Retail REITs
"NIKE, Inc (Class B)",0.163,NKE,"Washington County, Oregon",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
"Public Service Enterprise Group, Inc",0.163,PEG,"Newark, New Jersey",Utilities,Electric Utilities
Sysco Corp,0.163,SYY,"Houston, Texas",Consumer Staples,Food Distributors
"Tyco International, Ltd",0.162,TYC,"Schaffhausen, Switzerland",Industrials,Industrial Conglomerates
Chubb Corp,0.161,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
Loews Corp,0.161,L,"New York City, New York",Financials,Multi-line Insurance
BB&T Corp,0.161,BBT,"Boston, MA",Financial Services,Banks - Regional
Archer-Daniels-Midland Co,0.16,ADM,"Chicago, Illinois",Consumer Staples,Agricultural Products & Services
"Air Products & Chemicals, Inc",0.159,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
Entergy Corp,0.158,ETR,"New Orleans, Louisiana",Utilities,Electric Utilities
Regions Financial Corp,0.157,RF,"Birmingham, Alabama",Financials,Regional Banks
Carnival Corp,0.157,CCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"PACCAR, Inc",0.156,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
"Franklin Resources, Inc",0.156,BEN,"San Mateo, California",Financials,Asset Management & Custody Banks
General Motors Corp,0.153,GM,"Detroit, Michigan",Consumer Discretionary,Automobile Manufacturers
"Covidien, Ltd ",0.152,COV,"Mansfield, MA",Health Care,Health Care Equipment
Norfolk Southern Corp,0.15,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
Charles Schwab Corp,0.15,SCHW,"Westlake, Texas",Financials,Investment Banking & Brokerage
"General Mills, Inc",0.15,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
Precision Castparts Corp,0.15,PCP,"Portland, OR",Industrials,Aerospace & Defense
SLM Corp,0.15,SLM,"Newark, DE",Financial Services,Credit Services
"Williams Cos, Inc",0.149,WMB,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
Kroger Co,0.149,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
"Waste Management, Inc",0.149,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
"Sun Microsystems, Inc ",0.149,JAVA,"Santa Clara, CA",Information Technology,Systems Software
Newmont Mining Corp (Holding Co),0.149,NEM,"Denver, Colorado",Materials,Gold
"Becton, Dickinson & Co",0.147,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
FirstEnergy Corp,0.147,FE,"Akron, Ohio",Utilities,Electric Utilities
"Allergan, Inc",0.146,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
NVIDIA Corp ,0.146,NVDA,"Santa Clara, California",Information Technology,Semiconductors
"ACE, Ltd",0.145,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
Starbucks Corp ,0.145,SBUX,"Seattle, Washington",Consumer Discretionary,Restaurants
Danaher Corp,0.144,DHR,"Washington, D.C.",Health Care,Life Sciences Tools & Services
"Zimmer Holdings, Inc ",0.141,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
"DIRECTV Group, Inc ",0.14,DTV,"El Segundo, CA",Communication Services,Broadcasting
"Biogen Idec, Inc ",0.14,BIIB,"Cambridge, Massachusetts",Health Care,Biotechnology
"Juniper Networks, Inc ",0.139,JNPR,"Sunnyvale, CA",Information Technology,Communications Equipment
Boston Scientific Corp ,0.138,BSX,"Marlborough, Massachusetts",Health Care,Health Care Equipment
CSX Corp,0.137,CSX,"Jacksonville, Florida",Industrials,Rail Transportation
Fifth Third Bancorp,0.137,FITB,"Cincinnati, Ohio",Financials,Regional Banks
Kohl's Corp ,0.137,KSS,"Menomonee Falls, WI",Consumer Cyclical,Department Stores
"Clear Channel Communications, Inc",0.137,CCU,"Santiago, Chile",Consumer Defensive,Beverages - Brewers
"Best Buy Co, Inc",0.136,BBY,"Richfield, Minnesota",Consumer Discretionary,Computer & Electronics Retail
"American Electric Power Co, Inc",0.135,AEP,"Columbus, Ohio",Utilities,Electric Utilities
Nucor Corp,0.134,NUE,"Charlotte, North Carolina",Materials,Steel
Hilton Hotels Corp,0.134,HLT,"Tysons Corner, Virginia",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Hess Corp,0.134,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
Lincoln National Corp,0.133,LNC,"Radnor, PA",Financial Services,Insurance - Life
Edison International,0.133,EIX,"Rosemead, California",Utilities,Electric Utilities
Symantec Corp ,0.132,SYMC,"Tempe, AZ",Information Technology,Systems Software
"McGraw-Hill Cos, Inc",0.131,SPGI,"New York City, New York",Financials,Financial Exchanges & Data
PPL Corp,0.131,PPL,"Allentown, Pennsylvania",Utilities,Electric Utilities
"Yum! Brands, Inc",0.131,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"EOG Resources, Inc",0.13,EOG,"Houston, Texas",Energy,Oil & Gas Exploration & Production
McKesson Corp,0.13,MCK,"Irving, Texas",Health Care,Health Care Distributors
"Tyco Electronics, Ltd",0.129,TEL,"Galway, Ireland",Information Technology,Electronic Manufacturing Services
Ford Motor Co ,0.129,F,"Dearborn, Michigan",Consumer Discretionary,Automobile Manufacturers
"Coach, Inc ",0.129,TPR,"New York City, New York",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
"Electronic Arts, Inc ",0.128,EA,"Redwood City, California",Communication Services,Interactive Home Entertainment
ProLogis,0.125,PLD,"San Francisco, California",Real Estate,Industrial REITs
Broadcom Corp (Class A) ,0.124,BRCM,"Irvine, CA",Information Technology,Semiconductors
"Principal Financial Group, Inc",0.124,PFG,"Des Moines, Iowa",Financials,Life & Health Insurance
PG&E Corp,0.123,PCG,"Oakland, California",Utilities,Multi-Utilities
"Ingersoll-Rand Co, Ltd (Class A)",0.123,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
"Avon Products, Inc",0.122,AVP,"London, UK",Consumer Staples,Personal Products
Stryker Corp,0.122,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
Xerox Corp ,0.12,XRX,"Norwalk, CT",Industrials,Business Equipment & Supplies
Genzyme Corp ,0.12,GENZ,"Cambridge, MA",Health Care,Biotechnology
Western Union Co,0.119,WU,"Denver, CO",Financial Services,Credit Services
"Harrah's Entertainment, Inc",0.119,HET,"Las Vegas, NV",Consumer Discretionary,Casinos & Gaming
National City Corp,0.119,NCC,"Cleveland, OH",Financials,Regional Banks
"Omnicom Group, Inc",0.118,OMC,"New York City, New York",Communication Services,Advertising
International Paper Co,0.118,IP,"Memphis, Tennessee",Materials,Paper & Plastic Packaging Products & Materials
Weyerhaeuser Co,0.115,WY,"Seattle, Washington",Real Estate,Timber REITs
CIGNA Corp,0.114,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
"Textron, Inc",0.114,TXT,"Providence, Rhode Island",Industrials,Aerospace & Defense
"Constellation Energy Group, Inc",0.114,CEG,"Baltimore, Maryland",Utilities,Electric Utilities
"Staples, Inc",0.113,SPLS,"Framingham, MA",Consumer Discretionary,Specialty Stores
"Ameriprise Financial, Inc",0.113,AMP,"Minneapolis, Minnesota",Financials,Asset Management & Custody Banks
Sempra Energy,0.112,SRE,"San Diego, California",Utilities,Multi-Utilities
Spectra Energy Corp,0.112,SE,"Singapore, Singapore",Consumer Cyclical,Internet Retail
"St Jude Medical, Inc ",0.112,STJ,"St. Paul, MN",Health Care,Health Care Equipment
HJ Heinz Co,0.112,HNZ,"Pittsburgh, PA",Consumer Staples,Packaged Foods & Meats
"Express Scripts, Inc ",0.112,ESRX,"St. Louis, MO",Health Care,Health Care Services
"Macy's, Inc",0.11,M,"New York, NY",Consumer Cyclical,Department Stores
Kellogg Co,0.11,K,"Chicago, IL",Consumer Defensive,Packaged Foods
"Agilent Technologies, Inc ",0.109,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
"XL Capital, Ltd (Class A)",0.109,XL,"Stamford, CT",Financials,Property & Casualty Insurance
"Bear Stearns Cos, Inc",0.109,BSC,"New York, NY",Financials,Investment Banking & Brokerage
Eaton Corp,0.108,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
"Safeway, Inc",0.108,SWY,"Pleasanton, CA",Consumer Staples,Food Retail
"T Rowe Price Group, Inc",0.108,TROW,"Baltimore, Maryland",Financials,Asset Management & Custody Banks
Chesapeake Energy Corp,0.107,CHKAQ,"Oklahoma City, OK",Energy,Oil & Gas Exploration & Production
Progressive Corp,0.106,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
"Qwest Communications International, Inc ",0.106,Q,"Wilmington, Delaware",Information Technology,Semiconductor Materials & Equipment
International Game Technology,0.106,IGT,"London, UK",Consumer Discretionary,Casinos & Gaming
"Marriott International, Inc (Class A)",0.105,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Smith International, Inc",0.105,SWH,"Springfield, MA",Consumer Discretionary,Leisure Products
Vornado Realty Trust,0.105,VNO,"New York, NY",Real Estate,REIT - Office
"Marsh & McLennan Cos, Inc",0.105,MMC,"New York, NY",Financial Services,Insurance Brokers
"JC Penney Co, Inc",0.104,JCP,"Plano, TX",Consumer Discretionary,Department Stores
Wm Wrigley Jr Co,0.103,WWY,"Chicago, IL",Consumer Staples,Food Retail
"Paychex, Inc",0.102,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
"Genworth Financial, Inc (Class A)",0.1,GNW,"Richmond, VA",Financial Services,Insurance - Life
Archstone-Smith Trust,0.099,ASN,"Chicago, IL",Real Estate,Residential REITs
AES Corp ,0.099,AES,"Arlington, Virginia",Utilities,Independent Power Producers & Energy Traders
"Cummins, Inc",0.098,CMI,"Columbus, Indiana",Industrials,Construction Machinery & Heavy Transportation Equipment
"ConAgra Foods, Inc",0.098,CAG,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
"General Growth Properties, Inc",0.098,GGP,"Chicago, IL",Real Estate,Retail REITs
"MEMC Electronic Materials, Inc ",0.098,WFR,"St. Peters, MO",Information Technology,Semiconductors
Aon Corp,0.098,AON,"London, United Kingdom",Financials,Insurance Brokers
Noble Corp,0.097,NE,"Houston, TX",Energy,Oil & Gas Drilling
"TJX Cos, Inc",0.097,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
Parker-Hannifin Corp,0.097,PH,"Cleveland, Ohio",Industrials,Industrial Machinery & Supplies & Components
"Starwood Hotels & Resorts Worldwide, Inc",0.096,HOT,"Stamford, CT",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Murphy Oil Corp,0.096,MUR,"Houston, TX",Energy,Oil & Gas E&P
United States Steel Corp,0.095,X,"Pittsburgh, PA",Materials,Steel
KeyCorp,0.095,KEY,"Cleveland, Ohio",Financials,Regional Banks
Peabody Energy Corp,0.094,BTU,"Saint Louis, MO",Energy,Thermal Coal
"L-3 Communications Holdings, Inc",0.093,LLL,"New York, NY",Industrials,Aerospace & Defense
"Consolidated Edison, Inc",0.093,ED,"New York City, New York",Utilities,Multi-Utilities
SanDisk Corp ,0.093,SNDK,"Milpitas, California",Information Technology,"Technology Hardware, Storage & Peripherals"
Fluor Corp,0.092,FLR,"Irving, TX",Industrials,Engineering & Construction
"Fortune Brands, Inc",0.092,FBHS,"Deerfield, IL",Industrials,Building Products
Northern Trust Corp,0.092,NTRS,"Chicago, Illinois",Financials,Asset Management & Custody Banks
Sara Lee Corp,0.092,SLE,"Santa Monica, CA",Communication Services,Internet Content & Information
"Boston Properties, Inc",0.091,BXP,"Boston, Massachusetts",Real Estate,Office REITs
"Rockwell Collins, Inc",0.091,COL,"Cedar Rapids, IA",Industrials,Aerospace & Defense
ITT Corp,0.091,ITT,"Stamford, CT",Industrials,Specialty Industrial Machinery
"PPG Industries, Inc",0.09,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
"Analog Devices, Inc",0.09,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
Equity Residential Properties Trust,0.09,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
"Harley-Davidson, Inc",0.088,HOG,"Milwaukee, WI",Consumer Cyclical,Recreational Vehicles
"Progress Energy, Inc",0.088,PGN,"Raleigh, NC",Utilities,Electric Utilities
"Forest Laboratories, Inc ",0.088,FRX,"Parsippany, NJ",Health Care,Pharmaceuticals
El Paso Corp,0.088,EP,"Tulsa, OK",Energy,Oil & Gas E&P
Moody's Corp,0.087,MCO,"New York City, New York",Financials,Financial Exchanges & Data
"Humana, Inc ",0.087,HUM,"Louisville, Kentucky",Health Care,Managed Health Care
"Host Hotels & Resorts, Inc",0.086,HST,"Bethesda, Maryland",Real Estate,Hotel & Resort REITs
Southwest Airlines Co,0.085,LUV,"Dallas, Texas",Industrials,Passenger Airlines
Kimco Realty Corp,0.084,KIM,"Jericho, New York",Real Estate,Retail REITs
"Rockwell Automation, Inc",0.084,ROK,"Milwaukee, Wisconsin",Industrials,Electrical Components & Equipment
Countrywide Financial Corp,0.084,CFC,"Calabasas, CA",Financials,Thrifts & Mortgage Finance
"Autodesk, Inc ",0.084,ADSK,"San Francisco, California",Information Technology,Application Software
Cognizant Technology Solutions Corp (Class A) ,0.083,CTSH,"Teaneck, New Jersey",Information Technology,IT Consulting & Other Services
Discover Financial Services ,0.082,DFS,"Riverwoods, IL",Financials,Consumer Finance
Electronic Data Systems Corp,0.082,EDS,"Plano, TX",Information Technology,IT Consulting & Other Services
Marshall & Ilsley Corp,0.082,MI,"Sha Tin, Hong Kong",Consumer Cyclical,Internet Retail
"Legg Mason, Inc",0.081,LM,"Baltimore, MD",Financials,Asset Management & Custody Banks
"Allegheny Technologies, Inc",0.081,AYE,"Greensburg, PA",Utilities,Electric Utilities
KLA-Tencor Corp,0.08,KLAC,"Milpitas, California",Information Technology,Semiconductor Materials & Equipment
"Reynolds American, Inc",0.079,RAI,"Winston-Salem, NC",Consumer Staples,Tobacco
"IntercontinentalExchange, Inc ",0.078,ICE,"Atlanta, Georgia",Financials,Financial Exchanges & Data
Ameren Corp,0.078,AEE,"St. Louis, Missouri",Utilities,Multi-Utilities
"CA, Inc",0.077,CA,"Islandia, NY",Information Technology,Systems Software
Sears Holdings Corp ,0.076,SHLD,"Hoffman Estates, IL",Consumer Discretionary,Department Stores
"Gannett Co, Inc",0.075,GCI,"McLean, VA",Communication Services,Publishing
"Intuit, Inc ",0.075,INTU,"Mountain View, California",Information Technology,Application Software
Dover Corp,0.075,DOV,"Downers Grove, Illinois",Industrials,Industrial Machinery & Supplies & Components
"Pitney Bowes, Inc",0.074,PBI,"Stamford, CT",Industrials,Integrated Freight & Logistics
"Gap, Inc",0.074,GAP,"San Francisco, CA",Consumer Cyclical,Apparel Retail
"Network Appliance, Inc ",0.073,NTAP,"San Jose, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"Coventry Health Care, Inc ",0.072,CVH,"Bethesda, MD",Health Care,Managed Health Care
