Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
"Baxter International, Inc",0.405,BAX,"Deerfield, Illinois",Health Care,Health Care Equipment
Exelon Corp,0.405,EXC,"Chicago, Illinois",Utilities,Electric Utilities
American Express Co,0.404,AXP,"New York City, New York",Financials,Consumer Finance
"Altria Group, Inc",0.401,MO,"Richmond, Virginia",Consumer Staples,Tobacco
Devon Energy Corp,0.396,DVN,"Oklahoma City, Oklahoma",Energy,Oil & Gas Exploration & Production
"Merrill Lynch & Co, Inc",0.38,MER,"New York, NY",Financials,Investment Banking & Brokerage
"MetLife, Inc",0.378,MET,"New York City, New York",Financials,Life & Health Insurance
Colgate-Palmolive Co,0.374,CL,"New York City, New York",Consumer Staples,Household Products
Bank of New York Mellon Corp,0.367,BK,"New York City, New York",Financials,Asset Management & Custody Banks
Target Corp,0.364,TGT,"Minneapolis, Minnesota",Consumer Staples,Consumer Staples Merchandise Retail
Lockheed Martin Corp,0.359,LMT,"Bethesda, Maryland",Industrials,Aerospace & Defense
Du Pont (EI) de Nemours & Co,0.358,DD,"Wilmington, Delaware",Materials,Specialty Chemicals
"Caterpillar, Inc",0.357,CAT,"Irving, Texas",Industrials,Construction Machinery & Heavy Transportation Equipment
Union Pacific Corp,0.356,UNP,"Omaha, Nebraska",Industrials,Rail Transportation
"Transocean, Inc ",0.345,RIG,"Steinhausen, Switzerland",Energy,Oil & Gas Drilling
Apache Corp,0.343,APA,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Lowe's Cos, Inc",0.342,LOW,"Mooresville, North Carolina",Consumer Discretionary,Home Improvement Retail
Emerson Electric Co,0.311,EMR,"Ferguson, Missouri",Industrials,Electrical Components & Equipment
"Honeywell International, Inc",0.304,HON,"Charlotte, North Carolina",Industrials,Industrial Conglomerates
"UnitedHealth Group, Inc",0.304,UNH,"Eden Prairie, Minnesota",Health Care,Managed Health Care
"Prudential Financial, Inc",0.302,PRU,"Newark, New Jersey",Financials,Life & Health Insurance
Walgreen Co,0.301,WBA,"Deerfield, IL",Consumer Staples,Drug Retail
Schering-Plough Corp,0.295,SGP,"Kenilworth, NJ",Health Care,Pharmaceuticals
Dow Chemical Co,0.289,DOW,"Midland, Michigan",Materials,Commodity Chemicals
General Dynamics Corp,0.288,GD,"Reston, Virginia",Industrials,Aerospace & Defense
Southern Co,0.286,SO,"Atlanta, Georgia",Utilities,Electric Utilities
Celgene Corp ,0.283,CELG,"Summit, NJ",Health Care,Biotechnology
"Dell, Inc ",0.282,DELL,"Round Rock, Texas",Information Technology,"Technology Hardware, Storage & Peripherals"
Halliburton Co,0.28,HAL,"Houston, Texas",Energy,Oil & Gas Equipment & Services
Costco Wholesale Corp,0.278,COST,"Issaquah, Washington",Consumer Staples,Consumer Staples Merchandise Retail
"Texas Instruments, Inc",0.277,TXN,"Dallas, Texas",Information Technology,Semiconductors
Marathon Oil Corp,0.277,MRO,"Houston, TX",Energy,Oil & Gas Exploration & Production
"AFLAC, Inc",0.275,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
News Corp (Class A),0.271,NWSA,"New York City, New York",Communication Services,Publishing
"Covidien, Ltd",0.266,COV,"Mansfield, MA",Health Care,Health Care Equipment
Kimberly-Clark Corp,0.264,KMB,"Irving, Texas",Consumer Staples,Household Products
"Travelers Cos, Inc",0.263,TRV,"New York City, New York",Financials,Property & Casualty Insurance
"NIKE, Inc (Class B)",0.258,NKE,"Washington County, Oregon",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Burlington Northern Santa Fe Corp,0.256,BNI,"Fort Worth, TX",Industrials,Railroads
"PNC Financial Services Group, Inc",0.254,PNC,"Pittsburgh, Pennsylvania",Financials,Diversified Banks
"XTO Energy, Inc",0.251,XTO,"Fort Worth, TX",Energy,Oil & Gas Exploration & Production
Morgan Stanley,0.25,MS,"New York City, New York",Financials,Investment Banking & Brokerage
Allstate Corp,0.246,ALL,"Northbrook, Illinois",Financials,Property & Casualty Insurance
"Dominion Resources, Inc",0.244,D,"Richmond, Virginia",Utilities,Multi-Utilities
Norfolk Southern Corp,0.244,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
"CME Group, Inc",0.243,CME,"Chicago, Illinois",Financials,Financial Exchanges & Data
EMC Corp ,0.243,EMC,"Hopkinton, MA",Information Technology,"Technology Hardware, Storage & Peripherals"
FedEx Corp,0.242,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
"Corning, Inc",0.242,GLW,"Corning, New York",Information Technology,Electronic Components
State Street Corp,0.242,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
"eBay, Inc ",0.24,EBAY,"San Jose, California",Consumer Discretionary,Broadline Retail
Charles Schwab Corp,0.239,SCHW,"Westlake, Texas",Financials,Investment Banking & Brokerage
"Yahoo!, Inc ",0.236,YHOO,"Sunnyvale, CA",Communication Services,Interactive Media & Services
"WellPoint, Inc ",0.236,ANTM,"Indianapolis, IN",Health Care,Managed Health Care
Hess Corp,0.229,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
"Amazoncom, Inc ",0.228,AMZN,"Seattle, Washington",Consumer Discretionary,Broadline Retail
"General Mills, Inc",0.226,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
"Thermo Fisher Scientific, Inc ",0.226,TMO,"Waltham, Massachusetts",Health Care,Life Sciences Tools & Services
"Medco Health Solutions, Inc ",0.223,MHS,"Franklin Lakes, NJ",Health Care,Health Care Services
Anadarko Petroleum Corp,0.223,APC,"The Woodlands, TX",Energy,Oil & Gas Exploration & Production
"Praxair, Inc",0.222,PX,"Dallas, TX",Financial Services,Asset Management
Raytheon Co,0.219,RTN,"Waltham, MA",Industrials,Aerospace & Defense
CSX Corp,0.219,CSX,"Jacksonville, Florida",Industrials,Rail Transportation
"EOG Resources, Inc",0.218,EOG,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Duke Energy Corp,0.216,DUK,"Charlotte, North Carolina",Utilities,Electric Utilities
"Automatic Data Processing, Inc",0.214,ADP,"Roseland, New Jersey",Industrials,Human Resource & Employment Services
Genzyme Corp ,0.214,GENZ,"Cambridge, MA",Health Care,Biotechnology
"Simon Property Group, Inc",0.214,SPG,"Indianapolis, Indiana",Real Estate,Retail REITs
"Freeport-McMoRan Copper & Gold, Inc",0.214,FCX,"Phoenix, Arizona",Materials,Copper
Deere & Co,0.208,DE,"Moline, Illinois",Industrials,Agricultural & Farm Machinery
"National-Oilwell Varco, Inc ",0.206,NOV,"Houston, TX",Energy,Oil & Gas Equipment & Services
"Adobe Systems, Inc ",0.206,ADBE,"San Jose, California",Information Technology,Application Software
BB&T Corp,0.203,BBT,"Boston, MA",Financial Services,Banks - Regional
"FPL Group, Inc",0.201,FPL,"Juno Beach, FL",Utilities,Electric Utilities
Northrop Grumman Corp,0.201,NOC,"West Falls Church, Virginia[3]",Industrials,Aerospace & Defense
FirstEnergy Corp,0.2,FE,"Akron, Ohio",Utilities,Electric Utilities
"Applied Materials, Inc",0.199,AMAT,"Santa Clara, California",Information Technology,Semiconductor Materials & Equipment
Chubb Corp,0.195,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"Becton, Dickinson & Co",0.192,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
Capital One Financial Corp,0.189,COF,"Tysons Corner, Virginia",Financials,Consumer Finance
Chesapeake Energy Corp,0.184,CHKAQ,"Oklahoma City, OK",Energy,Oil & Gas Exploration & Production
"Baker Hughes, Inc",0.183,BKR,"Houston, Texas",Energy,Oil & Gas Equipment & Services
Sysco Corp,0.182,SYY,"Houston, Texas",Consumer Staples,Food Distributors
Boston Scientific Corp ,0.181,BSX,"Marlborough, Massachusetts",Health Care,Health Care Equipment
"Alcoa, Inc",0.18,AA,"Pittsburgh, PA",Basic Materials,Aluminum
"Express Scripts, Inc ",0.179,ESRX,"St. Louis, MO",Health Care,Health Care Services
Kroger Co,0.177,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
Western Union Co,0.177,WU,"Denver, CO",Financial Services,Credit Services
"Johnson Controls, Inc",0.176,JCI,"Cork, Ireland",Industrials,Building Products
"Illinois Tool Works, Inc",0.175,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
"Avon Products, Inc",0.174,AVP,"London, UK",Consumer Staples,Personal Products
Newmont Mining Corp (Holding Co),0.174,NEM,"Denver, Colorado",Materials,Gold
"Cardinal Health, Inc",0.174,CAH,"Dublin, Ohio",Health Care,Health Care Distributors
Danaher Corp,0.174,DHR,"Washington, D.C.",Health Care,Life Sciences Tools & Services
Sprint Nextel Corp,0.171,S,"Mountain View, CA",Technology,Software - Infrastructure
"Aetna, Inc",0.168,AET,"Hartford, CT",Health Care,Managed Health Care
"Weatherford International, Ltd ",0.167,WFRD,"Houston, TX",Energy,Oil & Gas Equipment & Services
Wm Wrigley Jr Co,0.167,WWY,"Chicago, IL",Consumer Staples,Food Retail
Entergy Corp,0.167,ETR,"New Orleans, Louisiana",Utilities,Electric Utilities
"Tyco International, Ltd",0.164,TYC,"Schaffhausen, Switzerland",Industrials,Industrial Conglomerates
"Public Service Enterprise Group, Inc",0.164,PEG,"Newark, New Jersey",Utilities,Electric Utilities
Symantec Corp ,0.161,SYMC,"Tempe, AZ",Information Technology,Systems Software
"Marsh & McLennan Cos, Inc",0.16,MMC,"New York, NY",Financial Services,Insurance Brokers
"Motorola, Inc",0.158,MSI,"Chicago, Illinois",Information Technology,Communications Equipment
"Staples, Inc",0.157,SPLS,"Framingham, MA",Consumer Discretionary,Specialty Stores
"SunTrust Banks, Inc",0.157,STI,"Dallas, TX",Industrials,Electrical Equipment & Parts
Northern Trust Corp,0.156,NTRS,"Chicago, Illinois",Financials,Asset Management & Custody Banks
Valero Energy Corp,0.156,VLO,"San Antonio, Texas",Energy,Oil & Gas Refining & Marketing
"Allergan, Inc",0.155,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
HJ Heinz Co,0.153,HNZ,"Pittsburgh, PA",Consumer Staples,Packaged Foods & Meats
"Viacom, Inc (Class B) ",0.152,VIAB,"New York, NY",Communication Services,Movies & Entertainment
"Waste Management, Inc",0.152,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
Stryker Corp,0.152,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
Carnival Corp,0.151,CCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Yum! Brands, Inc",0.15,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"DIRECTV Group, Inc ",0.148,DTV,"El Segundo, CA",Communication Services,Broadcasting
McKesson Corp,0.146,MCK,"Irving, Texas",Health Care,Health Care Distributors
"American Electric Power Co, Inc",0.146,AEP,"Columbus, Ohio",Utilities,Electric Utilities
"St Jude Medical, Inc ",0.145,STJ,"St. Paul, MN",Health Care,Health Care Equipment
Spectra Energy Corp,0.144,SE,"Singapore, Singapore",Consumer Cyclical,Internet Retail
"Biogen Idec, Inc ",0.143,BIIB,"Cambridge, Massachusetts",Health Care,Biotechnology
"Zimmer Holdings, Inc ",0.143,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
"Air Products & Chemicals, Inc",0.142,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
Loews Corp,0.14,L,"New York City, New York",Financials,Multi-line Insurance
American Tower Corp (Class A) ,0.139,AMT,"Boston, Massachusetts",Real Estate,Telecom Tower REITs
Archer-Daniels-Midland Co,0.138,ADM,"Chicago, Illinois",Consumer Staples,Agricultural Products & Services
Kellogg Co,0.138,K,"Chicago, IL",Consumer Defensive,Packaged Foods
Kohl's Corp ,0.138,KSS,"Menomonee Falls, WI",Consumer Cyclical,Department Stores
"T Rowe Price Group, Inc",0.137,TROW,"Baltimore, Maryland",Financials,Asset Management & Custody Banks
"PACCAR, Inc",0.137,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
PPL Corp,0.135,PPL,"Allentown, Pennsylvania",Utilities,Electric Utilities
"Williams Cos, Inc",0.134,WMB,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
"Franklin Resources, Inc",0.132,BEN,"San Mateo, California",Financials,Asset Management & Custody Banks
PG&E Corp,0.131,PCG,"Oakland, California",Utilities,Multi-Utilities
"Tyco Electronics, Ltd",0.128,TEL,"Galway, Ireland",Information Technology,Electronic Manufacturing Services
Edison International,0.128,EIX,"Rosemead, California",Utilities,Electric Utilities
"MasterCard, Inc (Class A)",0.126,MA,"Harrison, New York",Financials,Transaction & Payment Processing Services
"TJX Cos, Inc",0.126,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
Weyerhaeuser Co,0.125,WY,"Seattle, Washington",Real Estate,Timber REITs
"Best Buy Co, Inc",0.125,BBY,"Richfield, Minnesota",Consumer Discretionary,Computer & Electronics Retail
"Smith International, Inc",0.124,SWH,"Springfield, MA",Consumer Discretionary,Leisure Products
Aon Corp,0.123,AON,"London, United Kingdom",Financials,Insurance Brokers
Nucor Corp,0.123,NUE,"Charlotte, North Carolina",Materials,Steel
Vornado Realty Trust,0.123,VNO,"New York, NY",Real Estate,REIT - Office
Sempra Energy,0.122,SRE,"San Diego, California",Utilities,Multi-Utilities
"Public Storage, Inc",0.122,PSA,"Glendale, California",Real Estate,Self-Storage REITs
"Hartford Financial Services Group, Inc",0.122,HIG,"Hartford, Connecticut",Financials,Property & Casualty Insurance
"Lorillard, Inc",0.121,LO,"Greensboro, NC",Consumer Staples,Tobacco
"Omnicom Group, Inc",0.121,OMC,"New York City, New York",Communication Services,Advertising
Peabody Energy Corp,0.12,BTU,"Saint Louis, MO",Energy,Thermal Coal
Murphy Oil Corp,0.12,MUR,"Houston, TX",Energy,Oil & Gas E&P
Equity Residential Properties Trust,0.118,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
"L-3 Communications Holdings, Inc",0.117,LLL,"New York, NY",Industrials,Aerospace & Defense
Progressive Corp,0.116,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
Noble Corp,0.116,NE,"Houston, TX",Energy,Oil & Gas Drilling
"Electronic Arts, Inc ",0.115,EA,"Redwood City, California",Communication Services,Interactive Home Entertainment
"Consolidated Edison, Inc",0.115,ED,"New York City, New York",Utilities,Multi-Utilities
Ford Motor Co ,0.115,F,"Dearborn, Michigan",Consumer Discretionary,Automobile Manufacturers
"Juniper Networks, Inc ",0.113,JNPR,"Sunnyvale, CA",Information Technology,Communications Equipment
"Principal Financial Group, Inc",0.11,PFG,"Des Moines, Iowa",Financials,Life & Health Insurance
"Progress Energy, Inc",0.11,PGN,"Raleigh, NC",Utilities,Electric Utilities
"Boston Properties, Inc",0.11,BXP,"Boston, Massachusetts",Real Estate,Office REITs
International Paper Co,0.11,IP,"Memphis, Tennessee",Materials,Paper & Plastic Packaging Products & Materials
Lincoln National Corp,0.108,LNC,"Radnor, PA",Financial Services,Insurance - Life
Precision Castparts Corp,0.108,PCP,"Portland, OR",Industrials,Aerospace & Defense
Starbucks Corp ,0.106,SBUX,"Seattle, Washington",Consumer Discretionary,Restaurants
ProLogis,0.106,PLD,"San Francisco, California",Real Estate,Industrial REITs
"Agilent Technologies, Inc ",0.105,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
Southwest Airlines Co,0.104,LUV,"Dallas, Texas",Industrials,Passenger Airlines
"Paychex, Inc",0.104,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
Southwestern Energy Co ,0.103,SWN,"Spring, TX",Energy,Oil & Gas Exploration & Production
"Safeway, Inc",0.102,SWY,"Pleasanton, CA",Consumer Staples,Food Retail
NYSE Euronext,0.102,NYX,"New York, NY",Financials,Financial Exchanges & Data
"Intuit, Inc ",0.1,INTU,"Mountain View, California",Information Technology,Application Software
"HCP, Inc",0.099,PEAK,"Irvine, CA",Real Estate,Health Care REITs
ITT Corp,0.099,ITT,"Stamford, CT",Industrials,Specialty Industrial Machinery
Xerox Corp,0.099,XRX,"Norwalk, CT",Industrials,Business Equipment & Supplies
"McGraw-Hill Cos, Inc",0.099,SPGI,"New York City, New York",Financials,Financial Exchanges & Data
"Ingersoll-Rand Co, Ltd (Class A)",0.097,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
Fluor Corp,0.097,FLR,"Irving, TX",Industrials,Engineering & Construction
CBS Corp (Class B),0.097,CBS,"New York, NY",Communication Services,Broadcasting
"UST, Inc",0.097,UST,"Greenwich, CT",Consumer Staples,Tobacco
"Hudson City Bancorp, Inc",0.094,HCBK,"Lodi, NJ",Financials,Thrifts & Mortgage Finance
"Noble Energy, Inc",0.094,NBL,"Houston, TX",Energy,Oil & Gas Exploration & Production
"PPG Industries, Inc",0.094,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
"CR Bard, Inc",0.092,BCR,"Murray Hill, NJ",Health Care,Health Care Equipment
CIGNA Corp,0.092,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
"Intuitive Surgical, Inc ",0.091,ISRG,"Sunnyvale, California",Health Care,Health Care Equipment
Eaton Corp,0.091,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
United States Steel Corp,0.09,X,"Pittsburgh, PA",Materials,Steel
El Paso Corp,0.088,EP,"Tulsa, OK",Energy,Oil & Gas E&P
"American International Group, Inc",0.088,AIG,"New York City, New York",Financials,Multi-line Insurance
"Xcel Energy, Inc",0.088,XEL,"Minneapolis, Minnesota",Utilities,Multi-Utilities
Sara Lee Corp,0.088,SLE,"Santa Monica, CA",Communication Services,Internet Content & Information
Parker-Hannifin Corp,0.087,PH,"Cleveland, Ohio",Industrials,Industrial Machinery & Supplies & Components
"ConAgra Foods, Inc",0.087,CAG,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
"Cummins, Inc",0.087,CMI,"Columbus, Indiana",Industrials,Construction Machinery & Heavy Transportation Equipment
"Harley-Davidson, Inc",0.087,HOG,"Milwaukee, WI",Consumer Cyclical,Recreational Vehicles
Unum Group,0.085,UNM,"Chattanooga, TN",Financial Services,Insurance - Life
"CH Robinson Worldwide, Inc",0.085,CHRW,"Eden Prairie, Minnesota",Industrials,Air Freight & Logistics
Rohm & Haas Co,0.085,ROH,"Philadelphia, PA",Materials,Specialty Chemicals
Clorox Co,0.085,CLX,"Oakland, California",Consumer Staples,Household Products
"Forest Laboratories, Inc ",0.085,FRX,"Parsippany, NJ",Health Care,Pharmaceuticals
"Fortune Brands, Inc",0.085,FBHS,"Deerfield, IL",Industrials,Building Products
"Plum Creek Timber Co, Inc",0.084,PCL,"Seattle, WA",Real Estate,Specialized REITs
"Ecolab, Inc",0.084,ECL,"Saint Paul, Minnesota",Materials,Specialty Chemicals
Kimco Realty Corp,0.083,KIM,"Jericho, New York",Real Estate,Retail REITs
"Coach, Inc ",0.083,TPR,"New York City, New York",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
"CONSOL Energy, Inc",0.082,CEIX,"Canonsburg, PA",Energy,Coal & Consumable Fuels
Cameron International Corp ,0.082,CAM,"Houston, TX",Energy,Oil & Gas Equipment & Services
"The Gap, Inc",0.082,GAP,"San Francisco, CA",Consumer Cyclical,Apparel Retail
Broadcom Corp (Class A) ,0.082,BRCM,"Irvine, CA",Information Technology,Semiconductors
"ENSCO International, Inc",0.082,ESV,"London, UK",Energy,Oil & Gas Drilling
"Ameriprise Financial, Inc",0.081,AMP,"Minneapolis, Minnesota",Financials,Asset Management & Custody Banks
"Reynolds American, Inc",0.081,RAI,"Winston-Salem, NC",Consumer Staples,Tobacco
Campbell Soup Co,0.08,CPB,"Camden, New Jersey",Consumer Staples,Packaged Foods & Meats
Ameren Corp,0.08,AEE,"St. Louis, Missouri",Utilities,Multi-Utilities
"Bed Bath & Beyond, Inc ",0.08,BBBY,"Union, NJ",Consumer Discretionary,Specialty Stores
Vulcan Materials Co,0.08,VMC,"Birmingham, Alabama",Materials,Construction Materials
"Quest Diagnostics, Inc",0.08,DGX,"Secaucus, New Jersey",Health Care,Health Care Services
Invesco Ltd,0.08,IVZ,"Atlanta, Georgia",Financials,Asset Management & Custody Banks
Leucadia National Corp,0.079,LUK,"New York, NY",Financials,Multi-Sector Holdings
AES Corp ,0.077,AES,"Arlington, Virginia",Utilities,Independent Power Producers & Energy Traders
"CA, Inc",0.077,CA,"Islandia, NY",Information Technology,Systems Software
"Fiserv, Inc ",0.076,FI,"Milwaukee, WI",Financials,Transaction & Payment Processing Services
"Rockwell Collins, Inc",0.076,COL,"Cedar Rapids, IA",Industrials,Aerospace & Defense
Laboratory Corp of America Holdings ,0.076,LH,"Burlington, North Carolina",Health Care,Health Care Services
"Marriott International, Inc (Class A)",0.076,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Dover Corp,0.075,DOV,"Downers Grove, Illinois",Industrials,Industrial Machinery & Supplies & Components
"Analog Devices, Inc",0.075,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
"AvalonBay Communities, Inc",0.074,AVB,"Arlington, Virginia",Real Estate,Multi-Family Residential REITs
Wachovia Corp,0.074,WB,"Beijing, China",Communication Services,Internet Content & Information
"Macy's, Inc",0.074,M,"New York, NY",Consumer Cyclical,Department Stores
"Autodesk, Inc ",0.074,ADSK,"San Francisco, California",Information Technology,Application Software
"Expeditors International of Washington, Inc",0.073,EXPD,"Seattle, Washington",Industrials,Air Freight & Logistics
"H&R Block, Inc",0.073,HRB,"Kansas City, MO",Consumer Cyclical,Personal Services
"JC Penney Co, Inc",0.072,JCP,"Plano, TX",Consumer Discretionary,Department Stores
"Textron, Inc",0.071,TXT,"Providence, Rhode Island",Industrials,Aerospace & Defense
"Varian Medical Systems, Inc ",0.07,VAR,"Palo Alto, CA",Health Care,Health Care Equipment
Questar Corp,0.069,STR,"Salt Lake City, UT",Utilities,Gas Utilities
"Barr Pharmaceuticals, Inc ",0.069,BRL,"Woodcliff Lake, NJ",Health Care,Pharmaceuticals
Molson Coors Brewing Co (Class B),0.069,TAP,"Chicago, Illinois",Consumer Staples,Brewers
"Nabors Industries, Ltd ",0.069,NBR,"Hamilton, Bermuda",Energy,Oil & Gas Drilling
Amphenol Corp (Class A),0.068,APH,"Wallingford, Connecticut",Information Technology,Electronic Components
"Humana, Inc ",0.068,HUM,"Louisville, Kentucky",Health Care,Managed Health Care
"Cooper Industries, Ltd (Class A)",0.068,CBE,"Dublin, Ireland",Industrials,Electrical Components & Equipment
"Host Hotels & Resorts, Inc",0.068,HST,"Bethesda, Maryland",Real Estate,Hotel & Resort REITs
"Pitney Bowes, Inc",0.068,PBI,"Stamford, CT",Industrials,Integrated Freight & Logistics
M&T Bank Corp,0.067,MTB,"Buffalo, New York",Financials,Regional Banks
Fifth Third Bancorp,0.067,FITB,"Cincinnati, Ohio",Financials,Regional Banks
Linear Technology Corp,0.067,LLTC,"Milpitas, CA",Information Technology,Semiconductors
VF Corp,0.066,VFC,"Denver, CO",Consumer Cyclical,Apparel Manufacturing
