Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
"Global Payments, Inc.",0.193,GPN,"Atlanta, Georgia",Financials,Transaction & Payment Processing Services
Norfolk Southern Corp.,0.193,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
"Micron Technology, Inc.",0.192,MU,"Boise, Idaho",Information Technology,Semiconductors
General Motors Co.,0.191,GM,"Detroit, Michigan",Consumer Discretionary,Automobile Manufacturers
"Schlumberger, Ltd.",0.191,SLB,"Houston, Texas",Energy,Oil & Gas Equipment & Services
Exelon Corp.,0.19,EXC,"Chicago, Illinois",Utilities,Electric Utilities
"L3Harris Technologies, Inc.",0.189,LHX,"Melbourne, Florida",Industrials,Aerospace & Defense
"Applied Materials, Inc.",0.187,AMAT,"Santa Clara, California",Information Technology,Semiconductor Materials & Equipment
"Illinois Tool Works, Inc.",0.186,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
"American Electric Power Co., Inc.",0.186,AEP,"Columbus, Ohio",Utilities,Electric Utilities
Phillips 66,0.186,PSX,"Houston, Texas",Energy,Oil & Gas Refining & Marketing
Edwards Lifesciences Corp.,0.185,EW,"Irvine, California",Health Care,Health Care Equipment
Aon PLC,0.185,AON,"London, United Kingdom",Financials,Insurance Brokers
Sherwin-Williams Co.,0.183,SHW,"Cleveland, Ohio",Materials,Specialty Chemicals
"Waste Management, Inc.",0.182,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
Progressive Corp.,0.182,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
"Baxter International, Inc.",0.181,BAX,"Deerfield, Illinois",Health Care,Health Care Equipment
"Illumina, Inc.",0.18,ILMN,"San Diego, CA",Healthcare,Diagnostics & Research
"Estee Lauder Cos., Inc. Class A",0.178,EL,"New York City, New York",Consumer Staples,Personal Care Products
"Vertex Pharmaceuticals, Inc.",0.176,VRTX,"Boston, Massachusetts",Health Care,Biotechnology
"Biogen, Inc.",0.174,BIIB,"Cambridge, Massachusetts",Health Care,Biotechnology
"EOG Resources, Inc.",0.174,EOG,"Houston, Texas",Energy,Oil & Gas Exploration & Production
General Dynamics Corp.,0.173,GD,"Reston, Virginia",Industrials,Aerospace & Defense
Capital One Financial Corp.,0.173,COF,"Tysons Corner, Virginia",Financials,Consumer Finance
"Walgreens Boots Alliance, Inc.",0.17,WBA,"Deerfield, IL",Consumer Staples,Drug Retail
"Analog Devices, Inc.",0.167,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
Dollar General Corp.,0.166,DG,"Goodlettsville, Tennessee",Consumer Staples,Consumer Staples Merchandise Retail
Emerson Electric Co.,0.166,EMR,"Ferguson, Missouri",Industrials,Electrical Components & Equipment
BB&T Corp.,0.165,BBT,"Boston, MA",Financial Services,Banks - Regional
Sysco Corp.,0.165,SYY,"Houston, Texas",Consumer Staples,Food Distributors
"Activision Blizzard, Inc.",0.164,ATVI,"Santa Monica, CA",Communication Services,Interactive Home Entertainment
"Ross Stores, Inc.",0.163,ROST,"Dublin, California",Consumer Discretionary,Apparel Retail
Sempra Energy,0.163,SRE,"San Diego, California",Utilities,Multi-Utilities
Marathon Petroleum Corp.,0.163,MPC,"Findlay, Ohio",Energy,Oil & Gas Refining & Marketing
"Kinder Morgan, Inc.",0.162,KMI,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
Occidental Petroleum Corp.,0.161,OXY,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Aflac, Inc.",0.158,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
"Travelers Cos., Inc.",0.157,TRV,"New York City, New York",Financials,Property & Casualty Insurance
Bank of New York Mellon Corp.,0.157,BK,"New York City, New York",Financials,Asset Management & Custody Banks
"MetLife, Inc.",0.152,MET,"New York City, New York",Financials,Life & Health Insurance
"Roper Technologies, Inc.",0.15,ROP,"Sarasota, Florida",Information Technology,Electronic Equipment & Instruments
"Welltower, Inc. REIT",0.149,WELL,"Toledo, Ohio",Real Estate,Health Care REITs
Public Storage REIT,0.148,PSA,"Glendale, California",Real Estate,Self-Storage REITs
"Prudential Financial, Inc.",0.148,PRU,"Newark, New Jersey",Financials,Life & Health Insurance
Ford Motor Co.,0.145,F,"Dearborn, Michigan",Consumer Discretionary,Automobile Manufacturers
Allstate Corp.,0.145,ALL,"Northbrook, Illinois",Financials,Property & Casualty Insurance
"Dow, Inc.",0.144,DOW,"Midland, Michigan",Materials,Commodity Chemicals
Valero Energy Corp.,0.144,VLO,"San Antonio, Texas",Energy,Oil & Gas Refining & Marketing
Eaton Corp. PLC,0.142,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
Johnson Controls International PLC,0.141,JCI,"Cork, Ireland",Industrials,Building Products
FedEx Corp.,0.141,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
"Constellation Brands, Inc. Class A",0.14,STZ,"Rochester, New York",Consumer Staples,Distillers & Vintners
"Yum! Brands, Inc.",0.14,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"Humana, Inc.",0.139,HUM,"Louisville, Kentucky",Health Care,Managed Health Care
"Marriott International, Inc. Class A",0.139,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Xcel Energy, Inc.",0.138,XEL,"Minneapolis, Minnesota",Utilities,Multi-Utilities
Moody’s Corp.,0.136,MCO,"New York City, New York",Financials,Financial Exchanges & Data
Lam Research Corp.,0.135,LRCX,"Fremont, California",Information Technology,Semiconductor Materials & Equipment
"Delta Air Lines, Inc.",0.135,DAL,"Atlanta, Georgia",Industrials,Passenger Airlines
Cognizant Technology Solutions Corp. Class A,0.135,CTSH,"Teaneck, New Jersey",Information Technology,IT Consulting & Other Services
"General Mills, Inc.",0.134,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
"Autodesk, Inc.",0.131,ADSK,"San Francisco, California",Information Technology,Application Software
"HCA Healthcare, Inc.",0.129,HCA,"Nashville, Tennessee",Health Care,Health Care Facilities
"Twitter, Inc.",0.129,TWTR,"San Francisco, CA",Communication Services,Interactive Media & Services
"Advanced Micro Devices, Inc.",0.127,AMD,"Santa Clara, California",Information Technology,Semiconductors
"Consolidated Edison, Inc.",0.127,ED,"New York City, New York",Utilities,Multi-Utilities
"TE Connectivity, Ltd.",0.127,TEL,"Galway, Ireland",Information Technology,Electronic Manufacturing Services
"Public Service Enterprise Group, Inc.",0.126,PEG,"Newark, New Jersey",Utilities,Electric Utilities
Newmont Goldcorp Corp.,0.125,NEM,"Denver, Colorado",Materials,Gold
"eBay, Inc.",0.124,EBAY,"San Jose, California",Consumer Discretionary,Broadline Retail
"O’Reilly Automotive, Inc.",0.123,ORLY,"Springfield, Missouri",Consumer Discretionary,Automotive Retail
"SunTrust Banks, Inc.",0.123,STI,"Dallas, TX",Industrials,Electrical Equipment & Parts
"ONEOK, Inc.",0.123,OKE,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
Equity Residential REIT,0.122,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
"AvalonBay Communities, Inc. REIT",0.121,AVB,"Arlington, Virginia",Real Estate,Multi-Family Residential REITs
"WEC Energy Group, Inc.",0.121,WEC,"Milwaukee, Wisconsin",Utilities,Electric Utilities
Ingersoll-Rand PLC,0.12,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
"Electronic Arts, Inc.",0.117,EA,"Redwood City, California",Communication Services,Interactive Home Entertainment
"Williams Cos., Inc.",0.117,WMB,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
VF Corp.,0.117,VFC,"Denver, CO",Consumer Cyclical,Apparel Manufacturing
Amphenol Corp. Class A,0.117,APH,"Wallingford, Connecticut",Information Technology,Electronic Components
"Motorola Solutions, Inc.",0.114,MSI,"Chicago, Illinois",Information Technology,Communications Equipment
"HP, Inc.",0.114,HPQ,"Palo Alto, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"PPG Industries, Inc.",0.113,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
"Zimmer Biomet Holdings, Inc.",0.113,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
Eversource Energy,0.111,ES,"Hartford, Connecticut",Utilities,Electric Utilities
"IQVIA Holdings, Inc.",0.11,IQV,"Durham, North Carolina",Health Care,Life Sciences Tools & Services
SBA Communications Corp. REIT,0.11,SBAC,"Boca Raton, Florida",Real Estate,Telecom Tower REITs
"Hilton Worldwide Holdings, Inc.",0.11,HLT,"Tysons Corner, Virginia",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Dollar Tree, Inc.",0.109,DLTR,"Chesapeake, Virginia",Consumer Staples,Consumer Staples Merchandise Retail
Edison International,0.109,EIX,"Rosemead, California",Utilities,Electric Utilities
"T Rowe Price Group, Inc.",0.109,TROW,"Baltimore, Maryland",Financials,Asset Management & Custody Banks
"Ventas, Inc. REIT",0.109,VTR,"Chicago, Illinois",Real Estate,Health Care REITs
"IHS Markit, Ltd.",0.109,INFO,"London, UK",Industrials,Research & Consulting Services
"Digital Realty Trust, Inc. REIT",0.109,DLR,"Austin, Texas",Real Estate,Data Center REITs
"AutoZone, Inc.",0.108,AZO,"Memphis, Tennessee",Consumer Discretionary,Automotive Retail
Southwest Airlines Co.,0.107,LUV,"Dallas, Texas",Industrials,Passenger Airlines
"Paychex, Inc.",0.107,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
FirstEnergy Corp.,0.105,FE,"Akron, Ohio",Utilities,Electric Utilities
"TransDigm Group, Inc.",0.105,TDG,"Cleveland, Ohio",Industrials,Aerospace & Defense
Discover Financial Services,0.104,DFS,"Riverwoods, IL",Financials,Consumer Finance
"Verisk Analytics, Inc.",0.104,VRSK,"Jersey City, New Jersey",Industrials,Research & Consulting Services
KLA Corp.,0.104,KLAC,"Milpitas, California",Information Technology,Semiconductor Materials & Equipment
"Cummins, Inc.",0.104,CMI,"Columbus, Indiana",Industrials,Construction Machinery & Heavy Transportation Equipment
"Tyson Foods, Inc. Class A",0.103,TSN,"Springdale, Arkansas",Consumer Staples,Packaged Foods & Meats
McKesson Corp.,0.102,MCK,"Irving, Texas",Health Care,Health Care Distributors
"T-MobileUS, Inc.",0.1,TMUS,"Bellevue, Washington",Communication Services,Wireless Telecommunication Services
Willis Towers Watson PLC,0.1,WTW,"London, United Kingdom",Financials,Insurance Brokers
"FleetCor Technologies, Inc.",0.1,FLT,"Atlanta, GA",Information Technology,Data Processing & Outsourced Services
Ball Corp.,0.099,BALL,"Broomfield, Colorado",Materials,"Metal, Glass & Plastic Containers"
DTE Energy Co.,0.098,DTE,"Detroit, Michigan",Utilities,Multi-Utilities
"Xilinx, Inc.",0.098,XLNX,"San Jose, CA",Information Technology,Semiconductors
Realty Income Corp. REIT,0.098,O,"San Diego, California",Real Estate,Retail REITs
"PACCAR, Inc.",0.097,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
"Agilent Technologies, Inc.",0.096,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
Entergy Corp.,0.094,ETR,"New Orleans, Louisiana",Utilities,Electric Utilities
"IDEXX Laboratories, Inc.",0.094,IDXX,"Westbrook, Maine",Health Care,Health Care Equipment
Parker-Hannifin Corp.,0.094,PH,"Cleveland, Ohio",Industrials,Industrial Machinery & Supplies & Components
LyondellBasell Industries NV Class A,0.094,LYB,"Rotterdam, Netherlands",Materials,Specialty Chemicals
Hershey Co.,0.093,HSY,"Hershey, Pennsylvania",Consumer Staples,Packaged Foods & Meats
Archer-Daniels-Midland Co.,0.093,ADM,"Chicago, Illinois",Consumer Staples,Agricultural Products & Services
PPL Corp.,0.092,PPL,"Allentown, Pennsylvania",Utilities,Electric Utilities
Monster Beverage Corp.,0.092,MNST,"Corona, California",Consumer Staples,Soft Drinks & Non-alcoholic Beverages
Cintas Corp.,0.092,CTAS,"Mason, Ohio",Industrials,Diversified Support Services
Aptiv PLC,0.091,APTV,"Dublin, Ireland",Consumer Discretionary,Automotive Parts & Equipment
"American Water Works Co., Inc.",0.09,AWK,"Camden, New Jersey",Utilities,Water Utilities
"Corning, Inc.",0.09,GLW,"Corning, New York",Information Technology,Electronic Components
"Regeneron Pharmaceuticals, Inc.",0.09,REGN,"Tarrytown, New York",Health Care,Biotechnology
State Street Corp.(c),0.089,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
Cerner Corp.,0.089,CERN,"North Kansas City, MO",Health Care,Health Care Technology
"Microchip Technology, Inc.",0.089,MCHP,"Chandler, Arizona",Information Technology,Semiconductors
"Alexion Pharmaceuticals, Inc.",0.089,ALXN,"Boston, MA",Health Care,Biotechnology
"Hartford Financial Services Group, Inc.",0.088,HIG,"Hartford, Connecticut",Financials,Property & Casualty Insurance
"Stanley Black & Decker, Inc.",0.088,SWK,"New Britain, Connecticut",Industrials,Industrial Machinery & Supplies & Components
"Chipotle Mexican Grill, Inc.",0.087,CMG,"Newport Beach, California",Consumer Discretionary,Restaurants
"Essex Property Trust, Inc. REIT",0.086,ESS,"San Mateo, California",Real Estate,Multi-Family Residential REITs
M&T Bank Corp.,0.085,MTB,"Buffalo, New York",Financials,Regional Banks
Pioneer Natural Resources Co.,0.085,PXD,"Irving, TX",Energy,Oil & Gas Exploration & Production
"Corteva, Inc.",0.085,CTVA,"Indianapolis, Indiana",Materials,Fertilizers & Agricultural Chemicals
Synchrony Financial,0.084,SYF,"Stamford, Connecticut",Financials,Consumer Finance
"AMETEK, Inc.",0.084,AME,"Berwyn, Pennsylvania",Industrials,Electrical Components & Equipment
Kroger Co.,0.084,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
Weyerhaeuser Co. REIT,0.083,WY,"Seattle, Washington",Real Estate,Timber REITs
"Synopsys, Inc.",0.083,SNPS,"Sunnyvale, California",Information Technology,Application Software
Northern Trust Corp.,0.082,NTRS,"Chicago, Illinois",Financials,Asset Management & Custody Banks
Fortive Corp.,0.082,FTV,"Everett, Washington",Industrials,Industrial Machinery & Supplies & Components
Vulcan Materials Co.,0.081,VMC,"Birmingham, Alabama",Materials,Construction Materials
Fifth Third Bancorp,0.081,FITB,"Cincinnati, Ohio",Financials,Regional Banks
Hewlett Packard Enterprise Co.,0.08,HPE,"Houston, Texas",Information Technology,"Technology Hardware, Storage & Peripherals"
"VeriSign, Inc.",0.08,VRSN,"Reston, Virginia",Information Technology,Internet Services & Infrastructure
"United Continental Holdings, Inc.",0.079,UAL,"Chicago, Illinois",Industrials,Passenger Airlines
"Rockwell Automation, Inc.",0.079,ROK,"Milwaukee, Wisconsin",Industrials,Electrical Components & Equipment
Ameren Corp.,0.079,AEE,"St. Louis, Missouri",Utilities,Multi-Utilities
Clorox Co.,0.078,CLX,"Oakland, California",Consumer Staples,Household Products
"Ameriprise Financial, Inc.",0.078,AMP,"Minneapolis, Minnesota",Financials,Asset Management & Custody Banks
"ResMed, Inc.",0.078,RMD,"San Diego, California",Health Care,Health Care Equipment
"McCormick & Co., Inc.",0.077,MKC,"Hunt Valley, Maryland",Consumer Staples,Packaged Foods & Meats
"Boston Properties, Inc. REIT",0.075,BXP,"Boston, Massachusetts",Real Estate,Office REITs
Fastenal Co.,0.075,FAST,"Winona, Minnesota",Industrials,Trading Companies & Distributors
"Expedia Group, Inc.",0.075,EXPE,"Seattle, Washington",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"ANSYS, Inc.",0.075,ANSS,"Canonsburg, PA",Information Technology,Application Software
"Cadence Design Systems, Inc.",0.075,CDNS,"San Jose, California",Information Technology,Application Software
"Republic Services, Inc.",0.075,RSG,"Phoenix, Arizona",Industrials,Environmental & Facilities Services
"Royal Caribbean Cruises, Ltd.",0.075,RCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Church & Dwight Co., Inc.",0.074,CHD,"Ewing, New Jersey",Consumer Staples,Household Products
"MSCI, Inc.",0.074,MSCI,"New York City, New York",Financials,Financial Exchanges & Data
"Keysight Technologies, Inc.",0.074,KEYS,"Santa Rosa, California",Information Technology,Electronic Equipment & Instruments
CMS Energy Corp.,0.073,CMS,"Jackson, Michigan",Utilities,Multi-Utilities
KeyCorp,0.072,KEY,"Cleveland, Ohio",Financials,Regional Banks
CDW Corp.,0.072,CDW,"Vernon Hills, Illinois",Information Technology,Technology Distributors
"CBRE Group, Inc. Class A",0.072,CBRE,"Dallas, Texas",Real Estate,Real Estate Services
Centene Corp.,0.072,CNC,"St. Louis, Missouri",Health Care,Managed Health Care
"D.R. Horton, Inc.",0.072,DHI,"Arlington, Texas",Consumer Discretionary,Homebuilding
