Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
3M Co.,0.518,MMM,"Saint Paul, Minnesota",Industrials,Industrial Conglomerates
Bristol-Myers Squibb Co.,0.509,BMY,"New York City, New York",Health Care,Pharmaceuticals
Occidental Petroleum Corp.,0.503,OXY,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"UnitedHealth Group, Inc.",0.489,UNH,"Eden Prairie, Minnesota",Health Care,Managed Health Care
Union Pacific Corp.,0.482,UNP,"Omaha, Nebraska",Industrials,Rail Transportation
"American International Group, Inc.",0.479,AIG,"New York City, New York",Financials,Multi-line Insurance
"AbbVie, Inc.",0.473,ABBV,"North Chicago, Illinois",Health Care,Biotechnology
"MasterCard, Inc. (Class A)",0.469,MA,"Harrison, New York",Financials,Transaction & Payment Processing Services
American Express Co.,0.469,AXP,"New York City, New York",Financials,Consumer Finance
CVS Caremark Corp.,0.465,CVS,"Woonsocket, Rhode Island",Health Care,Health Care Services
"Altria Group, Inc.",0.46,MO,"Richmond, Virginia",Consumer Staples,Tobacco
U.S. Bancorp,0.451,USB,"Minneapolis, Minnesota",Financials,Diversified Banks
"Twenty-First Century Fox, Inc. (Class A)",0.446,FOXA,"New York City, New York",Communication Services,Broadcasting
Ford Motor Co.,0.444,F,"Dearborn, Michigan",Consumer Discretionary,Automobile Manufacturers
"The Goldman Sachs Group, Inc.",0.442,GS,"New York City, New York",Financials,Investment Banking & Brokerage
"United Parcel Service, Inc.(Class B)",0.441,UPS,"Sandy Springs, Georgia",Industrials,Air Freight & Logistics
"Honeywell International, Inc.",0.436,HON,"Charlotte, North Carolina",Industrials,Industrial Conglomerates
"eBay, Inc.",0.435,EBAY,"San Jose, California",Consumer Discretionary,Broadline Retail
Celgene Corp.,0.423,CELG,"Summit, NJ",Health Care,Biotechnology
"Time Warner, Inc.",0.405,TWX,"New York, NY",Communication Services,Movies & Entertainment
Starbucks Corp.,0.387,SBUX,"Seattle, Washington",Consumer Discretionary,Restaurants
"Biogen Idec, Inc.",0.381,BIIB,"Cambridge, Massachusetts",Health Care,Biotechnology
"Mondelez International, Inc. (Class A)",0.374,MDLZ,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
Monsanto Co.,0.372,MON,"St. Louis, MO",Materials,Fertilizers & Agricultural Chemicals
"NIKE, Inc. (Class B)",0.363,NKE,"Washington County, Oregon",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
E. I. du Pont de Nemours & Co.,0.362,DD,"Wilmington, Delaware",Materials,Specialty Chemicals
EMC Corp.,0.356,EMC,"Hopkinton, MA",Information Technology,"Technology Hardware, Storage & Peripherals"
"Medtronic, Inc.",0.355,MDT,"Dublin, Ireland",Health Care,Health Care Equipment
"Caterpillar, Inc.",0.355,CAT,"Irving, Texas",Industrials,Construction Machinery & Heavy Transportation Equipment
"MetLife, Inc.",0.351,MET,"New York City, New York",Financials,Life & Health Insurance
Colgate-Palmolive Co.,0.349,CL,"New York City, New York",Consumer Staples,Household Products
"priceline.com, Inc.",0.349,BKNG,"Norwalk, Connecticut",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Abbott Laboratories,0.345,ABT,"North Chicago, Illinois",Health Care,Health Care Equipment
Express Scripts Holding Co.,0.337,ESRX,"St. Louis, MO",Health Care,Health Care Services
Costco Wholesale Corp.,0.335,COST,"Issaquah, Washington",Consumer Staples,Consumer Staples Merchandise Retail
"Lowe’s Cos., Inc.",0.335,LOW,"Mooresville, North Carolina",Consumer Discretionary,Home Improvement Retail
Eli Lilly & Co.,0.335,LLY,"Indianapolis, Indiana",Health Care,Pharmaceuticals
Accenture PLC (Class A),0.318,ACN,"Dublin, Ireland",Information Technology,IT Consulting & Other Services
Duke Energy Corp.,0.314,DUK,"Charlotte, North Carolina",Utilities,Electric Utilities
Walgreen Co.,0.313,WBA,"Deerfield, IL",Consumer Staples,Drug Retail
Anadarko Petroleum Corp.,0.311,APC,"The Woodlands, TX",Energy,Oil & Gas Exploration & Production
The Dow Chemical Co.,0.31,DOW,"Midland, Michigan",Materials,Commodity Chemicals
Emerson Electric Co.,0.309,EMR,"Ferguson, Missouri",Industrials,Electrical Components & Equipment
"Simon Property Group, Inc.",0.307,SPG,"Indianapolis, Indiana",Real Estate,Retail REITs
"EOG Resources, Inc.",0.307,EOG,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Texas Instruments, Inc.",0.298,TXN,"Dallas, Texas",Information Technology,Semiconductors
Danaher Corp.,0.277,DHR,"Washington, D.C.",Health Care,Life Sciences Tools & Services
Halliburton Co.,0.272,HAL,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"TJX Cos., Inc.",0.271,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
Target Corp.,0.27,TGT,"Minneapolis, Minnesota",Consumer Staples,Consumer Staples Merchandise Retail
Hewlett-Packard Co.,0.27,HPQ,"Palo Alto, California",Information Technology,"Technology Hardware, Storage & Peripherals"
Capital One Financial Corp.,0.268,COF,"Tysons Corner, Virginia",Financials,Consumer Finance
"PNC Financial Services Group, Inc.",0.256,PNC,"Pittsburgh, Pennsylvania",Financials,Diversified Banks
Morgan Stanley,0.251,MS,"New York City, New York",Financials,Investment Banking & Brokerage
Kimberly-Clark Corp.,0.243,KMB,"Irving, Texas",Consumer Staples,Household Products
"Viacom, Inc. (Class B)",0.243,VIAB,"New York, NY",Communication Services,Movies & Entertainment
"Prudential Financial, Inc.",0.242,PRU,"Newark, New Jersey",Financials,Life & Health Insurance
"Dominion Resources, Inc.",0.241,D,"Richmond, Virginia",Utilities,Multi-Utilities
Southern Co.,0.239,SO,"Atlanta, Georgia",Utilities,Electric Utilities
"Baxter International, Inc.",0.239,BAX,"Deerfield, Illinois",Health Care,Health Care Equipment
"Praxair, Inc.",0.237,PX,"Dallas, TX",Financial Services,Asset Management
Phillips 66,0.236,PSX,"Houston, Texas",Energy,Oil & Gas Refining & Marketing
The Bank of New York Mellon Corp.,0.234,BK,"New York City, New York",Financials,Asset Management & Custody Banks
"Automatic Data Processing, Inc.",0.234,ADP,"Roseland, New Jersey",Industrials,Human Resource & Employment Services
Lockheed Martin Corp.,0.23,LMT,"Bethesda, Maryland",Industrials,Aerospace & Defense
Apache Corp.,0.23,APA,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Freeport-McMoRan Copper & Gold, Inc.",0.229,FCX,"Phoenix, Arizona",Materials,Copper
"NextEra Energy, Inc.",0.227,NEE,"Juno Beach, Florida",Utilities,Multi-Utilities
FedEx Corp.,0.227,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
"BlackRock, Inc.",0.227,BLK,"New York City, New York",Financials,Asset Management & Custody Banks
General Motors Co.,0.226,GM,"Detroit, Michigan",Consumer Discretionary,Automobile Manufacturers
"National-Oilwell Varco, Inc.",0.223,NOV,"Houston, TX",Energy,Oil & Gas Equipment & Services
Precision Castparts Corp.,0.222,PCP,"Portland, OR",Industrials,Aerospace & Defense
"Thermo Fisher Scientific, Inc.",0.221,TMO,"Waltham, Massachusetts",Health Care,Life Sciences Tools & Services
LyondellBasell Industries NV (Class A),0.219,LYB,"Rotterdam, Netherlands",Materials,Specialty Chemicals
Eaton Corp. PLC,0.217,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
"Yum! Brands, Inc.",0.214,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"The Travelers Cos., Inc.",0.213,TRV,"New York City, New York",Financials,Property & Casualty Insurance
"Time Warner Cable, Inc.",0.213,TWC,"New York, NY",Communication Services,Cable & Satellite
"ACE, Ltd.",0.212,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"Illinois Tool Works, Inc.",0.211,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
"Yahoo!, Inc.",0.211,YHOO,"Sunnyvale, CA",Communication Services,Interactive Media & Services
Deere & Co.,0.208,DE,"Moline, Illinois",Industrials,Agricultural & Farm Machinery
"Kraft Foods Group, Inc.",0.208,KRFT,"Northfield, IL",Consumer Staples,Packaged Foods & Meats
CBS Corp. (Class B),0.207,CBS,"New York, NY",Communication Services,Broadcasting
"General Mills, Inc.",0.206,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
DIRECTV,0.204,DTV,"El Segundo, CA",Communication Services,Broadcasting
McKesson Corp.,0.196,MCK,"Irving, Texas",Health Care,Health Care Distributors
State Street Corp.(c),0.196,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
American Tower Corp.,0.196,AMT,"Boston, Massachusetts",Real Estate,Telecom Tower REITs
General Dynamics Corp.,0.194,GD,"Reston, Virginia",Industrials,Aerospace & Defense
"AFLAC, Inc.",0.193,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
"Salesforce.com, Inc.",0.19,CRM,"San Francisco, California",Information Technology,Application Software
"Johnson Controls, Inc.",0.19,JCI,"Cork, Ireland",Industrials,Building Products
Covidien PLC,0.187,COV,"Mansfield, MA",Health Care,Health Care Equipment
"Ecolab, Inc.",0.179,ECL,"Saint Paul, Minnesota",Materials,Specialty Chemicals
"Allergan, Inc.",0.179,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
CSX Corp.,0.175,CSX,"Jacksonville, Florida",Industrials,Rail Transportation
Pioneer Natural Resources Co.,0.175,PXD,"Irving, TX",Energy,Oil & Gas Exploration & Production
"WellPoint, Inc.",0.169,ANTM,"Indianapolis, IN",Health Care,Managed Health Care
Exelon Corp.,0.169,EXC,"Chicago, Illinois",Utilities,Electric Utilities
"Actavis, Inc.",0.167,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
Raytheon Co.,0.167,RTN,"Waltham, MA",Industrials,Aerospace & Defense
Cognizant Technology Solutions Corp. (Class A),0.165,CTSH,"Teaneck, New Jersey",Information Technology,IT Consulting & Other Services
"The Williams Cos., Inc.",0.165,WMB,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
Marathon Oil Corp.,0.165,MRO,"Houston, TX",Energy,Oil & Gas Exploration & Production
Discover Financial Services,0.164,DFS,"Riverwoods, IL",Financials,Consumer Finance
The Charles Schwab Corp.,0.163,SCHW,"Westlake, Texas",Financials,Investment Banking & Brokerage
"Regeneron Pharmaceuticals, Inc.",0.163,REGN,"Tarrytown, New York",Health Care,Biotechnology
Norfolk Southern Corp.,0.163,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
"Adobe Systems, Inc.",0.162,ADBE,"San Jose, California",Information Technology,Application Software
Archer-Daniels-Midland Co.,0.162,ADM,"Chicago, Illinois",Consumer Staples,Agricultural Products & Services
"Noble Energy, Inc.",0.16,NBL,"Houston, TX",Energy,Oil & Gas Exploration & Production
"Kinder Morgan, Inc.",0.16,KMI,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
"Marsh & McLennan Cos., Inc.",0.16,MMC,"New York, NY",Financial Services,Insurance Brokers
"Aetna, Inc.",0.159,AET,"Hartford, CT",Health Care,Managed Health Care
"PPG Industries, Inc.",0.159,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
The Allstate Corp.,0.158,ALL,"Northbrook, Illinois",Financials,Property & Casualty Insurance
BB&T Corp.,0.158,BBT,"Boston, MA",Financial Services,Banks - Regional
"Cummins, Inc.",0.156,CMI,"Columbus, Indiana",Industrials,Construction Machinery & Heavy Transportation Equipment
"CME Group, Inc.",0.155,CME,"Chicago, Illinois",Financials,Financial Exchanges & Data
"Public Storage, Inc.",0.155,PSA,"Glendale, California",Real Estate,Self-Storage REITs
Aon PLC,0.155,AON,"London, United Kingdom",Financials,Insurance Brokers
Chubb Corp.,0.153,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
Spectra Energy Corp.,0.152,SE,"Singapore, Singapore",Consumer Cyclical,Internet Retail
"Alexion Pharmaceuticals, Inc.",0.151,ALXN,"Boston, MA",Health Care,Biotechnology
Hess Corp.,0.149,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
"Air Products & Chemicals, Inc.",0.148,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
Devon Energy Corp.,0.147,DVN,"Oklahoma City, Oklahoma",Energy,Oil & Gas Exploration & Production
Northrop Grumman Corp.,0.147,NOC,"West Falls Church, Virginia[3]",Industrials,Aerospace & Defense
CIGNA Corp.,0.147,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
"Whole Foods Market, Inc.",0.146,WFM,"Austin, TX",Consumer Staples,Food Retail
"TE Connectivity, Ltd.",0.145,TEL,"Galway, Ireland",Information Technology,Electronic Manufacturing Services
"Baker Hughes, Inc.",0.145,BKR,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Corning, Inc.",0.143,GLW,"Corning, New York",Information Technology,Electronic Components
Crown Castle International Corp.,0.143,CCI,"Houston, Texas",Real Estate,Telecom Tower REITs
"Applied Materials, Inc.",0.141,AMAT,"Santa Clara, California",Information Technology,Semiconductor Materials & Equipment
"American Electric Power Co., Inc.",0.141,AEP,"Columbus, Ohio",Utilities,Electric Utilities
The Kroger Co.,0.14,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
"Franklin Resources, Inc.",0.137,BEN,"San Mateo, California",Financials,Asset Management & Custody Banks
"Delta Air Lines, Inc.",0.135,DAL,"Atlanta, Georgia",Industrials,Passenger Airlines
"Dell, Inc.",0.135,DELL,"Round Rock, Texas",Information Technology,"Technology Hardware, Storage & Peripherals"
Marathon Petroleum Corp.,0.135,MPC,"Findlay, Ohio",Energy,Oil & Gas Refining & Marketing
Stryker Corp.,0.133,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
International Paper Co.,0.133,IP,"Memphis, Tennessee",Materials,Paper & Plastic Packaging Products & Materials
"Intuit, Inc.",0.132,INTU,"Mountain View, California",Information Technology,Application Software
"PACCAR, Inc.",0.131,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
"Discovery Communications, Inc. (Class A)",0.13,DISCA,"Silver Spring, MD",Communication Services,Broadcasting
"Becton, Dickinson & Co.",0.129,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
Sempra Energy,0.129,SRE,"San Diego, California",Utilities,Multi-Utilities
PPL Corp.,0.128,PPL,"Allentown, Pennsylvania",Utilities,Electric Utilities
"CenturyLink, Inc.",0.127,CTL,"Monroe, LA",Communication Services,Integrated Telecommunication Services
Sysco Corp.,0.126,SYY,"Houston, Texas",Consumer Staples,Food Distributors
Valero Energy Corp.,0.126,VLO,"San Antonio, Texas",Energy,Oil & Gas Refining & Marketing
"ProLogis, Inc.",0.125,PLD,"San Francisco, California",Real Estate,Industrial REITs
"T. Rowe Price Group, Inc.",0.124,TROW,"Baltimore, Maryland",Financials,Asset Management & Custody Banks
"HCP, Inc.",0.124,PEAK,"Irvine, CA",Real Estate,Health Care REITs
"The McGraw-Hill Cos., Inc.",0.122,SPGI,"New York City, New York",Financials,Financial Exchanges & Data
"Netflix, Inc.",0.122,NFLX,"Los Gatos, California",Communication Services,Movies & Entertainment
"Waste Management, Inc.",0.121,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
PG&E Corp.,0.121,PCG,"Oakland, California",Utilities,Multi-Utilities
"Ameriprise Financial, Inc.",0.121,AMP,"Minneapolis, Minnesota",Financials,Asset Management & Custody Banks
"Ventas, Inc.",0.12,VTR,"Chicago, Illinois",Real Estate,Health Care REITs
"Micron Technology, Inc.",0.12,MU,"Boise, Idaho",Information Technology,Semiconductors
Equity Residential,0.12,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
"The Estee Lauder Cos., Inc.(Class A)",0.119,EL,"New York City, New York",Consumer Staples,Personal Care Products
"Cardinal Health, Inc.",0.119,CAH,"Dublin, Ohio",Health Care,Health Care Distributors
"Health Care REIT, Inc.",0.118,HCN,"Toledo, OH",Real Estate,Health Care REITs
Ingersoll-Rand PLC,0.118,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
"Vertex Pharmaceuticals, Inc.",0.117,VRTX,"Boston, Massachusetts",Health Care,Biotechnology
V.F. Corp.,0.116,VFC,"Denver, CO",Consumer Cyclical,Apparel Manufacturing
"SunTrust Banks, Inc.",0.116,STI,"Dallas, TX",Industrials,Electrical Equipment & Parts
Symantec Corp.,0.115,SYMC,"Tempe, AZ",Information Technology,Systems Software
Dollar General Corp.,0.114,DG,"Goodlettsville, Tennessee",Consumer Staples,Consumer Staples Merchandise Retail
"Agilent Technologies, Inc.",0.113,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
"Lorillard, Inc.",0.113,LO,"Greensboro, NC",Consumer Staples,Tobacco
"Bed Bath & Beyond, Inc.",0.113,BBBY,"Union, NJ",Consumer Discretionary,Specialty Stores
Weyerhaeuser Co.,0.112,WY,"Seattle, Washington",Real Estate,Timber REITs
"Public Service Enterprise Group, Inc.",0.111,PEG,"Newark, New Jersey",Utilities,Electric Utilities
"Macy’s, Inc.",0.111,M,"New York, NY",Consumer Cyclical,Department Stores
"Omnicom Group, Inc.",0.111,OMC,"New York City, New York",Communication Services,Advertising
Delphi Automotive PLC,0.11,DLPH,"Dublin, Ireland",Consumer Discretionary,Auto Parts & Equipment
"Tyco International, Ltd.",0.108,TYC,"Schaffhausen, Switzerland",Industrials,Industrial Conglomerates
"W.W. Grainger, Inc.",0.108,GWW,"Lake Forest, Illinois",Industrials,Industrial Machinery & Supplies & Components
"Boston Properties, Inc.",0.108,BXP,"Boston, Massachusetts",Real Estate,Office REITs
Parker-Hannifin Corp.,0.108,PH,"Cleveland, Ohio",Industrials,Industrial Machinery & Supplies & Components
"Consolidated Edison, Inc.",0.107,ED,"New York City, New York",Utilities,Multi-Utilities
Fifth Third Bancorp,0.107,FITB,"Cincinnati, Ohio",Financials,Regional Banks
Sherwin-Williams Co.,0.106,SHW,"Cleveland, Ohio",Materials,Specialty Chemicals
Boston Scientific Corp.,0.106,BSX,"Marlborough, Massachusetts",Health Care,Health Care Equipment
"Zoetis, Inc.",0.106,ZTS,"Parsippany, New Jersey",Health Care,Pharmaceuticals
"Ross Stores, Inc.",0.105,ROST,"Dublin, California",Consumer Discretionary,Apparel Retail
Cabot Oil & Gas Corp.,0.105,COG,"Houston, TX",Energy,Oil & Gas Exploration & Production
"Reynolds American, Inc.",0.105,RAI,"Winston-Salem, NC",Consumer Staples,Tobacco
Dover Corp.,0.104,DOV,"Downers Grove, Illinois",Industrials,Industrial Machinery & Supplies & Components
Nucor Corp.,0.104,NUE,"Charlotte, North Carolina",Materials,Steel
"St. Jude Medical, Inc.",0.103,STJ,"St. Paul, MN",Health Care,Health Care Equipment
"AvalonBay Communities, Inc.",0.103,AVB,"Arlington, Virginia",Real Estate,Multi-Family Residential REITs
Cerner Corp.,0.102,CERN,"North Kansas City, MO",Health Care,Health Care Technology
"Autozone, Inc.",0.102,AZO,"Memphis, Tennessee",Consumer Discretionary,Automotive Retail
"Coach, Inc.",0.102,TPR,"New York City, New York",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
FirstEnergy Corp.,0.101,FE,"Akron, Ohio",Utilities,Electric Utilities
The Progressive Corp.,0.101,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
"Intuitive Surgical, Inc.",0.101,ISRG,"Sunnyvale, California",Health Care,Health Care Equipment
Mead Johnson Nutrition Co.,0.1,MJN,"Glenview, IL",Consumer Staples,Health Care Care Products
Edison International,0.1,EIX,"Rosemead, California",Utilities,Electric Utilities
"Rockwell Automation, Inc.",0.1,ROK,"Milwaukee, Wisconsin",Industrials,Electrical Components & Equipment
Kellogg Co.,0.099,K,"Chicago, IL",Consumer Defensive,Packaged Foods
"Humana, Inc.",0.098,HUM,"Louisville, Kentucky",Health Care,Managed Health Care
"L Brands, Inc.",0.098,LB,"Houston, TX",Energy,Oil & Gas Equipment & Services
"Stanley Black & Decker, Inc.",0.098,SWK,"New Britain, Connecticut",Industrials,Industrial Machinery & Supplies & Components
The Mosaic Co.,0.098,MOS,"Tampa, Florida",Materials,Fertilizers & Agricultural Chemicals
Vornado Realty Trust,0.098,VNO,"New York, NY",Real Estate,REIT - Office
M & T Bank Corp.,0.097,MTB,"Buffalo, New York",Financials,Regional Banks
"Mylan, Inc.",0.097,MYL,"Canonsburg, PA",Health Care,Pharmaceuticals
"NetApp, Inc.",0.097,NTAP,"San Jose, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"Harley-Davidson, Inc.",0.097,HOG,"Milwaukee, WI",Consumer Cyclical,Recreational Vehicles
"Analog Devices, Inc.",0.097,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
Carnival Corp.,0.097,CCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
SanDisk Corp.,0.097,SNDK,"Milpitas, California",Information Technology,"Technology Hardware, Storage & Peripherals"
Cameron International Corp.,0.096,CAM,"Houston, TX",Energy,Oil & Gas Equipment & Services
Loews Corp.,0.096,L,"New York City, New York",Financials,Multi-line Insurance
"Mattel, Inc.",0.096,MAT,"El Segundo, CA",Consumer Cyclical,Leisure
Broadcom Corp. (Class A),0.096,BRCM,"Irvine, CA",Information Technology,Semiconductors
"Hartford Financial Services Group, Inc.",0.095,HIG,"Hartford, Connecticut",Financials,Property & Casualty Insurance
"O’Reilly Automotive, Inc.",0.095,ORLY,"Springfield, Missouri",Consumer Discretionary,Automotive Retail
"Invesco, Ltd.",0.095,IVZ,"Atlanta, Georgia",Financials,Asset Management & Custody Banks
"Motorola Solutions, Inc.",0.094,MSI,"Chicago, Illinois",Information Technology,Communications Equipment
AmerisourceBergen Corp.,0.094,ABC,"Conshohocken, PA",Health Care,Health Care Distributors
Newmont Mining Corp.,0.093,NEM,"Denver, Colorado",Materials,Gold
"Zimmer Holdings, Inc.",0.093,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
The Hershey Co.,0.093,HSY,"Hershey, Pennsylvania",Consumer Staples,Packaged Foods & Meats
"Xcel Energy, Inc.",0.092,XEL,"Minneapolis, Minnesota",Utilities,Multi-Utilities
Moody’s Corp.,0.091,MCO,"New York City, New York",Financials,Financial Exchanges & Data
Seagate Technology PLC,0.091,STX,"Dublin, Ireland",Information Technology,"Technology Hardware, Storage & Peripherals"
"Fidelity National Information Services, Inc.",0.091,FIS,"Jacksonville, Florida",Financials,Transaction & Payment Processing Services
Fastenal Co.,0.09,FAST,"Winona, Minnesota",Industrials,Trading Companies & Distributors
Western Digital Corp.,0.089,WDC,"San Jose, California",Information Technology,"Technology Hardware, Storage & Peripherals"
EQT Corp.,0.089,EQT,"Pittsburgh, Pennsylvania",Energy,Oil & Gas Exploration & Production
"Chipotle Mexican Grill, Inc.",0.089,CMG,"Newport Beach, California",Consumer Discretionary,Restaurants
"Fiserv, Inc.",0.088,FI,"Milwaukee, WI",Financials,Transaction & Payment Processing Services
"IntercontinentalExchange, Inc.",0.088,ICE,"Atlanta, Georgia",Financials,Financial Exchanges & Data
"Host Hotels & Resorts, Inc.",0.088,HST,"Bethesda, Maryland",Real Estate,Hotel & Resort REITs
"FMC Technologies, Inc.",0.088,FMC,"Philadelphia, PA",Basic Materials,Agricultural Inputs
"Citrix Systems, Inc.",0.088,CTXS,"Fort Lauderdale, FL",Information Technology,Application Software
Chesapeake Energy Corp.,0.088,CHKAQ,"Oklahoma City, OK",Energy,Oil & Gas Exploration & Production
"Roper Industries, Inc.",0.088,ROP,"Sarasota, Florida",Information Technology,Electronic Equipment & Instruments
"Paychex, Inc.",0.087,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
Regions Financial Corp.,0.087,RF,"Birmingham, Alabama",Financials,Regional Banks
"Dollar Tree, Inc.",0.087,DLTR,"Chesapeake, Virginia",Consumer Staples,Consumer Staples Merchandise Retail
"Pentair, Ltd.",0.086,PNR,"Worsley, United Kingdom",Industrials,Industrial Machinery & Supplies & Components
Northeast Utilities,0.086,NU,"São Paulo, SP",Financial Services,Banks - Regional
"Starwood Hotels & Resorts Worldwide, Inc.",0.086,HOT,"Stamford, CT",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Life Technologies Corp.,0.086,LIFE,"San Francisco, CA",Financial Services,Insurance - Life
