Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
Newmont Mining Corp (Holding Co),0.159,NEM,"Denver, Colorado",Materials,Gold
"Praxair, Inc",0.158,PX,"Dallas, TX",Financial Services,Asset Management
General Motors Corp,0.155,GM,"Detroit, Michigan",Consumer Discretionary,Automobile Manufacturers
"Illinois Tool Works, Inc",0.154,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
FirstEnergy Corp,0.152,FE,"Akron, Ohio",Utilities,Electric Utilities
Charles Schwab Corp (The),0.152,SCHW,"Westlake, Texas",Financials,Investment Banking & Brokerage
Norfolk Southern Corp,0.151,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
"Medco Health Solutions, Inc ",0.151,MHS,"Franklin Lakes, NJ",Health Care,Health Care Services
"FPL Group, Inc",0.15,FPL,"Juno Beach, FL",Utilities,Electric Utilities
Boston Scientific Corp ,0.149,BSX,"Marlborough, Massachusetts",Health Care,Health Care Equipment
Lincoln National Corp,0.147,LNC,"Radnor, PA",Financial Services,Insurance - Life
ACE Ltd,0.147,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"Franklin Resources, Inc",0.147,BEN,"San Mateo, California",Financials,Asset Management & Custody Banks
"Staples, Inc",0.146,SPLS,"Framingham, MA",Consumer Discretionary,Specialty Stores
Genzyme Corp ,0.145,GENZ,"Cambridge, MA",Health Care,Biotechnology
Loews Corp,0.144,L,"New York City, New York",Financials,Multi-line Insurance
"Becton, Dickinson & Co",0.144,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
"Sun Microsystems, Inc ",0.144,JAVA,"Santa Clara, CA",Information Technology,Systems Software
Phelps Dodge Corp,0.143,PD,"San Francisco, CA",Technology,Software - Application
"Allergan, Inc",0.142,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
"Chicago Mercantile Exchange Holdings, Inc",0.142,CME,"Chicago, Illinois",Financials,Financial Exchanges & Data
"Electronic Arts, Inc ",0.141,EA,"Redwood City, California",Communication Services,Interactive Home Entertainment
"Harley-Davidson, Inc",0.141,HOG,"Milwaukee, WI",Consumer Cyclical,Recreational Vehicles
"Bear Stearns Cos, Inc (The)",0.14,BSC,"New York, NY",Financials,Investment Banking & Brokerage
"Zimmer Holdings, Inc ",0.139,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
Kroger Co (The),0.138,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
Regions Financial Corp,0.138,RF,"Birmingham, Alabama",Financials,Regional Banks
"NIKE, Inc, (Class B)",0.137,NKE,"Washington County, Oregon",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
"Forest Laboratories, Inc ",0.136,FRX,"Parsippany, NJ",Health Care,Pharmaceuticals
Danaher Corp,0.134,DHR,"Washington, D.C.",Health Care,Life Sciences Tools & Services
Entergy Corp,0.134,ETR,"New Orleans, Louisiana",Utilities,Electric Utilities
Mellon Financial Corp,0.134,MEL,"Pittsburgh, PA",Financials,Asset Management & Custody Banks
"Genworth Financial, Inc, (Class A)",0.133,GNW,"Richmond, VA",Financial Services,Insurance - Life
McKesson Corp,0.133,MCK,"Irving, Texas",Health Care,Health Care Distributors
"JC Penney Co, Inc",0.133,JCP,"Plano, TX",Consumer Discretionary,Department Stores
Moody's Corp,0.132,MCO,"New York City, New York",Financials,Financial Exchanges & Data
"Omnicom Group, Inc",0.132,OMC,"New York City, New York",Communication Services,Advertising
International Paper Co,0.131,IP,"Memphis, Tennessee",Materials,Paper & Plastic Packaging Products & Materials
"EOG Resources, Inc",0.13,EOG,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Freescale Semiconductor, Inc ",0.129,FSL,"Austin, TX",Information Technology,Semiconductors
"Marsh & McLennan Cos, Inc",0.128,MMC,"New York, NY",Financial Services,Insurance Brokers
Xerox Corp ,0.128,XRX,"Norwalk, CT",Industrials,Business Equipment & Supplies
"Public Service Enterprise Group, Inc",0.127,PEG,"Newark, New Jersey",Utilities,Electric Utilities
Nucor Corp,0.127,NUE,"Charlotte, North Carolina",Materials,Steel
"XTO Energy, Inc",0.127,XTO,"Fort Worth, TX",Energy,Oil & Gas Exploration & Production
"Biogen Idec, Inc ",0.127,BIIB,"Cambridge, Massachusetts",Health Care,Biotechnology
Ford Motor Co,0.126,F,"Dearborn, Michigan",Consumer Discretionary,Automobile Manufacturers
Weyerhaeuser Co,0.125,WY,"Seattle, Washington",Real Estate,Timber REITs
Principal Financial Group,0.125,PFG,"Des Moines, Iowa",Financials,Life & Health Insurance
KeyCorp,0.125,KEY,"Cleveland, Ohio",Financials,Regional Banks
"Air Products & Chemicals, Inc",0.123,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
Equity Office Properties Trust,0.122,EOP,"Chicago, IL",Real Estate,Office REITs
Equity Residential Properties Trust,0.121,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
CSX Corp,0.12,CSX,"Jacksonville, Florida",Industrials,Rail Transportation
"Clear Channel Communications, Inc",0.12,CCU,"Santiago, Chile",Consumer Defensive,Beverages - Brewers
Weatherford International Ltd ,0.12,WFRD,"Houston, TX",Energy,Oil & Gas Equipment & Services
PG&E Corp,0.12,PCG,"Oakland, California",Utilities,Multi-Utilities
Stryker Corp,0.119,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
"PACCAR, Inc",0.119,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
"Yum Brands, Inc",0.118,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"American Electric Power Co, Inc",0.118,AEP,"Columbus, Ohio",Utilities,Electric Utilities
"Williams Cos, Inc (The)",0.117,WMB,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
International Game Technology,0.116,IGT,"London, UK",Consumer Discretionary,Casinos & Gaming
Heinz (HJ) Co,0.116,HNZ,"Pittsburgh, PA",Consumer Staples,Packaged Foods & Meats
"Johnson Controls, Inc",0.116,JCI,"Cork, Ireland",Industrials,Building Products
ProLogis,0.116,PLD,"San Francisco, California",Real Estate,Industrial REITs
"Agilent Technologies, Inc ",0.115,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
"Broadcom Corp, (Class A) ",0.115,BRCM,"Irvine, CA",Information Technology,Semiconductors
"Network Appliance, Inc ",0.114,NTAP,"San Jose, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"Avon Products, Inc",0.114,AVP,"London, UK",Consumer Staples,Personal Products
"Qwest Communications International, Inc ",0.113,Q,"Wilmington, Delaware",Information Technology,Semiconductor Materials & Equipment
"Safeway, Inc",0.112,SWY,"Pleasanton, CA",Consumer Staples,Food Retail
Edison International,0.112,EIX,"Rosemead, California",Utilities,Electric Utilities
"Gannett Co, Inc",0.112,GCI,"McLean, VA",Communication Services,Publishing
AES Corp ,0.111,AES,"Arlington, Virginia",Utilities,Independent Power Producers & Energy Traders
"Marriott International, Inc, (Class A)",0.111,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Vornado Realty Trust,0.111,VNO,"New York, NY",Real Estate,REIT - Office
"Legg Mason, Inc",0.111,LM,"Baltimore, MD",Financials,Asset Management & Custody Banks
"North Fork Bancorporation, Inc",0.11,NFB,"Melville, NY",Financials,Regional Banks
"Coach, Inc ",0.109,TPR,"New York City, New York",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Southwest Airlines Co,0.109,LUV,"Dallas, Texas",Industrials,Passenger Airlines
Sears Holdings Corp ,0.109,SHLD,"Hoffman Estates, IL",Consumer Discretionary,Department Stores
Sempra Energy,0.108,SRE,"San Diego, California",Utilities,Multi-Utilities
CIGNA Corp,0.107,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
"St Jude Medical, Inc ",0.107,STJ,"St. Paul, MN",Health Care,Health Care Equipment
"TJX Cos, Inc (The)",0.106,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
Electronic Data Systems Corp,0.105,EDS,"Plano, TX",Information Technology,IT Consulting & Other Services
"T Rowe Price Group, Inc",0.105,TROW,"Baltimore, Maryland",Financials,Asset Management & Custody Banks
"ConAgra Foods, Inc",0.105,CAG,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
"Micron Technology, Inc ",0.105,MU,"Boise, Idaho",Information Technology,Semiconductors
"Ingersoll-Rand Co, (Class A)",0.103,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
PPL Corp,0.103,PPL,"Allentown, Pennsylvania",Utilities,Electric Utilities
"Starwood Hotels & Resorts Worldwide, Inc",0.103,HOT,"Stamford, CT",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
XL Capital Ltd,0.103,XL,"Stamford, CT",Financials,Property & Casualty Insurance
Marshall & Ilsley Corp,0.102,MI,"Sha Tin, Hong Kong",Consumer Cyclical,Internet Retail
"Paychex, Inc",0.101,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
"Harrah's Entertainment, Inc",0.101,HET,"Las Vegas, NV",Consumer Discretionary,Casinos & Gaming
Sara Lee Corp,0.101,SLE,"Santa Monica, CA",Communication Services,Internet Content & Information
Kellogg Co,0.1,K,"Chicago, IL",Consumer Defensive,Packaged Foods
"Advanced Micro Devices, Inc ",0.1,AMD,"Santa Clara, California",Information Technology,Semiconductors
"Boston Properties, Inc",0.099,BXP,"Boston, Massachusetts",Real Estate,Office REITs
"Ameriprise Financial, Inc",0.097,AMP,"Minneapolis, Minnesota",Financials,Asset Management & Custody Banks
Archstone-Smith Trust,0.096,ASN,"Chicago, IL",Real Estate,Residential REITs
"Textron, Inc",0.095,TXT,"Providence, Rhode Island",Industrials,Aerospace & Defense
"Office Depot, Inc ",0.094,ODP,"Boca Raton, FL",Consumer Cyclical,Specialty Retail
"Progress Energy, Inc",0.094,PGN,"Raleigh, NC",Utilities,Electric Utilities
"Consolidated Edison, Inc",0.093,ED,"New York City, New York",Utilities,Multi-Utilities
"PPG Industries, Inc",0.091,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
Chesapeake Energy Corp,0.091,CHKAQ,"Oklahoma City, OK",Energy,Oil & Gas Exploration & Production
"Kinder Morgan, Inc",0.091,KMI,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
"Fortune Brands, Inc",0.091,FBHS,"Deerfield, IL",Industrials,Building Products
"Intuit, Inc ",0.091,INTU,"Mountain View, California",Information Technology,Application Software
Masco Corp,0.09,MAS,"Livonia, Michigan",Industrials,Building Products
"Humana, Inc ",0.09,HUM,"Louisville, Kentucky",Health Care,Managed Health Care
Aon Corp,0.09,AON,"London, United Kingdom",Financials,Insurance Brokers
Hilton Hotels Corp,0.09,HLT,"Tysons Corner, Virginia",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Bed Bath & Beyond, Inc ",0.089,BBBY,"Union, NJ",Consumer Discretionary,Specialty Stores
Northern Trust Corp,0.089,NTRS,"Chicago, Illinois",Financials,Asset Management & Custody Banks
Ameren Corp,0.089,AEE,"St. Louis, Missouri",Utilities,Multi-Utilities
"Analog Devices, Inc",0.089,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
"Reynolds American, Inc",0.087,RAI,"Winston-Salem, NC",Consumer Staples,Tobacco
"Freeport-McMoran Copper & Gold, Inc, (Class B)",0.087,FCX,"Phoenix, Arizona",Materials,Copper
"Constellation Energy Group, Inc",0.087,CEG,"Baltimore, Maryland",Utilities,Electric Utilities
"Public Storage, Inc",0.087,PSA,"Glendale, California",Real Estate,Self-Storage REITs
SanDisk Corp ,0.087,SNDK,"Milpitas, California",Information Technology,"Technology Hardware, Storage & Peripherals"
NVIDIA Corp ,0.086,NVDA,"Santa Clara, California",Information Technology,Semiconductors
"Lucent Technologies, Inc ",0.086,LU,"Shanghai, China",Financial Services,Credit Services
"Gap, Inc (The)",0.086,GAP,"San Francisco, CA",Consumer Cyclical,Apparel Retail
"Express Scripts, Inc ",0.086,ESRX,"St. Louis, MO",Health Care,Health Care Services
Eaton Corp,0.086,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
"Rockwell Automation, Inc",0.085,ROK,"Milwaukee, Wisconsin",Industrials,Electrical Components & Equipment
ETRADE Financial Corp ,0.084,ETFC,"New York, NY",Financials,Investment Banking & Brokerage
"National-Oilwell Varco, Inc ",0.084,NOV,"Houston, TX",Energy,Oil & Gas Equipment & Services
Wm Wrigley Jr Co,0.084,WWY,"Chicago, IL",Consumer Staples,Food Retail
"Pitney Bowes, Inc",0.083,PBI,"Stamford, CT",Industrials,Integrated Freight & Logistics
AmSouth Bancorp,0.083,ASO,"Katy, TX",Consumer Cyclical,Specialty Retail
Hess Corp,0.083,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
"Quest Diagnostics, Inc",0.082,DGX,"Secaucus, New Jersey",Health Care,Health Care Services
"Amazoncom, Inc ",0.082,AMZN,"Seattle, Washington",Consumer Discretionary,Broadline Retail
"Juniper Networks, Inc ",0.081,JNPR,"Sunnyvale, CA",Information Technology,Communications Equipment
BJ Services Co,0.081,BJS,"Houston, TX",Energy,Oil & Gas Equipment & Services
"CA, Inc",0.081,CA,"Islandia, NY",Information Technology,Systems Software
"Nordstrom, Inc",0.08,JWN,"Seattle, WA",Consumer Discretionary,Department Stores
"CIT Group, Inc",0.08,CIT,"New York, NY",Financials,Regional Banks
"Fisher Scientific International, Inc ",0.08,FSH,"Hampton, NH",Health Care,Health Care Care Products
Dover Corp,0.08,DOV,"Downers Grove, Illinois",Industrials,Industrial Machinery & Supplies & Components
Hershey Co (The),0.079,HSY,"Hershey, Pennsylvania",Consumer Staples,Packaged Foods & Meats
Synovus Financial Corp,0.079,SNV,"Columbus, GA",Financial Services,Banks - Regional
M&T Bank Corp,0.079,MTB,"Buffalo, New York",Financials,Regional Banks
El Paso Corp,0.078,EP,"Tulsa, OK",Energy,Oil & Gas E&P
"L-3 Communications Holdings, Inc",0.078,LLL,"New York, NY",Industrials,Aerospace & Defense
Linear Technology Corp,0.078,LLTC,"Milpitas, CA",Information Technology,Semiconductors
ITT Corp,0.078,ITT,"Stamford, CT",Industrials,Specialty Industrial Machinery
