Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
Kohls Corp ,0.171,KSS,"Menomonee Falls, WI",Consumer Cyclical,Department Stores
Costco Wholesale Corp ,0.171,COST,"Issaquah, Washington",Consumer Staples,Consumer Staples Merchandise Retail
BB&T Corp,0.17,BBT,"Boston, MA",Financial Services,Banks - Regional
"Gannett, Inc",0.168,GCI,"McLean, VA",Communication Services,Publishing
"Conoco, Inc",0.167,COP,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Mellon Financial Corp,0.164,MEL,"Pittsburgh, PA",Financials,Asset Management & Custody Banks
"Caterpillar, Inc",0.164,CAT,"Irving, Texas",Industrials,Construction Machinery & Heavy Transportation Equipment
State Street Corp,0.159,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
"Computer Associates International, Inc",0.159,CA,"Islandia, NY",Information Technology,Systems Software
Heinz (HJ) Co,0.154,HNZ,"Pittsburgh, PA",Consumer Staples,Packaged Foods & Meats
Exelon Corp,0.152,EXC,"Chicago, Illinois",Utilities,Electric Utilities
"Dominion Resources, Inc",0.15,D,"Richmond, Virginia",Utilities,Multi-Utilities
"Lehman Brothers Holdings, Inc",0.149,LEH,"New York, NY",Financials,Investment Banking & Brokerage
Hartford Financial Services Group,0.149,HIG,"Hartford, Connecticut",Financials,Property & Casualty Insurance
"Aflac, Inc",0.149,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
"Williams Cos, Inc (The)",0.147,WMB,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
Compaq Computer Corp,0.147,CPQ,"Houston, TX",Information Technology,"Technology Hardware, Storage & Peripherals"
"American Electric Power, Inc",0.147,AEP,"Columbus, Ohio",Utilities,Electric Utilities
"USA Education, Inc",0.141,SLM,"Newark, DE",Financial Services,Credit Services
"General Mills, Inc",0.139,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
CVS Corp,0.138,CVS,"Woonsocket, Rhode Island",Health Care,Health Care Services
Carnival Corp,0.135,CCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Forest Laboratories, Inc ",0.135,FRX,"Parsippany, NJ",Health Care,Pharmaceuticals
"Albertson's, Inc",0.135,ACI,"Boise, ID",Consumer Defensive,Grocery Stores
Chubb Corp,0.133,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"Nike, Inc",0.133,NKE,"Washington County, Oregon",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Cigna Corp,0.132,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
John Hancock Financial Services,0.131,JHF,"Boston, MA",Financials,Life & Health Insurance
Harley-Davidson Inc,0.131,HOG,"Milwaukee, WI",Consumer Cyclical,Recreational Vehicles
Raytheon Co,0.129,RTN,"Waltham, MA",Industrials,Aerospace & Defense
Anadarko Petroleum Corp,0.128,APC,"The Woodlands, TX",Energy,Oil & Gas Exploration & Production
Kellogg Co,0.127,K,"Chicago, IL",Consumer Defensive,Packaged Foods
"Analog Devices, Inc ",0.126,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
TXU Corp,0.126,TXU,"Dallas, TX",Utilities,Electric Utilities
"Concord EFS, Inc ",0.126,CE,"Irving, TX",Basic Materials,Chemicals
"Omnicom Group, Inc",0.125,OMC,"New York City, New York",Communication Services,Advertising
"ConAgra, Inc",0.125,CAG,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
Wrigley (Wm) Jr Co,0.125,WWY,"Chicago, IL",Consumer Staples,Food Retail
Guidant Corp ,0.123,GDT,"Indianapolis, IN",Health Care,Health Care Equipment
"Paychex, Inc",0.123,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
Northern Trust Corp,0.123,NTRS,"Chicago, Illinois",Financials,Asset Management & Custody Banks
Union Pacific Corp,0.122,UNP,"Omaha, Nebraska",Industrials,Rail Transportation
Campbell Soup Co,0.122,CPB,"Camden, New Jersey",Consumer Staples,Packaged Foods & Meats
"Sears, Roebuck & Co",0.122,S,"Mountain View, CA",Technology,Software - Infrastructure
Southwest Airlines Co,0.121,LUV,"Dallas, Texas",Industrials,Passenger Airlines
"Maxim Integrated Products, Inc",0.121,MXIM,"San Jose, CA",Information Technology,Semiconductors
"Dynegy, Inc",0.121,DYN,"Waltham, MA",Healthcare,Biotechnology
"Micron Technology, Inc ",0.119,MU,"Boise, Idaho",Information Technology,Semiconductors
"McGraw-Hill, Inc",0.119,SPGI,"New York City, New York",Financials,Financial Exchanges & Data
AON Corp,0.117,AON,"London, United Kingdom",Financials,Insurance Brokers
FedEx Corp ,0.116,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
Cendant Corp ,0.116,CD,"New York, NY",Financial Services,Capital Markets
"Avon Products, Inc",0.114,AVP,"London, UK",Consumer Staples,Personal Products
Weyerhaeuser Co,0.112,WY,"Seattle, Washington",Real Estate,Timber REITs
Linear Technology Corp,0.111,LLTC,"Milpitas, CA",Information Technology,Semiconductors
"McKesson HBOC, Inc",0.111,MCK,"Irving, Texas",Health Care,Health Care Distributors
Burlington Northern Santa Fe Corp,0.111,BNI,"Fort Worth, TX",Industrials,Railroads
Keycorp,0.111,KEY,"Cleveland, Ohio",Financials,Regional Banks
Stryker Corp,0.11,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
Immunex Corp,0.109,IMNX,"Seattle, WA",Health Care,Biotechnology
Ralston Purina Group,0.109,RAL,"Raleigh, NC",Technology,Electronic Components
"Gap, Inc (The)",0.108,GAP,"San Francisco, CA",Consumer Cyclical,Apparel Retail
XL Capital Ltd,0.107,XL,"Stamford, CT",Financials,Property & Casualty Insurance
Progressive Corp,0.107,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
Comerica Inc,0.106,CMA,"Dallas, TX",Financial Services,Banks - Regional
"Baker Hughes, Inc",0.104,BKR,"Houston, Texas",Energy,Oil & Gas Equipment & Services
Halliburton Co,0.103,HAL,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Xcel Energy, Inc",0.103,XEL,"Minneapolis, Minnesota",Utilities,Multi-Utilities
Becton Dickinson & Co,0.102,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
"Best Buy Co, Inc ",0.102,BBY,"Richfield, Minnesota",Consumer Discretionary,Computer & Electronics Retail
Alcan Aluminum Ltd,0.102,AL,"Los Angeles, CA",Industrials,Rental & Leasing Services
Eastman Kodak Co,0.101,KODK,"Rochester, NY",Industrials,Specialty Business Services
"Pitney Bowes, Inc",0.1,PBI,"Stamford, CT",Industrials,Integrated Freight & Logistics
Tribune Co,0.1,TRB,"Chicago, IL",Communication Services,Publishing
King Pharmaceuticals Inc ,0.1,KG,"Hamilton, Bermuda",Financial Services,Insurance Brokers
"FPL Group, Inc",0.099,FPL,"Juno Beach, FL",Utilities,Electric Utilities
Masco Corp,0.099,MAS,"Livonia, Michigan",Industrials,Building Products
Golden West Financial Corp,0.099,GDW,"Oakland, CA",Financials,Thrifts & Mortgage Finance
Capital One Financial Corp,0.099,COF,"Tysons Corner, Virginia",Financials,Consumer Finance
"Franklin Resources, Inc",0.098,BEN,"San Mateo, California",Financials,Asset Management & Custody Banks
"TJX Cos, Inc (The)",0.096,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
Loews Corp,0.096,L,"New York City, New York",Financials,Multi-line Insurance
Clorox Co,0.095,CLX,"Oakland, California",Consumer Staples,Household Products
"Air Products & Chemicals, Inc",0.095,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
"Public Service Enterprise, Inc",0.094,PEG,"Newark, New Jersey",Utilities,Electric Utilities
"St Paul Cos, Inc",0.094,SPC,"St. Paul, MN",Financials,Property & Casualty Insurance
May Department Stores Co,0.094,MAY,"St. Louis, MO",Consumer Discretionary,Department Stores
"Agilent Technologies, Inc ",0.094,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
"Allergan Pharmaceuticals, Inc",0.094,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
"Progress Energy, Inc",0.094,PGN,"Raleigh, NC",Utilities,Electric Utilities
SouthTrust Corp,0.093,SOTR,"Birmingham, AL",Financials,Regional Banks
Lincoln National Corp,0.093,LNC,"Radnor, PA",Financial Services,Insurance - Life
Occidental Petroleum Corp,0.093,OXY,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Hershey Foods Corp,0.092,HSY,"Hershey, Pennsylvania",Consumer Staples,Packaged Foods & Meats
Northrop Grumman Corp,0.092,NOC,"West Falls Church, Virginia[3]",Industrials,Aerospace & Defense
Deere & Co,0.092,DE,"Moline, Illinois",Industrials,Agricultural & Farm Machinery
"Consolidated Edison, Inc",0.09,ED,"New York City, New York",Utilities,Multi-Utilities
"Biogen, Inc ",0.09,BIIB,"Cambridge, Massachusetts",Health Care,Biotechnology
USX-Marathon Group,0.089,MRO,"Houston, TX",Energy,Oil & Gas Exploration & Production
JDS Uniphase Corp ,0.088,JDSU,"Milpitas, CA",Information Technology,Communications Equipment
"Transocean Sedco Forex, Inc",0.088,RIG,"Steinhausen, Switzerland",Energy,Oil & Gas Drilling
"Corning, Inc",0.087,GLW,"Corning, New York",Information Technology,Electronic Components
Archer-Daniels-Midland Co,0.087,ADM,"Chicago, Illinois",Consumer Staples,Agricultural Products & Services
Chiron Corp ,0.086,CHIR,"Emeryville, CA",Health Care,Biotechnology
Unocal Corp,0.086,UCL,"Tsim Sha Tsui, Hong Kong",Communication Services,Telecom Services
"Marriot International, Inc",0.086,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Synovus Financial Corp,0.085,SNV,"Columbus, GA",Financial Services,Banks - Regional
"Biomet, Inc",0.085,BMET,"Warsaw, IN",Health Care,Health Care Equipment
Boston Scientific Corp ,0.085,BSX,"Marlborough, Massachusetts",Health Care,Health Care Equipment
Entergy Corp,0.084,ETR,"New Orleans, Louisiana",Utilities,Electric Utilities
"Reliant Energy, Inc",0.084,RRI,"Houston, TX",Utilities,Independent Power Producers & Energy Traders
"Xilinx, Inc ",0.084,XLNX,"San Jose, CA",Information Technology,Semiconductors
First Energy Corp,0.083,FE,"Akron, Ohio",Utilities,Electric Utilities
"Interpublic Group of Cos, Inc",0.081,IPG,"New York, NY",Communication Services,Advertising
"MedImmune, Inc ",0.081,MEDI,"Gaithersburg, MD",Health Care,Biotechnology
"MBIA, Inc",0.081,MBI,"Purchase, NY",Financial Services,Insurance - Specialty
"PPG Industries, inc",0.08,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
Solectron Corp ,0.08,SLR,"Milpitas, CA",Information Technology,Electronic Manufacturing Services
Mirant Corp ,0.079,MIR,"Atlanta, GA",Industrials,Specialty Industrial Machinery
Amerisource-Bergen Corp ,0.079,ABC,"Conshohocken, PA",Health Care,Health Care Distributors
"Bed Bath & Beyond, Inc ",0.079,BBBY,"Union, NJ",Consumer Discretionary,Specialty Stores
Intuit ,0.078,INTU,"Mountain View, California",Information Technology,Application Software
VERITAS Software Corp ,0.078,VRTS,"Hartford, CT",Financial Services,Asset Management
Rohm & Haas Co,0.078,ROH,"Philadelphia, PA",Materials,Specialty Chemicals
"Block (H&R), Inc",0.077,HRB,"Kansas City, MO",Consumer Cyclical,Personal Services
"IMS Health, Inc",0.076,IMS,"Danbury, CT",Health Care,Health Care Services
MGIC Investment Corp,0.076,MTG,"Milwaukee, WI",Financial Services,Insurance - Specialty
DTE Energy Co,0.076,DTE,"Detroit, Michigan",Utilities,Multi-Utilities
"Burlington Resources, Inc",0.075,BR,"Lake Success, New York",Industrials,Data Processing & Outsourced Services
Barrick Gold Corp,0.075,GOLD,"Costa Mesa, CA",Financial Services,Capital Markets
"Wellpoint Health Networks, Inc ",0.074,WLP,"Indianapolis, IN",Health Care,Managed Health Care
"Mattel, Inc",0.073,MAT,"El Segundo, CA",Consumer Cyclical,Leisure
Cincinnati Financial Corp,0.073,CINF,"Fairfield, Ohio",Financials,Property & Casualty Insurance
AES Corp ,0.073,AES,"Arlington, Virginia",Utilities,Independent Power Producers & Energy Traders
Danaher Corp,0.073,DHR,"Washington, D.C.",Health Care,Life Sciences Tools & Services
"Praxir, Inc",0.072,PX,"Dallas, TX",Financial Services,Asset Management
Cintas Corp,0.072,CTAS,"Mason, Ohio",Industrials,Diversified Support Services
Jefferson Pilot Corp,0.072,JP,"Greensboro, NC",Financials,Life & Health Insurance
CSX Corp,0.072,CSX,"Jacksonville, Florida",Industrials,Rail Transportation
Regions Financial Corp,0.071,RF,"Birmingham, Alabama",Financials,Regional Banks
"Nextel Communications, Inc, Class A ",0.071,NXTL,"Reston, VA",Communication Services,Wireless Telecommunication Services
Georgia-Pacific Corp,0.071,GP,"Vancouver, BC",Industrials,Farm & Heavy Construction Machinery
Calpine Corp ,0.071,CPN,"Houston, TX",Utilities,Independent Power Producers & Energy Traders
Pepsi Bottling Group,0.07,PBG,"Somers, NY",Consumer Staples,Soft Drinks
Delphi Automotive Systems Corp,0.07,DLPH,"Dublin, Ireland",Consumer Discretionary,Auto Parts & Equipment
"Coca Cola Enterprises, Inc",0.07,CCE,"Atlanta, GA",Consumer Staples,Soft Drinks
AmSouth Bancorporation,0.069,ASO,"Katy, TX",Consumer Cyclical,Specialty Retail
Altera Corp ,0.068,ALTR,"San Jose, CA",Information Technology,Semiconductors
Norfolk Southern Corp,0.067,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
Dover Corp,0.067,DOV,"Downers Grove, Illinois",Industrials,Industrial Machinery & Supplies & Components
Unum Providant Corp,0.066,UNM,"Chattanooga, TN",Financial Services,Insurance - Life
Healthsouth Corp ,0.066,HLS,"Birmingham, AL",Health Care,Health Care Facilities
"Newell Rubbermaid, Inc",0.066,NWL,"Atlanta, GA",Consumer Defensive,Household & Personal Products
"Staples, Inc ",0.066,SPLS,"Framingham, MA",Consumer Discretionary,Specialty Stores
"Charter One Financial, Inc",0.065,CF,"Deerfield, Illinois",Materials,Fertilizers & Agricultural Chemicals
"Fiserv, Inc ",0.065,FI,"Milwaukee, WI",Financials,Transaction & Payment Processing Services
"New York Times Co (The), Class A",0.064,NYT,"New York, NY",Communication Services,Publishing
PG&E Corp,0.064,PCG,"Oakland, California",Utilities,Multi-Utilities
"Autozone, Inc ",0.064,AZO,"Memphis, Tennessee",Consumer Discretionary,Automotive Retail
"JC Penney Co, Inc",0.063,JCP,"Plano, TX",Consumer Discretionary,Department Stores
"Tricon Global Restaurants, Inc ",0.063,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"Siebel Systems, Inc ",0.063,SEBL,"San Mateo, CA",Information Technology,Application Software
Kla-Tencor Corp ,0.062,KLAC,"Milpitas, California",Information Technology,Semiconductor Materials & Equipment
Union Planters Corp,0.062,UPC,"Ji'An, China",Healthcare,Drug Manufacturers - Specialty & Generic
"Ambac Financial Group, Inc",0.062,ABK,"New York, NY",Financials,Multi-line Insurance
"Johnson Controls, Inc",0.061,JCI,"Cork, Ireland",Industrials,Building Products
"St Jude Medical Center, Inc ",0.061,STJ,"St. Paul, MN",Health Care,Health Care Equipment
"Adobe Systems, Inc",0.061,ADBE,"San Jose, California",Information Technology,Application Software
"Watson Pharmaceuticals, Inc ",0.061,WPI,"Parsippany, NJ",Health Care,Pharmaceuticals
Providian Financial Corp,0.061,PVN,"Pleasanton, CA",Financials,Consumer Finance
Computer Sciences Corp ,0.06,CSC,"Falls Church, VA",Information Technology,IT Consulting & Other Services
"Molex, Inc",0.06,MOLX,"Lisle, IL",Information Technology,Electronic Components
Starbucks Corp ,0.06,SBUX,"Seattle, Washington",Consumer Discretionary,Restaurants
Moodys Corp,0.059,MCO,"New York City, New York",Financials,Financial Exchanges & Data
"Lexmark International, Inc ",0.058,LXK,"Lexington, KY",Information Technology,"Technology Hardware, Storage & Peripherals"
Genuine Parts Co,0.058,GPC,"Atlanta, Georgia",Consumer Discretionary,Distributors
Ingersoll-Rand Co,0.058,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
Amerada Hess Corp,0.058,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
"Federated Department Stores, Inc ",0.058,FD,"Cincinnati, OH",Consumer Discretionary,Department Stores
Apache Corp,0.057,APA,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"UST, Inc",0.057,UST,"Greenwich, CT",Consumer Staples,Tobacco
"Zimmer Holdings, Inc ",0.057,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
Kinder Morgan Inc,0.057,KMI,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
Ameren Corp,0.057,AEE,"St. Louis, Missouri",Utilities,Multi-Utilities
Xerox Corp,0.056,XRX,"Norwalk, CT",Industrials,Business Equipment & Supplies
