Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
"DexCom, Inc. ",0.105,DXCM,"San Diego, California",Health Care,Health Care Equipment
M&T Bank Corp.,0.104,MTB,"Buffalo, New York",Financials,Regional Banks
Parker-Hannifin Corp.,0.103,PH,"Cleveland, Ohio",Industrials,Industrial Machinery & Supplies & Components
SBA Communications Corp. REIT,0.103,SBAC,"Boca Raton, Florida",Real Estate,Telecom Tower REITs
Albemarle Corp.,0.102,ALB,"Charlotte, North Carolina",Materials,Specialty Chemicals
"Electronic Arts, Inc.",0.101,EA,"Redwood City, California",Communication Services,Interactive Home Entertainment
"Yum! Brands, Inc.",0.101,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
"Keurig Dr. Pepper, Inc.",0.101,KDP,"Burlington, Massachusetts",Consumer Staples,Soft Drinks & Non-alcoholic Beverages
Carrier Global Corp.,0.1,CARR,"Palm Beach Gardens, Florida",Industrials,Building Products
"Consolidated Edison, Inc.",0.1,ED,"New York City, New York",Utilities,Multi-Utilities
Hess Corp.,0.1,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
"Global Payments, Inc.",0.099,GPN,"Atlanta, Georgia",Financials,Transaction & Payment Processing Services
Cognizant Technology Solutions Corp. Class A,0.099,CTSH,"Teaneck, New Jersey",Information Technology,IT Consulting & Other Services
"Welltower, Inc. REIT",0.099,WELL,"Toledo, Ohio",Real Estate,Health Care REITs
"Ross Stores, Inc.",0.099,ROST,"Dublin, California",Consumer Discretionary,Apparel Retail
"Illumina, Inc. ",0.098,ILMN,"San Diego, CA",Healthcare,Diagnostics & Research
"Twitter, Inc. ",0.098,TWTR,"San Francisco, CA",Communication Services,Interactive Media & Services
"Simon Property Group, Inc. REIT",0.097,SPG,"Indianapolis, Indiana",Real Estate,Retail REITs
"Cummins, Inc.",0.096,CMI,"Columbus, Indiana",Industrials,Construction Machinery & Heavy Transportation Equipment
"PACCAR, Inc.",0.096,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
"Dollar Tree, Inc. ",0.095,DLTR,"Chesapeake, Virginia",Consumer Staples,Consumer Staples Merchandise Retail
"VICI Properties, Inc. REIT",0.095,VICI,"New York City, New York",Real Estate,Hotel & Resort REITs
Kroger Co.,0.095,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
"Digital Realty Trust, Inc. REIT",0.095,DLR,"Austin, Texas",Real Estate,Data Center REITs
Nucor Corp.,0.094,NUE,"Charlotte, North Carolina",Materials,Steel
Bank of New York Mellon Corp.,0.094,BK,"New York City, New York",Financials,Asset Management & Custody Banks
"Keysight Technologies, Inc. ",0.094,KEYS,"Santa Rosa, California",Information Technology,Electronic Equipment & Instruments
"Republic Services, Inc.",0.094,RSG,"Phoenix, Arizona",Industrials,Environmental & Facilities Services
"Public Service Enterprise Group, Inc.",0.093,PEG,"Newark, New Jersey",Utilities,Electric Utilities
"WEC Energy Group, Inc.",0.093,WEC,"Milwaukee, Wisconsin",Utilities,Electric Utilities
"Arista Networks, Inc. ",0.092,ANET,"Santa Clara, California",Information Technology,Communications Equipment
"CoStar Group, Inc. ",0.092,CSGP,"Washington, D.C.",Real Estate,Real Estate Services
"IDEXX Laboratories, Inc. ",0.091,IDXX,"Westbrook, Maine",Health Care,Health Care Equipment
"Ameriprise Financial, Inc.",0.09,AMP,"Minneapolis, Minnesota",Financials,Asset Management & Custody Banks
"TransDigm Group, Inc.",0.09,TDG,"Cleveland, Ohio",Industrials,Aerospace & Defense
"Baxter International, Inc.",0.09,BAX,"Deerfield, Illinois",Health Care,Health Care Equipment
Eversource Energy,0.09,ES,"Hartford, Connecticut",Utilities,Electric Utilities
ON Semiconductor Corp. ,0.09,ON,"Phoenix, Arizona",Information Technology,Semiconductors
Otis Worldwide Corp.,0.09,OTIS,"Farmington, Connecticut",Industrials,Industrial Machinery & Supplies & Components
Constellation Energy Corp.,0.089,CEG,"Baltimore, Maryland",Utilities,Electric Utilities
"Verisk Analytics, Inc.",0.089,VRSK,"Jersey City, New Jersey",Industrials,Research & Consulting Services
Kraft Heinz Co.,0.088,KHC,"Chicago, Illinois; Pittsburgh, Pennsylvania",Consumer Staples,Packaged Foods & Meats
Fastenal Co.,0.087,FAST,"Winona, Minnesota",Industrials,Trading Companies & Distributors
"PPG Industries, Inc.",0.086,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
"AMETEK, Inc.",0.086,AME,"Berwyn, Pennsylvania",Industrials,Electrical Components & Equipment
"AvalonBay Communities, Inc. REIT",0.085,AVB,"Arlington, Virginia",Real Estate,Multi-Family Residential REITs
"DuPont de Nemours, Inc.",0.084,DD,"Wilmington, Delaware",Materials,Specialty Chemicals
"Warner Bros Discovery, Inc. ",0.084,WBD,"New York City, New York",Communication Services,Broadcasting
Discover Financial Services,0.082,DFS,"Riverwoods, IL",Financials,Consumer Finance
"Rockwell Automation, Inc.",0.082,ROK,"Milwaukee, Wisconsin",Industrials,Electrical Components & Equipment
"Mettler-Toledo International, Inc. ",0.081,MTD,"Columbus, Ohio",Health Care,Life Sciences Tools & Services
"T Rowe Price Group, Inc.",0.079,TROW,"Baltimore, Maryland",Financials,Asset Management & Custody Banks
First Republic Bank,0.079,FRCB,"San Francisco, CA",Financial Services,Banks - Regional
"American Water Works Co., Inc.",0.078,AWK,"Camden, New Jersey",Utilities,Water Utilities
"Old Dominion Freight Line, Inc.",0.077,ODFL,"Thomasville, North Carolina",Industrials,Cargo Ground Transportation
"International Flavors & Fragrances, Inc.",0.076,IFF,"New York City, New York",Materials,Specialty Chemicals
"Extra Space Storage, Inc. REIT",0.076,EXR,"Salt Lake City, Utah",Real Estate,Self-Storage REITs
Equity Residential REIT,0.075,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
"HP, Inc.",0.075,HPQ,"Palo Alto, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"ONEOK, Inc.",0.075,OKE,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
"Copart, Inc. ",0.075,CPRT,"Dallas, Texas",Industrials,Diversified Support Services
"Walgreens Boots Alliance, Inc.",0.074,WBA,"Deerfield, IL",Consumer Staples,Drug Retail
Willis Towers Watson PLC,0.074,WTW,"London, United Kingdom",Financials,Insurance Brokers
"W.W. Grainger, Inc.",0.074,GWW,"Lake Forest, Illinois",Industrials,Industrial Machinery & Supplies & Components
DTE Energy Co.,0.073,DTE,"Detroit, Michigan",Utilities,Multi-Utilities
State Street Corp. (c),0.073,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
Halliburton Co.,0.073,HAL,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Corning, Inc.",0.073,GLW,"Corning, New York",Information Technology,Electronic Components
"CBRE Group, Inc. Class A ",0.073,CBRE,"Dallas, Texas",Real Estate,Real Estate Services
"Gartner, Inc. ",0.073,IT,"Stamford, Connecticut",Information Technology,IT Consulting & Other Services
Fifth Third Bancorp,0.072,FITB,"Cincinnati, Ohio",Financials,Regional Banks
"Zimmer Biomet Holdings, Inc.",0.072,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
"Diamondback Energy, Inc.",0.071,FANG,"Midland, Texas",Energy,Oil & Gas Exploration & Production
"D.R. Horton, Inc.",0.071,DHI,"Arlington, Texas",Consumer Discretionary,Homebuilding
Edison International,0.071,EIX,"Rosemead, California",Utilities,Electric Utilities
Weyerhaeuser Co. REIT,0.07,WY,"Seattle, Washington",Real Estate,Timber REITs
Baker Hughes Co.,0.07,BKR,"Houston, Texas",Energy,Oil & Gas Equipment & Services
Genuine Parts Co.,0.07,GPC,"Atlanta, Georgia",Consumer Discretionary,Distributors
AmerisourceBergen Corp.,0.07,ABC,"Conshohocken, PA",Health Care,Health Care Distributors
CDW Corp.,0.07,CDW,"Vernon Hills, Illinois",Information Technology,Technology Distributors
"Coterra Energy, Inc.",0.07,CTRA,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Aptiv PLC ,0.07,APTV,"Dublin, Ireland",Consumer Discretionary,Automotive Parts & Equipment
"Ulta Beauty, Inc. ",0.069,ULTA,"Bolingbrook, Illinois",Consumer Discretionary,Other Specialty Retail
