total_return,annualized_return,vs_benchmark,benchmark_total,benchmark_annualized,avg_active_share,avg_coverage,max_sector_deviation,max_ig_deviation,total_years
602.1489317039319,7.784167267876363,-50.69714245085759,652.8460741547894,8.073562800842504,44.238690928969916,100.0,2.0000000000000107,2.000000000000007,26
