total_return,annualized_return,vs_benchmark,benchmark_total,benchmark_annualized,avg_active_share,avg_coverage,max_sector_deviation,max_ig_deviation,total_years
797.2438058186283,8.805388165600236,236.89329074273368,560.3505150758946,7.530035521023004,44.238690928969916,95.78366997443989,2.0000000000000107,2.000000000000007,26
